Tweet,Nilai,,Tidak Percaya,Percaya
"@penyejuk_hati_ @PBIDI @DPR_RI Vaksin Nusantara 
Perseteruan IDI Vs dr. Terawan. https://t.co/MKAktcHWI0",Tidak Percaya,,,
Islam Nusantara dan vaksin nusantara bikin gaduh?,Tidak Percaya,,,
"Soroti Vaksin Nusantara, Ketua Satgas Covid-19: BPOM Belum Keluarkan Izin, Ini Benar-benar Ganjil https://t.co/03B1X0YTae",Tidak Percaya,,,
"Sebanyak 71,4 persen relawan vaksin Nusantara mengalami kejadian tidak diinginkan. https://t.co/hyasRP7swu",Tidak Percaya,,,
"@CNNIndonesia dari berita diatas : vaksin Nusantara sebagian bsr bahan adlh produk impor, blm lulus uji klinis 1 &amp; 2. 
terus?? mau disuntikkan ke orng, ya silahkan anggota dpr nya saja, tuh udh bersedia.",Tidak Percaya,,,
Eijkman: Vaksin Nusantara Tidak Bisa untuk Vaksinasi Massal https://t.co/n301eySZvt https://t.co/DWuMiT6gkR,Tidak Percaya,,,
"Vaksin Nusantara adalah dagelan terkini dari deretan kelucuan negeri ini 🤡

Sama nyawa kok main-main 😛 https://t.co/WJGqPxxwkN",Tidak Percaya,,,
Eijkman: Vaksin Nusantara Tidak Bisa untuk Vaksinasi Massal https://t.co/n301eySZvt https://t.co/MW4tZuPD6Y,Tidak Percaya,,,
@syahirularif @munthe_alfredi @ProfesorZubairi Tapi kenapa vaksin Nusantara tidak mau mengikuti kaidah ilmiah yang benar .kena peran politik yg bermain .sebenar nya Astrc juga meragukan sih vaksin nya wkw,Tidak Percaya,,,
Drama vaksin nusantara https://t.co/OpelwI6OsB,Tidak Percaya,,,
Eijkman: Vaksin Nusantara Tidak Bisa untuk Vaksinasi Massal https://t.co/d3FTO0AVRM https://t.co/KdGptDcYHF,Tidak Percaya,,,
"Ngakak lihat berita vaksin nusantara (??) kejadian tidak diinginkan nya sampai 70% wkwkwk
Baru uji klinis fase 1 loh

Astagfirullah karya anak bangsa",Tidak Percaya,,,
"trs pake argumen gini : ""itu menteri2 juga udah pada pake vaksin nusantara, tokoh2 xyz juga udah pake"" trs aku kek...hadeh gatau lah. akhirnya aku pun hanya menyimak dan mendengarkan argumen beliau tetapi tidak menanggapi🙂",Tidak Percaya,,,
"HAH?? Bit. Jadi ini udah pada divaksin (sinovac) sebelumnya, tapi terus dijadiin rat-lab-nya vaksin nusantara eventho BPOM nggak ngijinin???!? Njir ngabisin jatah sinovac warga aja ini mah https://t.co/32OmsOiL3c https://t.co/49iz81YoZo",Tidak Percaya,,,
"Dalam uji vaksin Nusantara Fase I, BPOM mengungkap terdapat kategori tak diinginkan pada relawan yang membuat uji vaksin harus dihentikan sementara. Apa saja? https://t.co/1Or9Pj8KrO",Tidak Percaya,,,
"@KKusumawardani Aku baca utasnya dari pagi sampe skrg masih bingung. Siusan ujug2 ada vaksin cuy,antara bangga tapi kok aneeeeh yah. Sinovac ajah aku merasa janggal secara di china baru skrg keknya vaksin,duluan kita mulainya. Eh ini ada vaksin baru,namanya nusantara. Fix covid cuman hoax *lol*",Tidak Percaya,,,
"Legislator PDIP Kompak Tak Mau Disuntik Vaksin Nusantara
https://t.co/gCxN7ckcgy",Tidak Percaya,,,
"Vaksin Nusantara Tak Cocok Kendalikan Pandemi, Ini Kata Epidemiolog https://t.co/5q8lyPIppB",Tidak Percaya,,,
"Ia menjelaskan para peneliti vaksin Nusantara juga tak memahami proses pembuatan vaksin berbasis sel dendritik karena tak terlibat dalam penelitian.

Ini negara gobloknya udah ga ketulungan. 

https://t.co/s9yuicGoUg",Tidak Percaya,,,
"Yang support Vaksin Nusantara = bego.
Sorry.",Tidak Percaya,,,
Itu Vaksin Nusantara kabarnya ga aman ya? Jangan main-main lah sama nyawa,Tidak Percaya,,,
"@CNNIndonesia Vaksin Nusantara bukan vaksin lokal Indonesia, vaksin Amerika yg di buat oleh pihak swasta Asing, cuma catut nama kemkes alias jualannya kemkes... Ngapusi tok.",Tidak Percaya,,,
"Dari CNN tgl 25 Feb 2021. Hrsnya dibuka aja, nama2 anggota yg sdh disuntik thp 1, dan yg dpt vaksin nusantara. Jgn sampe muncul klaim vaksin B sukses pdhl sblmnya udh dikasih vaksin A 
🤣🤣  lawakkkk

https://t.co/LhpzQDjuRx",Tidak Percaya,,,
Gila sih vaksin Nusantara itu skandal banget,Tidak Percaya,,,
"@lkhw2n @fajarnugros @TirtoID Kan itu vaksin sebenarnya dari luar, nama Nusantara itu hanya pencitraan untuk membodohi rakyat supaya mau jadi kelinci percobaan ""buatan negeri""",Tidak Percaya,,,
"Soal Vaksin Nusantara Terawan, Pakar: Tidak untuk Massal https://t.co/CpOyfwt51G",Tidak Percaya,,,
20 dari 28 subjek atau relawan vaksin Nusantara dilaporkan mengalami Kejadian yang Tidak Diinginkan (KTD) https://t.co/szkLgqBr7i,Tidak Percaya,,,
"Kalau bener gini kejadiannya, Vaksin Nusantara nggak ada bedanya dong dengan proyek Mobil Nasional Timor dulu 😬😬😬 https://t.co/VeNfomL0Dn",Tidak Percaya,,,
"Vaksin Nusantara Maksa Lanjut Ke Fase II, Prof. Beri: Relawannya Pun DPR, Ini Benar-benar Ganjil!

https://t.co/QGMEeQyljY",Tidak Percaya,,,
"Kalau gw sih ogah suntik Vaksin Nusantara.
Kalian gmn? Like: gw mau, Retweet: ogah jg gw! #vaksinnusantara",Tidak Percaya,,,
"Legislator PDIP Kompak Tak Mau Disuntik Vaksin Nusantara

https://t.co/SgXO3JBpf1",Tidak Percaya,,,
@fullmoonfolks vaksin nusantara apa thor hammer itu beredar ga pake ijin bpom?,Tidak Percaya,,,
"Badan POM belum memberikan izin uji klinis fase II untuk vaksin Nusantara. Dalam keterangannya, Kepala BPOM Penny K. Lukito menyampaikan bahwa ada banyak aspek yang diabaikan tim vaksin Nusantara pada uji klinis tahap I. BPOM menyebut pihaknya sudah ... https://t.co/4Un7cS9L2c",Tidak Percaya,,,
"Epidemiolog: Harusnya Vaksin Nusantara Tak Dilanjutkan ke Uji Klinis Fase II

https://t.co/d5YPYkZKoM",Tidak Percaya,,,
"Ini kacau sih soalnya banyak yg kena efek samping tapi proses vaksinasi pake vaksin nusantara ini g di stop terus berjalan 
Huf https://t.co/tZzmMN73pd",Tidak Percaya,,,
"@P3nj3l4j4h_id Barusan saja tadi siang baca thread tentang issue vaksin Nusantara, akhirnya gue sedikit tau kenapa itu vaksin belum layak dan tetap mau dipaksakan.
https://t.co/K4UbGvXdjo",Tidak Percaya,,,
"Kenapa vaksin nusantara dipolitisasi? 
Saya jadi gak percaya vaksin nusantara. 
Sebab
SAYA GAK PERCAYA POLITIKUS.",Tidak Percaya,,,
Kejanggalan Vaksin Nusantara: Data Keamanan Diganti hingga Inkonsistensi #Vaksin #PenerimaVaksinCovid19 #Kariadi #AmerikaSerikat #BadanPOM https://t.co/LUiDIoyVQL https://t.co/xtTGyRDPB1,Tidak Percaya,,,
"Vaksin 'dari' luar, pasang label nusantara

Seperti beli barang entah darimana, trus bikin cap sendiri

Gitu kah cara mainnya? https://t.co/7BfXg4ftn6",Tidak Percaya,,,
"vaksin nusantara serem bgt, semoga udahan dulu coba2nya deh",Tidak Percaya,,,
"Oh ya Vaksin Nusantara tak lewati uji praklinis kepada hewan. 

Karena itu, BPOM belum berani memberi izin untuk memulai uji klinis ke manusia.🤭",Tidak Percaya,,,
"Vaksin Nusantara Maksa Lanjut Ke Fase II, Prof. Beri: Relawannya Pun DPR, Ini Benar-benar Ganjil!
https://t.co/PGtp6RM6EM",Tidak Percaya,,,
"Vaksin Nusantara Maksa Lanjut Ke Fase II, Prof. Beri: Relawannya Pun DPR, Ini Benar-benar Ganjil! https://t.co/tbX5707mkm",Tidak Percaya,,,
Wah kacau vaksin nusantara,Tidak Percaya,,,
Legislator Sebut Komisi IX Tak Pernah Bersepakat Soal Vaksin Nusantara https://t.co/s09gnyxCeo,Tidak Percaya,,,
BPOM: Belum Ada Izin Uji Klinik Fase II Vaksin Nusantara https://t.co/PvqBO4dMSr,Tidak Percaya,,,
IDI Nilai Ganjil Anggota DPR Suntik Vaksin Nusantara https://t.co/usYfbolN1s,Tidak Percaya,,,
Vaksin nusantara creepy bgt demi alek,Tidak Percaya,,,
"Mamam noh Vaksin Nusantara. Lagian kok udah bisa uji trial ke relawan dah?

https://t.co/XkLNcMWqKy",Tidak Percaya,,,
"Legislator PDIP Kompak Tak Mau Disuntik Vaksin Nusantara
https://t.co/RpPjV9LuR0",Tidak Percaya,,,
@teeskawee @drpriono1 @AIVITABio namanya vaksin nusantara kok yg neliti orang amrik. mbuh lah yo~,Tidak Percaya,,,
BPOM menilai dokumen CPOB dan hasil uji klinis fase I vaksin Nusantara gagasan Terawan belum sesuai kaidah penelitian. Baca selengkapnya di #CNNIndonesia https://t.co/KQSTGApoTM,Tidak Percaya,,,
"BPOM meminta penelitian vaksin Nusantara dihentikan sementara karena tidak memenuhi persyaratan uji klinik fase I. Di antaranya, vaksin ini tidak memenuhi aspek Good Manufacturing (GMP) dan Good Laboratory Practice (GLP) https://t.co/B7Pbh9napI",Tidak Percaya,,,
@MemeComicIndo konspirasi buat bikin seolah2 vaksin nusantara sama efektifnya sama vaksin impor,Tidak Percaya,,,
"@kompascom Emangnya anggota DPR mau dijadikan kelinci percobaan vaksin Nusantara? Klu iya, hebat amat. Apakah sekalian jadi pemegang saham?? Katanya, BPOM blm mentest dan blm menyetujui. Ini bagaimana?",Tidak Percaya,,,
"@malakmalakmal Vaksin nusantara
Islam nusantara 
Bentar lagi nyusul nusantara lain lainya yg ngaco yg di populerkan para sjw bau septictank",Tidak Percaya,,,
"Vaksin itu bisnis/cuan
Saya sebagai orang Indonesia merasa tidak nyaman dg penamaan Nusantara. Saya tidak yakin itu vaksin dibuat orang Indonesia https://t.co/IIPZ5DQ87r",Tidak Percaya,,,
"Temuan BPOM: Data Keamanan Vaksin Nusantara Diganti Peneliti: ""Terdapat data-data keamanan yang diganti oleh peneliti dengan menghilangkan data yang lama, sehingga tidak dapat ditelusuri keaslian data dan tidak dapat diketahui penyebab perubahan data… https://t.co/YZHleHIh8A",Tidak Percaya,,,
"Vaksin Nusantara Jadi Sorotan, BPOM Beberkan Masalah yang Terjadi Sejak Uji Klinis Pertama https://t.co/lKhLCoAGlI",Tidak Percaya,,,
Vaksin Nusantara yang digagas oleh eks Menkes Terawan menuai kontroversi. Diketahui para peneliti vaksin tidak sesuai dengan nama yang diterima oleh BPOM. #kumparanNEWS https://t.co/Hq8vfDMqa0,Tidak Percaya,,,
"Jelas ada pembohongan publik, juga pada Presiden @jokowi, anggota @DPR_RI  dengan klaim sebagai karya anak bangsa Indonesia. Ternyata vaksin nusantara adalah penelitian asing, tidak ada ijin dari @KemenristekBRIN dan menggunakan anggaran @KemenkesRI. Masih mau terus dibohongi? https://t.co/OMMEieyX9Y",Tidak Percaya,,,
"nggak tau ya, bingung bgt. ini aku yg sudah terbutakan rasa nggak suka sama kinerja beliau kmrn pas menjabat jadi nggak bisa liat sisi baiknya, atau ini emang fishy? hhhh https://t.co/hEjJKLttOS",Tidak Percaya,,,
"@DKIJakarta kalau ramai-ramai issue vaksin nusantara, gimana min?",Tidak Percaya,,,
"BPOM: Vaksin Covid-19 Nusantara Dibuat dalam Kondisi Tidak Steril: Selain itu, produk antigen SARS CoV-2 yang digunakan sebagai bahan utama pembuatan vaksin Nusantara bukan Pharmaceutical grade dan dinyatakan oleh produsen (Lake Pharma-USA) tidak dijamin… https://t.co/QuzOHlgKpg",Tidak Percaya,,,
"Haloo @ErickConstant14 😃👋 Selamat membaca!
""Kenapa ini g nongol di timeline gue ya, sblmny? Anyway, they want to make it political, let's make it political. Tdk ada yg Nusantara dr Vaksin Nusantara. Itu semua pembodohan masy ..."" https://t.co/5Zu4sMgMST",Tidak Percaya,,,
IDI: Siapa Bisa Menjamin Keamanan Vaksin Nusantara? https://t.co/iVkwmnJhTa https://t.co/3dHiEgBvxG,Tidak Percaya,,,
"@drpriono1 
ini sudah keterlaluan mas..
ada pembohongan publik luar biasa ttg vaksin nusantara yg menggunskan wakil rakyat utk mengendorse..",Tidak Percaya,,,
"Apa2 yg dikasi label ""Nusantara"" kok jadi ngaco gini. Sebagai penghuni Nusantara kan kita jadi malu juga. 

https://t.co/ZX8XbKXiEu",Tidak Percaya,,,
Vaksin nusantara ini efektif Gak sih dok @berlianidris ? Bagusan mana dari sinovac? https://t.co/qZdEVdSVzR,Tidak Percaya,,,
Fraksi PDIP Tidak Ikut Vaksin Nusantara di RSPAD https://t.co/O77iwCXN2c,Tidak Percaya,,,
"@Partono_ADjem Di salah satu tweet sih ada yg kritik kalo vaksin nusantara itu politik, tidak berbasis keilmuan, cari profit juga.",Tidak Percaya,,,
@KompasTV siapa bisa menjamin vaksin nusantara ? lalu siapa yg bisa menjamin vaksin sinovac ? yg bisa menjamin vaksin astrazeneca ? mendingan ga usah divaksin deh apapun namanya,Tidak Percaya,,,
"@_retnodewi Masalah karya anak bangsa atau dst itu politik dan bisnis kata aku. Dimana negara kita sendiri kita harus akui ini pandemi dijadiin bisnis sejak awal. Jadi yhaaaaa gitu deh lol.

Sinovac efikasi rendah resiko rendah
Astra efikasi tinggi resiko tinggi",Tidak Percaya,,,
@cacobocil @drpriono1 @jokowi @DPR_RI @KemenristekBRIN @KemenkesRI pendukung sinovac sm zeneca marah nih ye @cacobocil apapun jenis vaksinnya mendingan tidak usah divaksin,Tidak Percaya,,,
@drpriono1 @jokowi @DPR_RI @KemenristekBRIN @KemenkesRI pembohongan publik ? kalo vaksin sinovac dan zeneca tidak bermasalah ya ? tapi tetap aja sih apapun vaksinnya mendingan tidak perlu divaksin,Tidak Percaya,,,
"@rudeski83 @AhmadJapra7 @ninikwafiroh @FraksiPKB @BPOM_RI Hehehe... produk luar negeri cpt di ACC padahal blm juga lolos, ingat Sinovac",Tidak Percaya,,,
@Mi73Hel @TeddyGusnaidi @PakAhmadUtomo dapet info katanya di indonesia fasilitas uji vaksin belum memadai? terus pas uji vaksin sinovac dan satunya lagi gimana ntuh? jujur aku sbg rakyat awam bingung 😳,Tidak Percaya,,,
"Jika 1 Vaksin agent nya bs cuan bersih 20rb aja, maka 1 juta Vaksin sdh untung 20 M... 

jika penduduk Indonesia adalah 270,2 juta jiwa, maka cuan sang Agent 5.4 T... GILAKKKK

#COVID19Vaccine 
#Sinovac",Tidak Percaya,,,
"Polemik Vaksin ternyata diduga terkait ""Politik Dagang"" Vaksin... 

Berebutlah kue"" tuk nyupply Vaksin tsb.

#VaksinUntukKita 
#CovidVaccine 
#Sinovac",Tidak Percaya,,,
"Jika Vaksin Sinovac blm di approved by WHO, apakah bertanda kita sedang di jadikan Kelinci Percobaan nya Vaksin?

#COVID19Vaccine 
#Sinovac",Tidak Percaya,,,
"Ada yang tahu ngga kalau Vaksin Sinovac itu belum di approved oleh WHO?

@BudiGSadikin 
@KemenkesRI 
@jokowi 
@FiersaBesari 
@satgascovid19id https://t.co/4kUU1h4KvX",Tidak Percaya,,,
"@MrsRachelIn Kalau bapak yang satu ini pasti politik dan bisnis lah.... 😉
Wong beliau sudah di vaksin dengan sinovac... 
Waktu datang ke RSPAD, beliau hanya diambil sample darah, bukan di vaksin...",Tidak Percaya,,,
"@Syarman59 @KompasTV https://t.co/KCnJIqXb4N mendingan langsung akui sinovac sbagai vaksin nusantara wkwk
Lha ini infonya di AS uji klnis atau apanya di tolak gitu, pindah kesini",Tidak Percaya,,,
"@KompasTV @pendekar58 Siapa juga yg bisa menjamin vaksin Sinovac, pfizer, astrazaneka, dll tidak menimbulkan masalah...",Tidak Percaya,,,
"@geloraco Vaksin Sinovac diakui WHO ga sih, kalau ga diakui, sebut saja dengan vaksin Palu Arit PKC !

Biar terang benderang...",Tidak Percaya,,,
"Cari alasan tu yang ilmiah dikitlah @BPOM_RI 
Memangnya Vaksin Sinovac itu bahannya dari dalam negeri semua? 
https://t.co/hJnbCfTkmc",Tidak Percaya,,,
"Ada yang baru tau vaksin sinovac belum tersetifikasi Who? 🙄
#onproseskatanya",Tidak Percaya,,,
@na_dirs Memangnya Vaksin Sinovac itu bahannya dari dalam negri semua @BPOM_RI ?,Tidak Percaya,,,
"Vaksin Sinovac DITOLAK Lembaga Kesehatan Dunia WHO Dan Negara Arab Saudi, Bagaimana Nasib Jamaah Haji Indonesia ? https://t.co/we92cjikzi https://t.co/spJHCsmzwn",Tidak Percaya,,,
"vaksin nusantara itu basically esemka. avanza/xenia/agya/ayla bisa achieve tkdn 94% meskipun badge merek jepang, esemka yang ""nasional"" cuma 60%.

same goes with ""chinese"" sinovac yang part of the process udah di biofarma bandung vs ""nusantara"" but imported from us",Tidak Percaya,,,
"@hamimahothman4 Sudah la proses vaksinisasi lembab, kadar jangkitan pula meningkat dgn kes sporadik menggila, individu yg divaksinkan pula diserang pelbagai kesakitan. Tidak adakah penilaian sblm vaksin ditempah?",Tidak Percaya,,,
"@nathanaja7 @brader_ichan @Joenme88 @detikcom Uji klinis di bandung?. Impresif.. Dri who aja gagal dapat izin ini, lulus uji klinis di bandung?! Sngaat sngat membagongkan!! Hahaha laba lagi Vaksinisasi ala"" ulala tlong org yg menguji dibandung harus ngupi sama org who.. Kali org who kurang ngupi https://t.co/Z8Rgh3Vr7y",Tidak Percaya,,,
"Siapa yang paling diuntungkan dari pengadaan vaksin Covid-19??? 

#vaksincovid19 #VaksinasiNasional #VaksinUntukIndonesia",Tidak Percaya,,,
"41% Masyarakat Menolak Keharaman Vaksin AstraZeneca. 
#VaksinasiNasional https://t.co/oe9MyzhqmN",Tidak Percaya,,,
"Siapa yang paling diuntungkan dari pengadaan vaksin Covid-19??? 

#vaksincovid19 #VaksinasiNasional #VaksinUntukIndonesia",Tidak Percaya,,,
Ini contoh ngarang bebas ala Kebebasan Pancasila. Akibat disuntik vaksin nusantara nih. https://t.co/tEKcIuKHLH,Tidak Percaya,,,
@geloraco @lelakiabiez 2024 gunakan Vaksin Pribumi se Nusantara utk kekebalan &amp; kesehatan akal sehat dlm melawan wabah Virus Dungu,Tidak Percaya,,,
"@Miduk17 Bohong atau dibodohi soal ""vaksin Nusantara""?",Tidak Percaya,,,
mending mana anti masker jadi duta masker atau eks mentri koruptor jadi duta vaksin nusantara,Tidak Percaya,,,
emang banyak yg lagi nunggu vaksin nusantara ya?,Tidak Percaya,,,
"@LaNyallaMM1 Mau vaksin nusantara,mau vaksin nosontoro,percuma pak Bro klw aseng china masuk terus datang ke indonesia,,penerbangan wuhan-indonesia kok dibuka,katanya mau steril dari corona..lieur cuy..",Tidak Percaya,,,
"@LaNyallaMM1 VAKSIN BUATAN NUSANTRA
KAYAK ISLAM NUSANTARA..
HARAM JADI HALAL....
WAJIB JADI SUNAH...
KORUPSI ITU REJEKI LAIN
.",Tidak Percaya,,,
"yang sudah suntik vaksin belum tentu kebal covid. Lah terus ngapain vaksin ya? sampe diancem akan kena denda jika menolak vaksin.

ada apa sih ini ?",Tidak Percaya,,,
@BPOM_RI Ini gmna urusannya! Kok diem seribu bahasa!! Urusan vaksin nusantara lu pada bacot &amp; galak bangett!! https://t.co/YKyPM6tYcC,Tidak Percaya,,,
"Sama kayak politisi tiba-tiba klaim vaksin nusantara aman, misalnya. Bisa bilang aman itu dasarnya apa? Mereka pakar ilmu kesehatan aja bukan. Itu ya lompat pagar namanya.

Sama kyk situ yg bukan kapasitasnya nentuin artikel itu apakah bagus atau ndak buat muslim.",Tidak Percaya,,,
"@kachigoshipo owalah iya gitu ya :') baru yg pertama get, aduh dah vaksin malah makin khawatir yah hahhaha",Tidak Percaya,,,
"Vaksin takut, biarkan suami pancut dalam lepas tu tak jaga anak tak kisah pulak.",Tidak Percaya,,,
"@jokowi Bapa mertua saya gk mau divaksin. Padahal vaksin semakin mendekat. Di puskesmas belio gk mau dtng. Pindah k kelurahan jg masih gamau.
Gk sanggup saya kasih motivasinya jg😀",Tidak Percaya,,,
"Lebih2 lagi pasal covid lah vaksin lah apa ni, kalau tak tau apa2 baik diam, jgn lah post benda bukan2 yg menakutkan2 org and buat org percaya",Tidak Percaya,,,
Jadi dia fikir kita ni terima vaksin untuk lenyapkan diri sendiri ka? https://t.co/zjE7iA9Gp0,Tidak Percaya,,,
"Belum lagi cakap dekat yang terpaling islam, 

Covid-19 &amp; Vaksin ni agenda yahudi la, dajjal lah, freemason la, illuminati lah, ape laa… ayooo… 

Belajar mendalam agama tu dah bagus, tapi yang peliknnya makin jadi bebal. https://t.co/RSfiVXthM8",Tidak Percaya,,,
"Benda ni percaya, vaksin tak percaya.

Bodo https://t.co/qj81HaZrmy",Tidak Percaya,,,
"dah la tak percaya vaksin, complain pulak lagi pasal pkp tambah lagi dengan sop kelaut. gg boss",Tidak Percaya,,,
"@abdullahzawaw19 @HitsIndonesia_ @herry_wl Iya bro gw juga bingung, orang meninggal karena penyakit bawaan dibilang covid, giliran meninggal karena vaksin dibilang karena penyakit bawaan🙃🤸‍♂️",Tidak Percaya,,,
"@WayanTarumaneg1 Situ klo mau divaksin silahkan, gk usah nyuruh² orang buat divaksin, klo situ yakin vaksin bisa meningkatkan imun dan kebal terhadap virus kenapa masih parno dengan orang² yg gk mau divaksin? Logikanya klo situ sudah divaksin kan gk perlu takut sama orang yg gk mau divaksin",Tidak Percaya,,,
"Semua salah Illuminati, Bill Gates, Yahudi dan DAP sebab letak microchip dalam vaksin! https://t.co/ntCa1bbrZH",Tidak Percaya,,,
"Sekali lagi

Strategi herd immunity tanpa vaksin dan prokes 5M bukanlah omong kosong belaka https://t.co/R7PUHZwgYw",Tidak Percaya,,,
"@kalirubun Kan gw bilang klo mau ningkatin imun atau kekebalan tubuh cukup dengan olahraga, istirahat yg cukup, konsumsi vitamin dan buah²an, gk perlu vaksin kan #mybodymychoice orang boleh memilih mau divaksin atau tidak, anda klo mau divaksin silahkan",Tidak Percaya,,,
"Bahkan dari 28 orang itu, tiga orang yang positif sudah menjalani dua kali vaksinasi

#PositifCovid19 #AcehTimur

https://t.co/sgDNu05z7q",Tidak Percaya,,,
"Andi Mallarangeng Positif Covid-19 Walau Sudah Disuntik Vaksin
https://t.co/reHcz6M2pz",Tidak Percaya,,,
"@detikcom DIBAYAR BERAPA SIH BRO NYEBARIN TERUS ISU ISU CORONA . SEBARIN NYA VAKSIN BEKAS , HOAX CORONA , KONSPIRASI CORONA . FITNAH FITNAH DAJJAL BIAR ORANG ORANG GAK DI BUTAKAN MEDIA . CIRI CIRI AKHIR ZAMAN BANYAK KEBOHONGAN KEPALSUAN !!!",Tidak Percaya,,,
@alextham878 Dak mungkin ini orang mau vaksin pasti takut mati,Tidak Percaya,,,
"Vaksin tak nak percaya, bomoh percaya pulak https://t.co/oqnCRz4c81",Tidak Percaya,,,
Jadi guna n manfaat vaksin utk apa??? https://t.co/muegpIQNOp,Tidak Percaya,,,
Bisnis vaksin ok juga nih setelah drive thrue test 😂 https://t.co/0y3QXoMlfk,Tidak Percaya,,,
Indonesia dah jadikan Malaysia sbg contoh negara gagal dlm pengurusan Covid 19. Berguna lagi ke vaksin @Khairykj ? Sebelum ni kite berkokok kuat sgt mengatakan kite antara yg terbaik,Tidak Percaya,,,
"Selain Pembekuan Darah, Vaksin AstraZeneca Juga Sebabkan Gangguan Imun https://t.co/K0xGFlAL0o",Tidak Percaya,,,
@HamdaanLW825Ky @Dennysiregar7 @jokowi ☝😝👻🤣... Dia pasti belom di vaksin... 😝🤦‍♂️,Tidak Percaya,,,
Tai dah vaksin bikin badan aneh. Tau gtu nnti2 aja sumpah,Tidak Percaya,,,
@blogdokter Vaksin emang ada yg aman?? https://t.co/pjTd4P1AB2,Tidak Percaya,,,
Sy blm register seram lah nmpk ada yg meninggal after vaksin 🥲 https://t.co/XmY6FAzc7e,Tidak Percaya,,,
Rakyat hendaknya bersatu menolak vaksin karena tidak ada satupun pihak yang bertanggung jawab atas efek buruk vaksin. https://t.co/1PjGJZy9DG,Tidak Percaya,,,
eh gimana mau berani abis baca efek vaksin astrazeneca wkwk,Tidak Percaya,,,
done batal register vaksin. ini semua taik babi. https://t.co/WLOp8COL5j https://t.co/MeMFvmGHw3,Tidak Percaya,,,
Perasaan kemaren beli vaksin sinovac “kaget ternyata expired bulan xxx” KENAPA BISA KEULANG LAGI “baru tahu vaksin astrazeneca expired bulan mei” caPek gasi?????? INI NIH BARU YG BISA KALIAN BILANG cAnCeLeD,Tidak Percaya,,,
"Timbul pula pro dan kontra mengenai keamanan vaksin COVID-19, terlebih terhadap vaksin COVID-19 yang digunakan di Indonesia, atau bahkan vaksin COVID-19 yang diproduksi di Indonesia.",Tidak Percaya,,,
"@jokowi Buat apa pakai vaksin untuk virus yg sifatnya self limiting virus? Kurang lebih 15 hari, virus mati sendiri. Mending habiskan uang utk buat RS2 baru, tenaga medis baru, dan mesin ventilator baru..yg harus ditekan itu angka kematian bukan angka penyebaran pak..bapak anti korupsi?",Tidak Percaya,,,
"Tetangga depan pintu abis vaksin opname  sekarang meninggal 
Ya allah ...",Tidak Percaya,,,
"@geezie0o0 Seriuss takut bgtt, terakhir vaksin pas sd😭😭😭😭",Tidak Percaya,,,
Beredar sebuah klaim di Instagram yang menyebutkan salah satu efek samping paling langka dari vaksin corona adalah infeksi herpes. #kumparanNews https://t.co/p8qmQXDJRh,Tidak Percaya,,,
"boleh gak vaksin gaseh

gw takot disonteeeek😭",Tidak Percaya,,,
"@kompascom sedang bekerja?? ujungnya2 tetap bisa ketularan covid juga... vaksin odong2, ladang bisnis globalis farmasi!
sesuatu yang mubazir, dibeli pake uang rakyat, tekor, tapi covid tetap merajalela",Tidak Percaya,,,
"Adanya Vaksin/Segala Obat Obatan Yang Bila Dari Cipta’annya ParaSetan Yang Mengandung BahanNajis/Haram, WajibTolak. Ketaui Adanya Hidup/Kematian, Ada Kematian/Hidup Untuk BergantiAlamKebenaran. Dan Ada Hidup/Kematian BergantiAlam JalurNeraka. TidakPerlu Vaksin Tidak.",Tidak Percaya,,,
@wicikiwiw tp makin pusing kalo tdur wkwkwk ga mau keluar panas nya bukan kaya demam biasa mana ngilu semua tulang anjirrr jgn dh vaksin pakek astraa cuk,Tidak Percaya,,,
Ikut vaksin ga ya :( ih demi gue takut wkwkwk,Tidak Percaya,,,
"kenapa setiap mau vaksin tekanan darah selalu nyentuh angka 140, setakut itu buat disuntik😂😂",Tidak Percaya,,,
Orang kerajaan sendiri anti vaksin aduhai,Tidak Percaya,,,
"@erna_st Cuma buat test aja.
Hanya jadi bahan percobaan fucksin",Tidak Percaya,,,
Selamat pagi ... weekend tetep kerja😌 disaat badan Masih Hangat setelah Fucksin💉🦠 https://t.co/anDnPLnXLF,Tidak Percaya,,,
@erna_st Bukan karena fucksin.,Tidak Percaya,,,
Efek Fucksin sudah mulai mereda,Tidak Percaya,,,
Surat tanda fucksin sama tanda tes jadi syarat wajib perjalanan atau beraktivitas. Anjinggg banget dah. Dari awal juga sudah ketebak arahnya pasti kesitu 😒😒,Tidak Percaya,,,
@niattobat Iyanih biar sehat harus fucksin,Tidak Percaya,,,
"@HitsIndonesia_ @rudeski83 @Jihan294 @FollScarlet @NesyaZhafira @anakpapua_ @FriskaDavina @Yuyunmaria3 @IkonPapua @n_akb31 Lu itu sebenarnya tau ga sih bahan untuk buat FUCKSIN??

Punya hp kan? Cari info lah, bahan kandungan fucksin. Lihat bahaya buat tubuh.

Udah jelas jelas ada kandungan ALUMUNIUM &amp; MERKURI nya

Lu itu yang sok tau
Buzzer bayaran. Cuma Koar"" NYEMBAH NYEMBAH FUCKSIN !!",Tidak Percaya,,,
"@RestyCayaaah Bener inih gue se7, yg penting kita tetep jaga hidup sehat dan banyak berdoa pada yg maha kuasa🙏, gak usah takut gak dpt fucksin,gue jg gak minat sih🤭",Tidak Percaya,,,
