Tweet,Nilai,,Tidak Percaya,Percaya,,,
"Jika bangsa Indonesia memiliki vaksin nasional, apa pun mereknya, baik vaksin Nusantara, Merah Putih, maupun lainnya, Indonesia akan sejajar dengan negara besar, kata Budi. https://t.co/PSOUVDiBdx",Percaya,,,,,,
Produk antigen SARS CoV-2 yang digunakan sebagai bahan utama pembuatan vaksin dendritik ini bukan merupakan Pharmaceutical grade. #kumparanNews https://t.co/B0NXWvb4TH ini si Terawan udah ga ngejabat tp masih aja jd nyusahin bangsat.,Tidak Percaya,,,,,,
"Khawatirkan Keamanan Vaksin Nusantara, IDI Pertanyakan Jaminan Prosedur Pengujian https://t.co/lrjEfM5M9B https://t.co/pynRtB0tEl",Tidak Percaya,,,,,,
"IDI &amp; Jajaran BPOM BERANG !
Agt DPR ikuti Ujicoba klinis vaksin Nusantara.
""Agt DPR dukung para peneliti dan dokter2 yg bikin vaksin, demi kemandirian Indonesia dlm produksi vaksin, tdk tergantung negara lain.
https://t.co/03AYIdogTl
@enny_endah @agengkkk @singgihk8 @Genesis7173",Percaya,,,,,,
"Vaksin Nusantara besutanÂ eks Menteri KesehatanÂ Terawan Agus Putranto kembali menjadi perbincangan publik usai politikus senior Partai Golkar Aburizal BakrieÂ (Ical) menjadi relawan dalam uji coba vaksin itu. 
https://t.co/Wd0D0xHizB",Percaya,,,,,,
"@syahirularif @munthe_alfredi @ProfesorZubairi Lanjut lagi, vaksin nusantara jelas berantakan sekali menurut penemuan BPOM. Keamanannya, bila tidak ada perbaikan, meragukan. Ya wajar sekali Aivita Indo memperbaiki kekurangannya, baru balik lagi ke BPOM untuk izin uji klinik. Ini udah STANDAR bgt di seluruh dunia...",Tidak Percaya,,,,,,
"BPOM: 71,4 Persen Relawan Uji Klinik Vaksin Nusantara Alami Kejadian Tak Diinginkan https://t.co/d3GHByvMmn",Tidak Percaya,,,,,,
Kisruh Vaksin Nusantara diÂ DPR! https://t.co/keqLJfBIfP,Tidak Percaya,,,,,,
"Inilah sejumlah tokoh bangsa yang melakukan vaksinasi dengan vaksin nusantara hasil buah karya dari dr. Terawan Agus Putranto.

#Vaksin #vaksinnusantara 
@KemenkesRI @DPR_RI @jokowi https://t.co/C7S1KPMjxF",Percaya,,,,,,
Kemenkes menegaskan mendukung arahan BPOM terkait izin uji klinis vaksin Nusantara. Pengembangan vaksin harus memenuhi kaidah ilmiah yang diakui dan sesuai standar WHO. #kumparanNEWS https://t.co/QWC85NbVf0,Percaya,,,,,,
"Kepala RSPAD: Anggota DPR Menjadi Sampel Vaksin Nusantara  @DPR_RI 
https://t.co/4VGHzCUrNm",Percaya,,,,,,
"Jadi Relawan Vaksin Nusantara, Mantan Panglima TNI:  Demi Bangsa dan Negara  @tni_ad 
https://t.co/K0PzYzQmpQ",Percaya,,,,,,
"""Kalau fase 1 belum dinyatakan memenuhi syarat, maka peneliti seharusnya memperbaharui dan memperbaiki uji klinis fase 1. Jangan melangkah ke fase selanjutnya.""

https://t.co/4jiLbLEv0w",Tidak Percaya,,,,,,
saya sangat bangga dan mencintai hasil karya putra Indonesia https://t.co/nuHuj2RXdV,Percaya,,,,,,
"Vaksin Nusantara Jadi Sorotan, BPOM Beberkan Masalah yang Terjadi Sejak Uji Klinis Pertama

https://t.co/mRYL2sGsEG 

#vaksin #nusantara #ujiklinis #bpom #virus #covid19 #antibodi #merahputih #indonesia #nasional #prmn #prmnsahabatumkm #pikiranrakyatmedianetwork #pikiranrakyat",Tidak Percaya,,,,,,
"IDI &amp; Jajaran BPOM BERANG !
Agt DPR ikuti Ujicoba klinis vaksin Nusantara.
""Agt DPR dukung para peneliti dan dokter2 yg bikin vaksin, demi kedaulatan dan kemandirian Indonesia dlm produksi vaksin, tdk tergantung negara lain.
https://t.co/03AYIdogTl
@MrsRachelIn @ijadz_cs @FNt70",Percaya,,,,,,
"Terkesan Membodohi bangsa Indonesia, Vaksin Nusantara Buatan California 

Baca selengkapnya di sini! 
https://t.co/MOSxsORtHA

#vaksinnusantara #vaksin #vaksinasicovid19 #news",Tidak Percaya,,,,,,
"Legislator PDIP Kompak Tak Mau Disuntik Vaksin Nusantara
https://t.co/9K7Vkv2JIs",Tidak Percaya,,,,,,
RSPAD: Anggota DPR menjadi sampel vaksin Nusantara https://t.co/gy4mZ37sqd,Percaya,,,,,,
"Vaksin Nusantara Diuji Klinis Fase Dua Tanpa Izin BPOM, Prof Zubairi: Ini Benar-benarÂ Ganjil https://t.co/gPRQiXcHI0",Tidak Percaya,,,,,,
"Vaksin Nusantara Diuji Klinis Fase Dua Tanpa Izin BPOM, Prof Zubairi: Ini Benar-benarÂ Ganjil https://t.co/czbyFPbjFw",Tidak Percaya,,,,,,
"@KompasTV Bukanny kasih masukan sebagai sebuah lembaga...ini malah terkesan nyinyir...padahal baru dlm tahap uji coba.
Tapi sy tetap mendoakan semoga vaksin nusantara ini benar benar bisa terealisasi...ðŸ™ðŸ™",Percaya,,,,,,
Vaksin Nusantara smg terlaksana dgn baik &amp; cepat,Percaya,,,,,,
"@BPOM_RI mengungkap semua komponen utama harus diimpor, pemilik paten adalah @AIVITABio , riset dikerjakan peneliti asing, ada masalah pada data. Aneh, kalau ada yg masih bilang produk karya bangsa Indonesia, dan membuta percaya vaksin nusantara. @KemenkesRI harus bertindak tegas https://t.co/4RkyneVkZ7",Tidak Percaya,,,,,,
"@aldipu @ampunannya @syahirularif @ProfesorZubairi Padahal bahan-bahan vaksin nusantara sebagian besar malah import, makanya heran kenapa dikasih 'judul' nusantara ðŸ˜…",Tidak Percaya,,,,,,
"VAKSIN NUSANTARA GAES

Lah.. kalo impor itu sama kek proyek mobnas gitu ya... https://t.co/2MC9DR5vMF",Tidak Percaya,,,,,,
Ini Alasan Ketua Fraksi PAN DPR Mau Terima Vaksin Nusantara   https://t.co/xpZGX0uwEG,Percaya,,,,,,
@nila_mrt Kok jadi MENGADU DOMBA uji coba VAKSIN NUSANTARA dan BPOM ?,Tidak Percaya,,,,,,
"@ProfesorZubairi Vaksin Nusantara Diuji Klinis Fase Dua Tanpa Izin BPOM, Prof Zubairi: Ini Benar-benar Ganjil

https://t.co/5QUxwWEEq8",Tidak Percaya,,,,,,
"Vaksin Nusantara Diuji Klinis Fase Dua Tanpa Izin BPOM, Prof Zubairi: Ini Benar-benar Ganjil https://t.co/jjwvhvF7R8 #BPOM #TerawanAgusPutranto #UjiKlinis #VaksinNusantara",Tidak Percaya,,,,,,
"@penyejuk_hati_ @PBIDI @DPR_RI Vaksin Nusantara 
Perseteruan IDI Vs dr. Terawan. https://t.co/MKAktcHWI0",Tidak Percaya,,,,,,
"Mantan Panglima TNI Jenderal Purnawirawan Gatot Nurmantyo ikut menjadi relawan dalam uji klinis vaksin Nusantara yang digagas Mantan Menteri Kesehatan Terawan Adi Putranto.

Selengkapnya di: https://t.co/SYA1EGNygQ https://t.co/n2BGDX4oPo",Percaya,,,,,,
@CNNIndonesia Walau saya sdh divaksin tapi saya juga ingin pakai vaksin nusantara. Entah knp saya kok yakin ya dg vaksin ini.,Percaya,,,,,,
Dpr hebat jadi relawan uji vaksin nusantara ðŸ‘ðŸ¿ðŸ‘ðŸ½ðŸ‘ðŸ»,Percaya,,,,,,
Islam Nusantara dan vaksin nusantara bikin gaduh?,Tidak Percaya,,,,,,
"Soroti Vaksin Nusantara, Ketua Satgas Covid-19: BPOM Belum Keluarkan Izin, Ini Benar-benar Ganjil https://t.co/03B1X0YTae",Tidak Percaya,,,,,,
"@drpriono1 @jokowi @DPR_RI @KemenristekBRIN @KemenkesRI Pak Sudi Silalahi sudah di vaksin Nusantara, ""Sudi menjalani vaksinasi Vaksin Nusantara ia hanya mengatakan: saya ingin memenuhi seruan Bapak Presiden Jokowi untuk mencintai produk dalam negeri! ""(*)

Sumber:Â https://t.co/fq4KqfQNVD",Percaya,,,,,,
"Goks! Sederet Tokoh dan Anggota DPR Rela Antre Panjang Demi Disuntik Vaksin Nusantara Besutan Dokter Terawan

https://t.co/VAfyPyrROm",Percaya,,,,,,
Kl seandainya sdh ada di jawa timur..sy siap vaksin nusantara https://t.co/xZr88jZcCx,Percaya,,,,,,
"Sebanyak 71,4 persen relawan vaksin Nusantara mengalami kejadian tidak diinginkan. https://t.co/hyasRP7swu",Tidak Percaya,,,,,,
"@CNNIndonesia dari berita diatas : vaksin Nusantara sebagian bsr bahan adlh produk impor, blm lulus uji klinis 1 &amp; 2. 
terus?? mau disuntikkan ke orng, ya silahkan anggota dpr nya saja, tuh udh bersedia.",Tidak Percaya,,,,,,
Eijkman: Vaksin Nusantara Tidak Bisa untuk Vaksinasi Massal https://t.co/n301eySZvt https://t.co/DWuMiT6gkR,Tidak Percaya,,,,,,
"Vaksin Nusantara adalah dagelan terkini dari deretan kelucuan negeri ini ðŸ¤¡

Sama nyawa kok main-main ðŸ˜› https://t.co/WJGqPxxwkN",Tidak Percaya,,,,,,
"Kalo boleh vaksin mau vaksin Nusantara aja lah wkwkw. 
Heran aja sama petinggi nyari uang gitu amat sampe produk anak bangsa dibikin ruwet. Suoggg",Percaya,,,,,,
Eijkman: Vaksin Nusantara Tidak Bisa untuk Vaksinasi Massal https://t.co/n301eySZvt https://t.co/MW4tZuPD6Y,Tidak Percaya,,,,,,
@syahirularif @munthe_alfredi @ProfesorZubairi Tapi kenapa vaksin Nusantara tidak mau mengikuti kaidah ilmiah yang benar .kena peran politik yg bermain .sebenar nya Astrc juga meragukan sih vaksin nya wkw,Tidak Percaya,,,,,,
Drama vaksin nusantara https://t.co/OpelwI6OsB,Tidak Percaya,,,,,,
Eijkman: Vaksin Nusantara Tidak Bisa untuk Vaksinasi Massal https://t.co/d3FTO0AVRM https://t.co/KdGptDcYHF,Tidak Percaya,,,,,,
"Ngakak lihat berita vaksin nusantara (??) kejadian tidak diinginkan nya sampai 70% wkwkwk
Baru uji klinis fase 1 loh

Astagfirullah karya anak bangsa",Tidak Percaya,,,,,,
"trs pake argumen gini : ""itu menteri2 juga udah pada pake vaksin nusantara, tokoh2 xyz juga udah pake"" trs aku kek...hadeh gatau lah. akhirnya aku pun hanya menyimak dan mendengarkan argumen beliau tetapi tidak menanggapiðŸ™‚",Tidak Percaya,,,,,,
"Wakil Ketua Komisi IX DPR Ansory Siregar menyebut pemerintah seharusnya mendukung pengembangan vaksin buatan anak bangsa, yakni vaksin Nusantara dan vaksin Merah Putih. | #VaksinNusantara #VideoKompas https://t.co/B3W9np9tgJ",Percaya,,,,,,
"ALASAN Wakil Ketua DPR hingga Jenderal Purn Gatot Nurmantyo Mau menjadi Relawan Vaksin Nusantara

#vaksinnusantara #terawan #VaksinUntukIndonesia #VaksinCovid19 

https://t.co/Y4qFAXRnFy",Percaya,,,,,,
"HAH?? Bit. Jadi ini udah pada divaksin (sinovac) sebelumnya, tapi terus dijadiin rat-lab-nya vaksin nusantara eventho BPOM nggak ngijinin???!? Njir ngabisin jatah sinovac warga aja ini mah https://t.co/32OmsOiL3c https://t.co/49iz81YoZo",Tidak Percaya,,,,,,
"Dalam uji vaksin Nusantara Fase I, BPOM mengungkap terdapat kategori tak diinginkan pada relawan yang membuat uji vaksin harus dihentikan sementara. Apa saja? https://t.co/1Or9Pj8KrO",Tidak Percaya,,,,,,
Peneliti Pastikan Uji Klinis Vaksin Nusantara Penuhi Standar dan Bukan Asal-Asalan https://t.co/5tyn2XeMmB,Percaya,,,,,,
"@KKusumawardani Aku baca utasnya dari pagi sampe skrg masih bingung. Siusan ujug2 ada vaksin cuy,antara bangga tapi kok aneeeeh yah. Sinovac ajah aku merasa janggal secara di china baru skrg keknya vaksin,duluan kita mulainya. Eh ini ada vaksin baru,namanya nusantara. Fix covid cuman hoax *lol*",Tidak Percaya,,,,,,
"Saya blm divaksin tp kalo ditawari vaksin nusantara, saya bersedia https://t.co/sDlw4rfhCn",Percaya,,,,,,
"Legislator PDIP Kompak Tak Mau Disuntik Vaksin Nusantara
https://t.co/gCxN7ckcgy",Tidak Percaya,,,,,,
"Vaksin Nusantara Tak Cocok Kendalikan Pandemi, Ini Kata Epidemiolog https://t.co/5q8lyPIppB",Tidak Percaya,,,,,,
"Ia menjelaskan para peneliti vaksin Nusantara juga tak memahami proses pembuatan vaksin berbasis sel dendritik karena tak terlibat dalam penelitian.

Ini negara gobloknya udah ga ketulungan. 

https://t.co/s9yuicGoUg",Tidak Percaya,,,,,,
@CNNIndonesia Kalau saya dapat kesempatan di vaksin nusantara .. mau banget !!,Percaya,,,,,,
@TeddyGusnaidi Saya percaya dengan Vaksin nusantara.,Percaya,,,,,,
Sejumlah anggota komisi IX DPR RI mendatangi RSPAD Gatot Soebroto. Mereka mengikuti pengambilan darah untuk diproses menjadi vaksin nusantara. https://t.co/ItYSF0wvDM,Percaya,,,,,,
"Yang support Vaksin Nusantara = bego.
Sorry.",Tidak Percaya,,,,,,
"@pengarang_sajak Lanjutkan pak terawan buat negri ini, buktikan  Bahwa vaksin nusantara itu layak dan sgt layak utk digunakan. Gbi",Percaya,,,,,,
"Vaksin Nusantara, Dahlan Iskan Sebut Sejumlah Tokoh Percaya Kemampuan Terawan https://t.co/80EbcYmow0",Percaya,,,,,,
Itu Vaksin Nusantara kabarnya ga aman ya? Jangan main-main lah sama nyawa,Tidak Percaya,,,,,,
"@CNNIndonesia Vaksin Nusantara bukan vaksin lokal Indonesia, vaksin Amerika yg di buat oleh pihak swasta Asing, cuma catut nama kemkes alias jualannya kemkes... Ngapusi tok.",Tidak Percaya,,,,,,
"Dari CNN tgl 25 Feb 2021. Hrsnya dibuka aja, nama2 anggota yg sdh disuntik thp 1, dan yg dpt vaksin nusantara. Jgn sampe muncul klaim vaksin B sukses pdhl sblmnya udh dikasih vaksin A 
ðŸ¤£ðŸ¤£  lawakkkk

https://t.co/LhpzQDjuRx",Tidak Percaya,,,,,,
Gila sih vaksin Nusantara itu skandal banget,Tidak Percaya,,,,,,
"@lkhw2n @fajarnugros @TirtoID Kan itu vaksin sebenarnya dari luar, nama Nusantara itu hanya pencitraan untuk membodohi rakyat supaya mau jadi kelinci percobaan ""buatan negeri""",Tidak Percaya,,,,,,
"Soal Vaksin Nusantara Terawan, Pakar: Tidak untuk Massal https://t.co/CpOyfwt51G",Tidak Percaya,,,,,,
"@na_dirs Baca di berita2, orang2 yang menaruh kepercayaan kepada dr. Terawan justru yg minta untuk divaksin pakek Vaksin Nusantara. Jika saya boleh memilih, saya juga ingin di vaksin pakek Vaksin bikinan Dalam Negri.",Percaya,,,,,,
"Hari ni, sejumlah anggota DPR RI menjadi relawan dalam uji klinis Vaksin Nusantara
#COVID19 #COVID__19 #COVIDãƒ¼19 #coronavirus #COVID #CoronaUpdate #Covid_19 #Corona #VirusCorona #updatecorona #pakaimasker
https://t.co/D14twOwwKe",Percaya,,,,,,
20 dari 28 subjek atau relawan vaksin Nusantara dilaporkan mengalami Kejadian yang Tidak Diinginkan (KTD) https://t.co/szkLgqBr7i,Tidak Percaya,,,,,,
"Kalau bener gini kejadiannya, Vaksin Nusantara nggak ada bedanya dong dengan proyek Mobil Nasional Timor dulu ðŸ˜¬ðŸ˜¬ðŸ˜¬ https://t.co/VeNfomL0Dn",Tidak Percaya,,,,,,
@liputan6dotcom @msaid_didu Vaksin Nusantara/Vaksin Merah Putih prodak bangsa kita yg membanggakan tuk Covid-19.,Percaya,,,,,,
Anggota DPR hari ini ramai-ramai menjadi relawan uji klinis vaksin Nusantara. https://t.co/8xGx9iGj6K,Percaya,,,,,,
"Vaksin Nusantara Maksa Lanjut Ke Fase II, Prof. Beri: Relawannya Pun DPR, Ini Benar-benar Ganjil!

https://t.co/QGMEeQyljY",Tidak Percaya,,,,,,
"Kalau gw sih ogah suntik Vaksin Nusantara.
Kalian gmn? Like: gw mau, Retweet: ogah jg gw! #vaksinnusantara",Tidak Percaya,,,,,,
"Legislator PDIP Kompak Tak Mau Disuntik Vaksin Nusantara

https://t.co/SgXO3JBpf1",Tidak Percaya,,,,,,
"Anggota DPR Ikut Proses Vaksin Nusantara, Begini Langkahnya https://t.co/wIOg9SA4g1",Percaya,,,,,,
"Daftar Tokoh hingga Anggota DPR yang Ikut Vaksin Nusantara Terawan
https://t.co/2aKUaBgnIb",Percaya,,,,,,
"Sejumlah anggota DPR menjadi relawan vaksin Nusantara besutan mantan Menteri Kesehatan, Terawan Agus Putranto. https://t.co/hiFoNkXxsA",Percaya,,,,,,
"Jadi Relawan, Anggota DPR Dukung Vaksin Nusantara https://t.co/z2i8BcvrMc",Percaya,,,,,,
"Produksi Vaksin Nusantara Perlu Didukung
https://t.co/hVzzcXqkFk",Percaya,,,,,,
@fullmoonfolks vaksin nusantara apa thor hammer itu beredar ga pake ijin bpom?,Tidak Percaya,,,,,,
"Sobat, aku lebih percaya Letjend. dr. Terawan dengan vaksin Nusantara-nya ketimbang Kepala @BPOM_RI Penny Lukito. Aku dukung pimpinan/anggota DPR yg jadi relawan uji klinis vaksin Nusantara sebagai perlawanan terhadap kebijakan BPOM yg mem-bully upaya memproduk vaksin nasional.",Percaya,,,,,,
"Badan POM belum memberikan izin uji klinis fase II untuk vaksin Nusantara. Dalam keterangannya, Kepala BPOM Penny K. Lukito menyampaikan bahwa ada banyak aspek yang diabaikan tim vaksin Nusantara pada uji klinis tahap I. BPOM menyebut pihaknya sudah ... https://t.co/4Un7cS9L2c",Tidak Percaya,,,,,,
"Anggota DPR Adian Napitupulu mengikuti uji klinis terkait vaksin Nusantara di RSPAD Jakarta.

https://t.co/75YIetanUq",Percaya,,,,,,
"Epidemiolog: Harusnya Vaksin Nusantara Tak Dilanjutkan ke Uji Klinis Fase II

https://t.co/d5YPYkZKoM",Tidak Percaya,,,,,,
Millenial Indonesia Apresiasi Vaksin Nusantara Buatan AnakÂ Bangsa https://t.co/uayIV8yBmw,Percaya,,,,,,
Millenial Indonesia Apresiasi Vaksin Nusantara Buatan AnakÂ Bangsa https://t.co/79DSJ9596z,Percaya,,,,,,
Millenial Indonesia Apresiasi Vaksin Nusantara Buatan AnakÂ Bangsa https://t.co/HTNNiyhFaz,Percaya,,,,,,
"Nyatanya Vaksin Nusantara sdh dipakai oleh Sultan Menteng @aburizalbakrie

prodak dalam negeri harus lebih di apresiasi @KemenkesRI @TeddyGusnaidi  @PBIDI @pengarang_sajak

#vaksinnusantara
#pdiperjuangan
#gesuriid

https://t.co/FSUbcKKQeZ",Percaya,,,,,,
"Sejumlah anggota DPR dan para tokoh lain seperti Gatot Nurmantyo ikut uji vaksin Nusantara. Tak langsung disuntik, begini lho proses pembuatan vaksin Nusantara. https://t.co/RAD4XEVVOP",Percaya,,,,,,
"Disuntik Perdana, Aburizal Bakrie: Ini Vaksin Nusantara, InsyaAllah Berhasil
https://t.co/xT4SwcRIPV",Percaya,,,,,,
"Ini kacau sih soalnya banyak yg kena efek samping tapi proses vaksinasi pake vaksin nusantara ini g di stop terus berjalan 
Huf https://t.co/tZzmMN73pd",Tidak Percaya,,,,,,
"@5Kapten @KompasTV Penerima (Sufmi Dasco A.) dg sadar, rasional memilih vaksin Nusantara. Seandainya nanti terbukti ramalan Gatot bhw metode ini 2 tahun lagi akan  mendunia, apa kata bpom idi?",Percaya,,,,,,
"@P3nj3l4j4h_id Barusan saja tadi siang baca thread tentang issue vaksin Nusantara, akhirnya gue sedikit tau kenapa itu vaksin belum layak dan tetap mau dipaksakan.
https://t.co/K4UbGvXdjo",Tidak Percaya,,,,,,
"Kenapa vaksin nusantara dipolitisasi? 
Saya jadi gak percaya vaksin nusantara. 
Sebab
SAYA GAK PERCAYA POLITIKUS.",Tidak Percaya,,,,,,
Kejanggalan Vaksin Nusantara: Data Keamanan Diganti hingga Inkonsistensi #Vaksin #PenerimaVaksinCovid19 #Kariadi #AmerikaSerikat #BadanPOM https://t.co/LUiDIoyVQL https://t.co/xtTGyRDPB1,Tidak Percaya,,,,,,
"Vaksin 'dari' luar, pasang label nusantara

Seperti beli barang entah darimana, trus bikin cap sendiri

Gitu kah cara mainnya? https://t.co/7BfXg4ftn6",Tidak Percaya,,,,,,
"Sejumlah anggota DPR dan para tokoh lain seperti Gatot Nurmantyo ikut uji vaksin Nusantara. Tak langsung disuntik, begini lho proses pembuatan vaksin Nusantara. https://t.co/gDgatXVrKP",Percaya,,,,,,
"Sejumlah anggota DPR menjadi relawan vaksin nusantara besutan mantan Menteri Kesehatan, Terawan Agus Putranto. https://t.co/3b7xYuQgXF",Percaya,,,,,,
DPR Klaim Vaksin Nusantara Tak Langgar Ketentuan Apapun https://t.co/wpszMGbrc5,Percaya,,,,,,
"@ninikwafiroh Mantap. Luar Biasa.
Kita Dukung dan DOA-kan agar Vaksin Nusantara Menjadi Vaksin Yang Mengalahkan CoVID-19; semoga Dunia memakai metode tersebut. Amin. ðŸ™ðŸ»",Percaya,,,,,,
"vaksin nusantara serem bgt, semoga udahan dulu coba2nya deh",Tidak Percaya,,,,,,
"Oh ya Vaksin Nusantara tak lewati uji praklinis kepada hewan. 

Karena itu, BPOM belum berani memberi izin untuk memulai uji klinis ke manusia.ðŸ¤­",Tidak Percaya,,,,,,
"Vaksin Nusantara Maksa Lanjut Ke Fase II, Prof. Beri: Relawannya Pun DPR, Ini Benar-benar Ganjil!
https://t.co/PGtp6RM6EM",Tidak Percaya,,,,,,
Adian Napitupulu menjadi salah satu relawan Vaksin Nusantara. https://t.co/AT9v7gCtxa,Percaya,,,,,,
Ketua Fraksi PAN: Minat terhadap Vaksin Nusantara Ternyata Sangat Tinggi https://t.co/MJMG9gaWzg https://t.co/9gRuCiqaU3,Percaya,,,,,,
"Jadi Relawan, Anggota DPR Dukung Vaksin Nusantara https://t.co/XvOoQWznkt https://t.co/ESt3VP5h6Q",Percaya,,,,,,
"Tidak Janjian, Anggota DPR Hingga Mantan Panglima TNI Ambil Sampel Darah Untuk Vaksin Nusantara https://t.co/DB5OZWQRQH",Percaya,,,,,,
"Vaksin Nusantara Maksa Lanjut Ke Fase II, Prof. Beri: Relawannya Pun DPR, Ini Benar-benar Ganjil! https://t.co/tbX5707mkm",Tidak Percaya,,,,,,
Wah kacau vaksin nusantara,Tidak Percaya,,,,,,
Legislator Sebut Komisi IX Tak Pernah Bersepakat Soal Vaksin Nusantara https://t.co/s09gnyxCeo,Tidak Percaya,,,,,,
BPOM: Belum Ada Izin Uji Klinik Fase II Vaksin Nusantara https://t.co/PvqBO4dMSr,Tidak Percaya,,,,,,
IDI Nilai Ganjil Anggota DPR Suntik Vaksin Nusantara https://t.co/usYfbolN1s,Tidak Percaya,,,,,,
"Ketua Fraksi PAN: Vaksinasi Vaksin Nusantara Tak Langgar Ketentuan Perundangan. @KemenkesRI 
https://t.co/YEdhxOYkHG",Percaya,,,,,,
Anggota DPR RI Sari Yuliati: Semoga Vaksin Nusantara menjadi solusi permasalahan yg dihadapi bangsa ini dan juga dunia.,Percaya,,,,,,
Pimpinan DPR Tegaskan Dukung Produksi Vaksin Nusantara Terawan https://t.co/rlOj0okjTn,Percaya,,,,,,
Vaksin nusantara creepy bgt demi alek,Tidak Percaya,,,,,,
"#VIDEOBERITA

40 Anggota DPR Diambil Sampel Darahnya Untuk Proses Riset Vaksin Nusantara https://t.co/l3FLwDcb4P via @holopiscom

#VaksinasiNasional #VaksinNusantara #holopiscom",Percaya,,,,,,
"Setelah peralatan vaksin nusantara di bawa ke rspad, trus gimana nasib orang2 awam yg ingin dan lebih percaya dengan vaksin nusantara??? 
Apa mungkin mereka harus ke rspad???  Saya pun lebih berharap dapat vaksin nusantara

@jokowi",Percaya,,,,,,
"Mamam noh Vaksin Nusantara. Lagian kok udah bisa uji trial ke relawan dah?

https://t.co/XkLNcMWqKy",Tidak Percaya,,,,,,
Ketua Fraksi PAN DPR RI Divaksin Dengan Vaksin Nusantara - https://t.co/LoyxFp0873,Percaya,,,,,,
"Ketua F-PAN DPR RI ungkap alasan ikut Vaksin Nusantara

https://t.co/wShfnstwnX",Percaya,,,,,,
Alasan Ketua Fraksi PAN Ikut Disuntik Vaksin Nusantara https://t.co/UHbskh9aPR,Percaya,,,,,,
"Disuntik Vaksin Nusantara, Ketua Fraksi PAN: Tidak Ada Muatan Politik | Nasional - https://t.co/fmADUDt7yc https://t.co/aMFLw6zZo0",Percaya,,,,,,
@Terawan_cosplay  boleh dong  dapat vaksin Nusantara Dok. Disuntik vaksin Nusantara.  Siappp,Percaya,,,,,,
"Legislator PDIP Kompak Tak Mau Disuntik Vaksin Nusantara
https://t.co/RpPjV9LuR0",Tidak Percaya,,,,,,
"Ketua Harian DPP Partai Gerindra itu mengatakan, hari ini ia bersama sejumlah anggota DPR Komisi IX telah menjadi relawan Vaksin Nusantara. https://t.co/OD8JR2ChaX",Percaya,,,,,,
@teeskawee @drpriono1 @AIVITABio namanya vaksin nusantara kok yg neliti orang amrik. mbuh lah yo~,Tidak Percaya,,,,,,
"@drpriono1 @mawakresna @BPOM_RI ""Ini soal keyakinan, karena vaksinnya bagus kami mau ikut,"" kata Melki, Selasa (13/4/2021) malam, 13 April 2021.

https://t.co/zH0eJiMu2s",Percaya,,,,,,
"Getol Perjuangkan Vaksin Nusantara, Anggota DPR disebut 'Endorser' https://t.co/S3ejroXv3u",Percaya,,,,,,
"Jadi Relawan Vaksin Nusantara, @Don_dasco: Bantu Program Vaksinasi Pemerintah https://t.co/bxB3QPnX0j",Percaya,,,,,,
Alasan DPR Dukung Produksi Vaksin Nusantara Dalam Negeri https://t.co/PWYqiG8LHd,Percaya,,,,,,
Gatot Nurmantyo Ikuti Uji Klinik Tahap II Vaksin Nusantara #Vaksin #PenerimaVaksinCovid19 #Antibodi #vaksinnusantara #GatotNurmantyo https://t.co/yEtjuQlVa8 https://t.co/P38KDBmn9J,Percaya,,,,,,
"Mantan Panglima TNI Gatot Nurmantyo Dukung Vaksin Nusantara: 2 Tahun Lagi, Seluruh Dunia Pakai Ini https://t.co/Xqzb8D4vve https://t.co/4eDYFC5tNC",Percaya,,,,,,
Ketua F-PAN Yakin Vaksin Nusantara Sangat Baik dan Efektif dalam Meningkatkan Imunitas,Percaya,,,,,,
Gatot Nurmantyo Terima Ajakan Terawan Ikuti Uji Klinik Vaksin Nusantara https://t.co/3waeBaEZsy @Nurmantyo_Gatot @dregshendra3,Percaya,,,,,,
Ketua F-PAN DPR RI ungkap alasan ikut Vaksin Nusantara https://t.co/OimM7bvRbY,Percaya,,,,,,
BPOM menilai dokumen CPOB dan hasil uji klinis fase I vaksin Nusantara gagasan Terawan belum sesuai kaidah penelitian. Baca selengkapnya di #CNNIndonesia https://t.co/KQSTGApoTM,Tidak Percaya,,,,,,
"BPOM meminta penelitian vaksin Nusantara dihentikan sementara karena tidak memenuhi persyaratan uji klinik fase I. Di antaranya, vaksin ini tidak memenuhi aspek Good Manufacturing (GMP) dan Good Laboratory Practice (GLP) https://t.co/B7Pbh9napI",Tidak Percaya,,,,,,
"Wakil Ketua DPR Sufmi Dasco Ahmad didampingi sejumlah anggota DPR menjalani penyuntikan vaksin Nusantara di RSPAD Gatot Subroto. @DPR_RI #vaksinnusantara 
https://t.co/EyUCMUtolf",Percaya,,,,,,
Anggota DPR Suntik Vaksin Nusantara AlaÂ Terawan https://t.co/dAYzTfX8sJ,Percaya,,,,,,
@MemeComicIndo konspirasi buat bikin seolah2 vaksin nusantara sama efektifnya sama vaksin impor,Tidak Percaya,,,,,,
"Ketua Dewan Pembina Partai Golkar @aburizalbakrie jadi relawan Vaksin Nusantara

#kabargolkar #golkar #partaigolkar #golkarsolid #golkarupdate #golkarindonesia #vaksinnusantara #VaksinasiNasional https://t.co/sipK4LL9Go",Percaya,,,,,,
