"@lue_serizawa Tu namanya exclusive distributorship, pharmaniaga dan Sinovac dah sign bulan Januari. Mu nak bawa vaksin lain, bawa la. Xde sapa nak halang. Dok gaduh nak rebut sinovac kenapa? Xde plak dgr mu gaduh rebut pfizer atau AZ. Vaksin china gak kemaruk nak 🤣🤣",
Nak pfizer sangat pi makan centrum silver la https://t.co/m9yZRyHa6r,
"salam @JKJAVMY esok abah saya ambil vaksin pfizer. saya daftar kan abah dekat mysejahtera pakai fon saya, tapi saya tak leh hantar, abang yang gi hantar. boleh ke kalau tak de mysejahtera tu???!???",
@masdusd Ni orang panggil bahangang. Tapi aku sokong sikit laa part last tuu kenapa depa tak bagi vaksin pfizer dekat kita aihh,
"@SXPH Best kan dekat sana siap ada walk in booth dkt walmart. Sebab tu pfizer susah org lain nak dpt, diorg tak releaselan dkt negara lain sgt.",
@Tsgxy_ Kena tunggu pfizer gak.. hmm,
"@JambangEmas Yang dia sembang pasal atlet tu, pfizer lah gampang",
@ANI Aur ek Pfizer  ka Bhagat,
"Vaksin COVID-19: Pfizer, AstraZeneca berkesan terhadap varian India | Astro Awani https://t.co/sxDuJwfJPp",
"@AdDien90 Atlet negara tu bkn ambik Pfizer ke?? Saluran jantung tersumbat tu sbb plaque kan? Blh jd sbb lemak, high bp, jangkitan kuman etc. Klau drh beku, bahaya nya takut dia tercabut n ikut saluran ke kepala n block, hence dpt stroke. Ada ke drh beku kt jantung smpai dpt heart attack?",
My uncle haritu cucuk pfizer balik dari tu terus mesin rumput 🤣,
"@ANI Kejriwal Pfizer ki marketing kyo kar raha hai?

Kyo nahi moderna, sputnikv or chinese vaccine?",
Sedikit geram bila ada orang takmau ambil AZ Tapi mati-mati nak tunggu Pfizer. Kang know know dalam kontena.,
"@ANI Abe ganje, kitna paisa khaya h pfizer se jo dalali kr rha h.",
"@Gomblotto3 @ImolaOggi SDENG
https://t.co/okCcIhU5sv",
"Kata Arab Saudi tak iktiraf kalau nak pegi Umrah/Haji, kenapa tidak proceed dgn  AstraZeneca &amp; PFizer Comirnaty je? Mohon pencerahan! https://t.co/9pJNNchWXE",
"VAKSIN | Pfizer, AstraZeneca Berkesan Terhadap Varian India &amp; UK https://t.co/RzY4RaXMWL via @YouTube",
Memana vaccine pun tindakbalas lepas tu adalah atas faktor sistem badan masing masing. Sama je Az ke Pfizer. Toksah lah duk kaluit berebut ke Pfizer. Janji di vaccine. Bukan ANTI-VAX https://t.co/SwflH7XBln,
@AfyArshad Ada kawan ni dia daftar astra tapi doc tak bagi dia ambil 1st dose haritu sebab dia breastfeeding mom. Kena isi form untuk ambil Pfizer. Tapi kena tunggu phase 3 habis which is.. ETA 2022.,
"@ajezzzzzzz Kena onz, jenuh juga la anak2 depa bukan doktor nak explain pasal efficacy. Nak Pfizer juga. Last2 give up haha.",
@rehahaa Eh salah. Pfizer. Baru check semula 😂,
"Mcmla ade duit but yeahhh, dh vaccinated ngn pfizer dh https://t.co/CvJmOZmQhO",
Full lobbying chal rahi Pfizer ki yahan..yeh politician hai ya dalal? https://t.co/51uP1tpcR0,
@mimiadzha Sangat marah ye. Dalam pada masa nak tunggu pfizer tu tah2 dah kena covid. Baru ada akal agaknya,
@azua_yazid @piaaapiaaaa My mak je la berjanggut kena tunggu sinovac sbb certain issue lps saringan tu xboleh pfizer. Semoga parents kita cpt2 dpt vaksin ni amin.,
@Chilllakerla @tengkunurlissa Arwah haziq dapat pfizer x silap saya,
@sofiahrani_ Kannn.. Kita malas argue dah.. Siap ckp xnak az nak pfizer.. Haaa tunggu jela.. Malas nak byk ckp dah..,
"@_Pija Benar. Saya ada kawan aritu alamat seremban, dapat jugak. Jangan risau, if tak dapat. Dia tak kacau pun queue pfizer or kena ban.  Fill in je. I dah isi for parents i, 11 jun. hope dapat la",
@arsuyzeer Sebab AZ banyak negative perception so ditarik keluar dari PICK. Buat asing. Now doae pfizer tak sampai banyak lagi. Yang ada sinovac.,
"Finally, my mom registered for AstraZeneca vaccine. Hari tu dia tak nak sebab banyak sangat ""propa"" dari Whatsapp. 😑

Tiba2 dia tny, 'kau tak nak register ke?' And tanpa berfikir panjang aku pun menjawab 'tak nak, nak tunggu Pfizer'",
"@NafieRahman Betul.. banyak, tp coming june pfizer and sinovac pon banyak. Skrg ni dapat imuniti kelompok je dulu.",
"Ada tengok video tadi, dia cakap orang kebanyakan ja dapat pfizer. Parents aku dapat ja pfizer😑 Still ada side effect like other vaccines, demam, pening and so on. Semua vaccines sama ja, yg penting ambil dan risiko the worst effect of covid19 will be reduced. https://t.co/qLMkTkUwXr",
@ETNOWlive @pfizer @msisodia Aa gaya Pfizer ki dalali karne.... Arvind Allauddin Khilji @ArvindKejriwal's bhikhmangs,
@qayyumsunawan Tue la AZ nie mcm byk pulak dari Pfizer.,
@ETNOWlive @pfizer @msisodia Kitni Jeb garam ki?,
"You what sucks? Anak-anak semua dah vaccinate AZ, mak bapak still reluctant. Nak tunggu pfizer la, nak sinovac lah, nak wait &amp; see lah, jauh lah, susah nak register lah. Macam-macam. Good enough for the kids but not good enough for boomers.",
sebab kita tak cukup safety data mengtakan this vaksin safe for mom yg myusu. So doc kata terpulang pd aku. Kata dia lg negara luar ada je yg ambil. Macam kes pfizer sblm ni pun tak ada recommmend cuma baru kali ni. Vaksin pun baru lg kan. And aku pk Han almost nak wean off dah.,
@ameerzed13 @IsmailSabri60 Sbb sinovac dibubgkus dekat pharmaniaga xsilap. Sbb dia xdtg mcm pfizer siap botol,
inget bgt dulu awal2 sinovac diejek dan diraguin abis2an krn buatan cina dan ga seterkenal 2 vaksin produk negara2 bule itu (pfizer &amp; AZ)😂 https://t.co/sSVFJ8hlC4,
"Kalau tak nak pi Mekah tapi nak pi Europe, EU pun dah plan untuk allow foreign tourist yang dah vaccinated. Vaccine yg EU approve so far termasuk AZ dan Pfizer https://t.co/DhJnLjRJBu https://t.co/0cBnN5fmfQ",
"Aku memang dah malas nak tunggu Pfizer akhir bulan depan, asalkan vaksin aku bedal je. Hari ni hari pertama Marang guna vaksin Sinovac. Rembat saja asalkan dah divaksin! 🤝",
"@AdDien90 Kiranya aku ni kategori kayangan / VIP ke ek sbb aku dapat Pfizer 🙄🙄.

Kwn2, sepupu aku, ramai frontliners kerja spital (gov &amp; swasta), tak bawak cerita2 macam ni. In fact galakkan ktorg ambil vaksin. Ke dorg tak syg family sendiri? 🥱🥱",
@faliqfahmie Arwah Haziq dapat Pfizer. Fullstop. No Sinovac no cucukmyA$$,
Kyu ithnna pyar hai pfizer se https://t.co/vhq1mF1uPa,
"Emak kawan berumur 80 tahun sudah divaksin dos ke 2 Pfizer hari ini di Johor Bahru and so far all is well.👌👍

Orang Tua kamu dah ke belum? Kalau belum....jom daftar kat #MySejahtera #VaksinasiCovid19 https://t.co/lZrtMztFeY",
"@MustaffaAlBakri Doakan ayah aku setuju nak ambil vaksin AZ ni. Jenuh aku nak pujuk sebab dia nak pfizer atau sinovac ja.. kang aku register, dia tak nak pi pulak. Doakan please🙏",
@ETNOWlive @pfizer @msisodia Tumko kitna pesa milnewala h bas itna bata do..itni vakalat apne desh ki vaccine ki to nhi kri,
Rasanya semua parents sama doh. Tak yakin sangat dengan AZ. Diaorang nak pfizer 🤣,
@yanrozami Ckp pasal vaksin pun naik menyampah tunggu. Warga emas yang second phase patut dpt pfizer pun last2 dia buka untuk AZ. Hahahaha,
@AdDien90 Acct aku cam dia tau tapi aku dah daftar vaksin🤣🤣🤣..sbbnya kita bukan dapat yang pfizer pon..rakyat marhaen dapat yang cikai2 je hawau,
@Jie_Azz Hulu langat. Tp mcm prefer pfizer je 😅 sbb mak ade co-morbid,
@nikrasydann Aminnn. Semua tak boleh sakit. Nanti kalau bukak je terus register! Btw boleh lah check daily in case kalau appointment pfizer/sinovac ummi kau dah update. Aku hari hari refresh sini sampailah aku give up and register astrazendaya je terus hahaha https://t.co/4bI20NIr6s,
@ctsarahaishah Yang laluan biasa tak dapat ke. Orang tua saya dua-dua dapat pfizer.,
"I assume, they provide only one AZ vaccination centre dekat crowded city, hoping that at least yg duduk dlm bndr tu ramai2 vaccine. yg daerah lain tu tak crowded boleh tunggu yg pfizer/sinovac",
"lepasni tukar nama vaksin tu dari Pfizer jadi Hafizah, barulah nampak selamat",
"Story sikit pasal vaksin, actually aku patut cucuk Isnin lepas, tapi wife tak angkat call, melepas vaksin Pfizer. Hari ni, dapat call jam 4.30ptg, terus sampai tempat vaksin 5 petang.",
Annoying nya mamat beratur belakang ni sembang kencanggggg macam dia sorang dapat Pfizer vaccine 🙄,
Saya tak kesah pun vaccine apa nak dibagi. Nak cepattttt tapi yg boleh ambil sekarang pfizer je. Memula kata AZ boleh ambil utk preggy mum lepastu keluarkan statement baru tak boleh ambil pulak 😔 https://t.co/tEyItuITcU,
@yanrozami Aku tak sure sebab ktorang cerita semua penyakit and ubat apa yang diorang makan. Doc to cakap pfizer. Main factor sebab diorang cucuk insulin. Plus atuk nenek aku tak kisah. Janji vaccine,
@ETNOWlive @pfizer @msisodia Ab toh @pfizer bilkul nhi lena,
"Received Pfizer Vaccine 1st dose :

Day 1 (Jumaat) : After 2 hours, mengantuk sangat and start lenguh lengan

Day 2 : Pagi ikut kelas kat Qalby app, petang lepas zohor tidur kejap sebab dah terasa lenguh badan dan nak demam.

Day 3 : Bengkak lengan dah kurang dan tak sakit.",
"@Afrizakri Kan, bukannya perlu ultra cold storage mcm pfizer pun",
"Disclaimer: Apa yang aku ajar di sini adalah hanyalah sebagai material pengajaran untuk kaedah pengiraan efficacy rate sahaja. Angka-angka yang digunakan hanyalah contoh untuk menunjukkan cara pengiraan yang aku ambil dari beberapa sumber seperti: 
 https://t.co/buJwxmVjuv (8/n)",
@afham_nazri Ohhh golongan kayangan niii. Ahahahha. Patutnya frontliner dapat Pfizer kan. Ni kau cucuk Astra Zenaca. Kau dah kenapa xtra vaganza,
Ada someone punya parents tu antivax selain pfizer https://t.co/VF9VbAEP4Y,
@afinininini @yanyinyon Pfizer pun bagusss. Mak blm 60 ye..,
@SeanBam91 Yg bukan volunteer program semua pfizer &amp; sinovac kalau tak silap,
@akifmedes Ooo yg mula2 haritu eh? Faham2. Jenis ape weh? Pfizer?,
@hrmjdhsggh Aku dapat pfizer. Kan acah frontliner,
Kalau vaccine pfizer tu open booking memang aku booking sesiap.,
@yanrozami Yup. Sebab atuk nenek aku cucuk insulin. So doctor bagi pfizer,
HELLO?!?! salamat pfizer https://t.co/1riArFPTHf,
Ke vaksin pfizer tu untuk golongan kayangan dgn kroni je? #tanyaje https://t.co/pRp9eXWzNi,
@RahmatHanaffi Diorang dapat pfizer.,
@Eykienn Meh balik ganu. Ganu masih pfizer. Maybe sebab tak ramai ambik vaksin. Tak laku 😭,
@ImolaOggi @Alessan77616441 I testimoni di pfizer?,
Dah lah tak suka research just ambil apa mak cakap dari dr pakar. Pergi sana jauh2 lah. Entah2 mak pun tipu tak pun mak cakap lain kau cakap lain. Ehh dah tu nak beza-beza kan Pfizer dengan AZ. https://t.co/TX3lGUVMtW,
"Matter la! Aku nk pfizer only. Tak kira la, ada peluang pfizer baru aku daftar. https://t.co/phIj2QdVAs",
"IMO di situasi sekarang kita tidak dalam posisi yang leluasa buat milih. Kalo bisa milih mah, ya maunya mah J&amp;J or Pfizer. 

Tapi kan itu bayar! 
Ya kenapa enggak, vaksin lain biasanya juga gw bayar kok.

Tapi kondisinya kan gak begitu Esmeraldaaa~~ https://t.co/4HOb4VVBWh",
@qj1993 Pfizer effectiveness dia more sikit dari az tapi effect dia sama dekat immunity,
"@astridlaurenza @ferdiriva tapi kalau mau paranoid soal vaksin, ya hampir semua vaksin ada efek samping. nih MRNA (Pfizer,Moderna) lagi diselidiki CDC USA ttg keterkaitannya dgn kasus serangan jantung.",
"Ok lah ibu n ayah berkeras nak pfizer. As long as they want to be vaccinated, i am lega.",
dulu pun iols nak pfizer tapi lepas educate diri sendiri inshaaAllah rezeki AZ la kot 💉 https://t.co/sa2KeWNHRY,
Syukur sempat dapat pfizer,
@NWahidahhh Semua Dr O&amp;G x bg if AZ 🤣 pfizer sajeee,
@MayaK_23 @ETNOWlive @pfizer @msisodia @OfficeofUT @MamataOfficial Isliye madarsachapo kahan jata hai padhlo warna zindagi bhar puncture hi banate rahoge.. IT Cell walo,
Tolong bagi idea macam mana nak pujuk parents ambil AZ sebab parents aku nak Pfizer je. Puas dah cakap mana2 vaksin sama je yang penting kena cucuk dulu. https://t.co/QHyHbHapE9,
@_shahussain06 Ni sebab dorang dapat tahu pfizer effective 80% ke something dari AZ 😫,
@ETNOWlive @pfizer @msisodia Nalaik cm ka nalaik dputy cm,
"@ferdiriva @amalinafirdaus Nah gue tu pinginnya begini. Maksudnya adalah, orang2 yg udh dpt kesempatan vaksin, vaksin aja, gausa takut, gabakal disebar klo bahaya, tp orang kantor banyak yg ngejek karna merasa mrk sanggup bayar vaksin pfizer/moderna nanti :)",
"@aamiraidil lambert lagi dapat pfizer warga emas pun belum habis turn  , kena covid or take AZ choose !!!!",
"@TheFunSizeGuy @rizzatsyahmi Ibu mengandung masuk dalam Fasa Kedua vaksin Pfizer ke? Cc: @Khairykj @JKJAVMY 

Saya rasa sangat penting untuk ibu mengandung divaksinasi secepat mungkin.",
@TIRATHSRAWAT Bjp ko dikkat kya hai hum log pfizer moderna j&amp;j vaccine k liye paise dene ko taiyar hai to sarkar ko kya dikkat hai q vaccine ke company se baat nahi kr rahi Uttarakhand government humko Bjp ya cm ke jarurat nahi vaccine ke jarurat hai nahi toh bjp gayi,
"@roshafina na, tempat kau dia tak dlukan warga emas ke. Sbb aku rasa skrg ni kat perak n kedah skrg tgh giat utk warga emas n pfizer.",
Masih ada juak yang memilih vaccine? Aihh mun AZ ya open lamak dah saya register taok sik sampai bila mok tgu Pfizer jak jak,
Opah saya umur 87 pun dah ambik first dose pfizer. Tinggal second dose je. Proud of my opah 🥲,
"AstraZeneca asal England. 
Pfizer asal Jerman.

Dekat tiktok mamat Jerman hensem-hensem. Nak Pfizer aci dak? https://t.co/o51a2ZXTO9",
"Studi: Pfizer, AstraZeneca Efektif Melawan Beberapa Varian https://t.co/SLThvt78pz",
@zezaai @Achmal Pfizer pulak pasangan suami isteri yang cipta. Dari Turki dan menetap di Jerman. https://t.co/xpxEfjPWA4,
Nak ambik kat mana vaksin ni 🥺 Pfizer dah sampai belum?,
@ETNOWlive @pfizer @msisodia Shameless bikao rascal,
@im_kanhaiya7 Ganza Pfizer ki dalli mai laga hua hai .. saale ko blue walo goli chahiye,
@karthikadhaigal @SomNsk02 Yes. Pfizer and moderna single dose vaccine nalla iruku solranga. Ennoda uncle family US la pfizer thaan eduthirukanga. Ipo kids ku kuda poda porangalam. Antha alavuku effective nu solranga,
"Dia senang je depan pfizer tu letak la acah arabic sikit. Al-Pfizer, Al-astrazeneca InshaAllah ramai yg nak cucuk https://t.co/6fEgdhbEHI",
@SomNsk02 @Legacy_Daark @karthikadhaigal Bro. Nan covaxin 2 doses eduthachi. Ipo covid vantha nala more than 4 months ku apram thaan vera vaccine eduka mudiyum solranga. Apo thaan pfizer eduka mudiyum,
@ETNOWlive @pfizer @msisodia tu hai kaun? Unka dalla?,
"@NuruelH @leyazara_03 Org tua kt kampung dpt vax yg berbeza sebab pegi centre yg berbeza. Abah dapat Pfizer buat kt bentong. Mak dapat sinovac buat kt Maran. Yg penting kena vaksin dulu. Aku je lambat lagi, 30hb ni utk AZ. Anyway semoga dipermudahkan urusan semua org",
Pelik la kenapa AZ dibuka utk yg berumur 60? sepatutnya depa dah dapat tarikh utk vaksin pfizer kan?,
@aimieasri ye weiii. sebab diorang percaya yang pasal blood clotting tu. lepas tu orang kan asyik cerita pasal pfizer je. padahal sama je pun. semua vaccine berkesan. yang tak berkesan adalah vaksin yang tiada.,
@maisarahkifli Yg pfizer dgn sinovac tu mcm pjg je nk pggl,
"@VijaySolani @Ashutos79367615 @mvmeet free nahi hai Pfizer, paisa lagega. dega kya.",
"@liyanaibrahim_ Dia mcm nak bg peluang pada orang tua. Aq bersabar lagi nie. 3 hari bg peluang pada orang tua. Pas 3 hari kalau x ramai orang tua daftar, pfizer ngn sinovac pun dia kena open pada sape cepat dia dapat",
Tak sekarang niiiii kau yakin ke dapat pfizer setannnn dah tahu negara macam nii dahhh setannnn stress laaaaa layan kau nii bodohhh belajar tinggi2 pangkat tinggi pulak tu kau niii tapi tak gunaaa,
Susah betul kalau abg jenis pecaya vaksin pfizer je 😂😂ahhhh pishanggg,
"@primasandra @AdamPrabata @falla_adinda Aaaa thankyou! Jd bukan ga mgkin ada cross vaksin ya trnyata 🧐 kmrn ada jg yg reply link ttg cross AZ x Pfizer ini.

Btw klo disitu jenis vaksin 1 dan 2 tetap ditentukan pemerintah atau bebas pilih?
https://t.co/LeS5KTMMU6",
"@suhaimisamad1 Baik tapi Pfizer masih 0.3ml. AZ &amp; Sinovac je, sebarkan kat kawan-kawan ok!! Take care too aimy.",
@ETNOWlive @pfizer @msisodia Cut kitne ka hai,
@kamarul14 Vaksinasi pgram ni slow. Dgn kdaan skrg patut dia bukak je pfizer sinovac tu untuk semua. Bukan astrazeneca je bukak utk tempahan. Sy rasa kalau dia buat mcm ni. Confirm macam pisang goreng panas. Sedangkan AZ pun licin. Ni plak pfizer dgn sino. Lgpun gomen ckp ade ckup vaksin.,
@zamirmohyedin Rakyat perlu tahu vaksin mana yg terbaik..sebab masih ada yg ragu2. Ada tu siap boleh pilih nk Pfizer. Kenapa kita tak boleh pilih? Kenapa tidak boleh di ambil di mana mana klinik? Kalau lagi byk hospital swasta dan klinik berbayar mungkin akan cepat proses vaksinasi ini,
"AAP CM, Arvind Kejriwal lobbying for Pfizer? https://t.co/Yey84qiKIv",
@ferdiriva Bahas pfizer dan moderna juga dok.....,
@RynKasim hahaha i sebenarnya dah mcm risau dan mcm nyesal ke mcm mana mcm aku ni patut teruskan je ke AZ ni. haih. nak tunggu pfizer ni tah bila laaa.. dahla kes makin teruk dan bahaya. paranoid gila kan,
"@ETNOWlive @pfizer @msisodia Start with Vaccinating kejriwal kids with Pfizer

Why not lead by example!!
Baaki bachho ki jhooti kasam khane ki purani adatt hai Sadji ki!!",
"@syamean Monopoli vaksin (az, pfizer) ❎
Monopoli Sinovac ✅

So ape yg dia ckp btul...sbb Pharmaniaga dh sign exclusive deal ngan sinovac china...unless gov x nk guna sinovac.",
"@ma1fzl @sumisamsudin Hmm mak aku dpt Pfizer do mai tapi, yang cikgu2 dpt sinovac tu kat mana eh",
@RynKasim tapi macam sis pilih untuk tunggu since KJ cakap pregnant dan bf ambil pfizer takpa kan sis reen? 😂,
"@dheeande @AdamPrabata @falla_adinda MBJ, di Jerman kita ada namanya Kreuzimpfung artinya cross vaksin. Jd yg sudah vaksin 1. dg AZ, bisa dpt vaksin yg kedua antara BionTech Pfizer atau Moderna. Dan nanti dihitung nya full vaksin walau yg kedua berbeda jenis vaksinnya. Semoga membantu!",
@ETNOWlive @pfizer @msisodia Bhai kitni dalali karega pfizer ki MATLAB CIA ke funding se chal rahi hai kya aap ki sarkar,
Finally registered my parents for AZ after contemplating on waiting for their Pfizer. Better cucuk je la dulu daripada virus mutate lagi tak pasal2. At least dah dapat date daripada nak cek mysejahtera tu hari2.,
"Tadi borak dengan ma, dia gelak je bila bagitau demam lepas kena cucuk. Syukur juga ma dapat pfizer lepas cucuk katanya sihat walafiat. Cuma sengal² tangan je",
@ETNOWlive @pfizer @msisodia Kitna paisa khaya hai jo hamesha muh me Pzier he rehta hai,
"@raudhahmisbah 300 per pax? Serius lah, pfizer aku baca around 100 je . Ada orang markup harga ke",
Syukur la mil &amp; fil aku dua2 excited nak ambil vaksin. Tak termakan dgn news yg bukan2. Abah aku pun alhamdulillah settle dah 2nd dose vaksin Pfizer. 🤲❤️,
to fir pfizer ki jarurat kyo? https://t.co/0GL3pXAcNn,
@ETNOWlive @pfizer @msisodia Kitna commission mil raha vai Pfizer se Ghunghru seth ko..,
"Alhamdulillah ayah took his first dose of Pfizer✨

Tak sempat nak update tadi ngantuk gila, ni baru bangun😆",
Some of them mmg tunggu pfizer like mom's friend. Eficacy tinggi dan xde side effects menakutkan.,
"Statistically, berapa ramai ke above 60 kat selangor/penang/johor/sarawak. Dan berapa ramai dah jab for above 60 (pfizer or sinovac or astra 1st round).",
@Jal_Kukdi Utho haramkali Pfizer ki daalai karne ka time aa gaya.. https://t.co/8RqWLP0ivk,
Why doesn't Kejriwal talk to Pfizer? https://t.co/DZ3Z4Gnpsc,
@AamAadmiParty @msisodia Asli maksad to pfizer ko lana hai india mew,
@syafiqabaharim Aku mmg apply yang az. Yang kat my sejahtera tu tunggu untuk pfizer,
@rfqhrzli Tak tau la org lain tapi atuk nenek kita dapat turn utk pfizer. Tu yg tak ramai ambik AZ kot.,
@syafiqabaharim Pfizer eh. Aku az. Sbb tu cepat,
"@FrenchSuriRumah @DrAmarMOH @changlihkang Isu bukan delivery sj tetapi order. 

Skrg bagi sumber yg reliable spt 

pfizer: 25% + 25%
Az: 10% + 10%
Sputnik: under review.

Knp x reserve banyak lagi sblm ini..? Maybe + 40% (25% sebelum ini) from Pfizer cthnya..

Kalau short? Sudah order yg lain?
https://t.co/wqYtznE0pu",
"Ke sebab pfizer mahal? If ramai dah ambil AZ, later on gov tak perlu beli banyak pfizer dah???? Gitu ke?",
Kenapa AZ boleh buat opt in tapi pfizer/sinovac tak boleh? Now ramai vaccinated pun sbb daftar AZ. Kenapa yg daftar for PICK tu dapat lambat sangat? Ada masalah apa sebenarnya?,
"@PTI_News To kar le na baat pfizer se @msisodia , Vote lekar sirf Tikait ko electricity/paani dene k liye baitha h kya?",
@ETNOWlive @pfizer @msisodia Kitna paisa khaya h lavanasur pfizer se?,
Kebutuhan Vaksin Pfizer di Australia Baru Bisa Dipenuhi Akhir 2021 https://t.co/oj2FHVAEzw,
"Vaksin Astrazeneca dan Pfizer mampu melawan varian B.1.617 yang pertama kali terdeteksi di India. Dengan syarat, disuntik dua dosis. https://t.co/UA2nO0TRr3",
@SuhasZare @ETNOWlive @pfizer @msisodia Sisodia - Agar Pfizer aayegi toh humko cut milega jiskq use karke hum UP aur UTrrakhand main election jeetenge!,
@msisodia bhai Pfizer vaccine hain fairness cream nahi. Phir tu Pfizer Pfizer kyon kar raha. Covishield aur Covaxin kharid le na Kejri ko kehke https://t.co/kiDyAlG5rk,
"@Nadiahrauf @EzzatHafizuddin yep, sape dah cucuk pfizer, pregnant mother akan pass immunity tu",
Kitna paisa khaya he Kejriwal ne Pfizer se 😀 https://t.co/R4puZKTabQ,
"🧪 Vaccines used globally

Pfizer/BioNTech (contd.):
🇵🇦 PA 🇵🇪 PE 🇵🇭 PH 🇵🇱 PL 🇵🇹 PT 🇵🇸 PS 🇶🇦 QA 🇷🇴 RO 🇷🇼 RW 🇸🇦 SA 🇸🇩 SD 🇸🇬 SG 🇸🇻 SV 🇸🇲 SM 🇷🇸 RS 🇸🇰 SK 🇸🇮 SI 🇸🇪 SE 🇹🇨 TC 🇹🇳 TN 🇹🇷 TR 🇺🇦 UA 🇺🇾 UY 🇺🇸 US",
@ETNOWlive @pfizer @msisodia Ye sara ka sara opposition pfizer k lobbying k liye lag pada hai..,
@ETNOWlive @pfizer @msisodia Kitna chanda le liye inhone Pfizer se? Pfizer bhi janta hai ki agar sirf Delhi hi mil gya to kai europian country k barabar ka business mil jayega.. thoda AAP ko khila denge to kya jayega..,
@PTI_News Ab aaya smjh Mai Sara khel.....Pfizer.....ki bat thi Sari ki Sari...,
"@ETNOWlive @pfizer @msisodia Q bhai, ?? Covaxin q nahi ??",
@ETNOWlive @pfizer @msisodia Hmm Wah Juthiye . COVAXIN KE TRIALS JE KHILAF PIL DAALO TAKE PFIZER KO ORDER DEKE COMMISSION LO. KITNI VIAGRA DI PFIZER NE TUMKO JUTHIYE.,
@wanathirahhh Ooo macam tu pulak ya. Ok thank you. Maybe lepas further assesment ada sebab la dr. batalkan vaccine dia. Maybe kena ambil jenama lain la tu. Sebab kampung saya memng so far tengok dekat card sedara2 semua Pfizer,
"@jimiecheng @maliqueredzuan I totally agree! I registered for my dad in MySejahtera for Pfizer tapi tak dapat2 lagi. So today I registered him for AZ tapi masuk waiting list coz apparently slots dah penuh. Sebab tak tau bila boleh dapat vax, terpaksa kiasu register semua.",
@maliqueredzuan Mcm dh redundant yg register pfizer and AZ. Sepatutnya AZ tu bg kat senior citizen je dulu,
"@aswaliaaa Hi, just wanna share. My friend ada allergic dengan seafood jugak. She was scheduled to receive AZ tapi disebabkan dia ada allergic, doctor tukar suruh ambik Pfizer. &amp; alhamdulillah nothing bad happened. Depends on orang jugak kot",
@ETNOWlive @pfizer @msisodia Ye Atapi Vatapi Delhi ka beda gark karke hi maanenge,
"@CafiqSahari Pfizer ke? Atang goh,kasor wayar dr.sam.",
"@iripann Pfizer mmg akan lambat
Should be pfizer, AZ, sinovac, then pfizer balik
Az mmg plan utk warga emas sbb ade report side effect blood clot utk golongan muda",
"@ETNOWlive @pfizer @msisodia Phizer kyu Chahiye sputnik kharid lo
Advertisement mar karo",
@ETNOWlive @pfizer @msisodia @ArvindKejriwal kitna 💵 uthaya re pf!zer se 😂,
"@Edwinwkf @tlyadeen Vaksin Pfizer sudah boleh simpan di peti sejuk biasa 30hari.¹

Boleh htr guna cold packaging (dry ice).

1l/ https://t.co/VJY5Jlz8m5 https://t.co/pPhQx1hHXn",
@mfaridnurdin Sebab tu our PICK nampak huru hara. Bekalan for Pfizer pun tak cukup dah lah tu. Yang banyak AZ dgn sinovac which people tak nak,
@shertwinkle tak silap akuuuuu pfizer je boleh jap cari,
"@MaryamxJamilah Tapikan maryam, memang aku read somewhere pfizer je yang confirm sesuai untuk bf mom. Bila tah retweet haritu. Susah nak scroll balik haha",
"@Fahmibinhassan @yyungnna @KiruaHoho Dr,  kawan mak saya allergic udang (teruk) dia dapat schedule ambik Pfizer jumaat lepas, lepas berbincang, dr. dekat Pusat Vaksinasi batalkn vaccine dia. Memang tak sesuai ya,  orang allergic udang dengan Pfizer?",
"▶️ 4.Bagi kesan sampingan serius dari vaksin seperti Pfizer dan Sinovac, tidak ada hubungan yang jelas dapat disimpulkan dan kadar kejadian juga teramat-amat kecil berbanding jumlah vaksin yang diberikan. Walaupun begitu, setiap kejadian dilaporkan dan disiasat untuk kepastian.",
"@MSR_Pahadi @Ashutos79367615 @mvmeet Vahi bat fufa ki Pfizer ne donate kia hota Bengal election me toh isko bhi license mil jata
Vese ab ek netaji jaa rhe h  foreign or uske bad Pfizer ko license mil jaega
Us meeting me Kya hoga sbko pta h",
"@MSR_Pahadi @Ashutos79367615 @mvmeet Bhakt se expect bhi nhi KR Skte jb points khtm ho jae bat krne ko toh manners bhul kr bat krna chalu krdete h
Pfizer toh joe Biden ke fufa ki bhi nhi h
Or India USA se bda h FDA toh ainnvayi h USA ka 
Sbse Jada trial USA me pass krne pdte h drugs ke lie",
"@suhaileahmad aku dah daftar kan terus. aku tak peduli. cuma risau gak last minit dia uturn. dia nak vaccine, tapi kalau boleh nak pfizer tu. macam la kita ada banyak pilihan nak memilih kan. yang ada ni pun ciput je ha. haih",
@akmala2121 aikk ape nama kilang vaksin kt thailand? yg aku tau nk tggu reagent dr pfizer utk molecular test pn import dr europe.,
Jelesnya kawan-kawan dapat pfizer,
"@ferdiriva Saya maunya pfizer gmn dong? Ga mau vaksin yang mafianya banyak. Ga mau vaksin yang didukung oleh buzzerrp. Maunya yg dipakai mantap oleh negara sekitar. Kenapa negara tak bisa menyediakan?? Jangan bilang ga ada duit, audit aja dl apbn d bidang kesehatan sama bansos.",
