Tweet,Nilai,,,,,
@LavinJoaquin a mi hijo le toca vacunarse con la Segunda dosis de Sinovac el Sabado 17 de Abril.  Atienden en Juan Pablo II los Sabados?,,,,,,
@patriciosainzr Que habla weås ese henry boys.... Wn desagradable... Prefiero andar pilseado total se me quita con 2 paracetamol.... A ese gil ni con la sinovac se le quita la pesadez......,,,,,,
"@Pattmobile @aetchebarne La vacuna Sinovac tiene efectividad de hasta 62% y 100% para evitar la muerte. Y el millón que llegan es Pfizer, no Oxford. https://t.co/kblrGeqZEF",,,,,,
"@peperina79 A mi papá lo vacunaron ayer, le pusieron la vacuna de Sinovac y hasta ahora todo bien. A mi suegra (medica y 3ra edad) la vacunaron al principio de todo (ya un mes o más no sé) con Aztra Zenca y todo bien también ningún síntoma o malestar",,,,,,
Messi envió casacas a China por vacunas donadas a Conmebol: Lionel Messi regaló tres camisetas del Barcelona autografiadas a directivos de la farmacéutica china que donó 50.000 dosis de la vacuna Sinovac a la Conmebol. https://t.co/goWjYhFPIL,,,,,,
@CuarentenaVip Hola te cuento mi caso. 1a dosis Sinovac 08/03 me sentí decaída 48 hs. 2a dosis 05/04 estuve más o menos 6 días con ese estado. Ahora mejorando por suerte,,,,,,
"Es o se hace #andujar @otrocanelones como va a pedir que nos den #astrazeneca ahora, cuando hace 1 mes estamos esperando por #sinovac??? Yo los voté quiero respuestas,Un #bocón importante.",,,,,,
"My parents are finally vaccinated, thank god. I'm just a bit worried with my Dad's Sinovac cos he's the one who's always out and about. Not that worried about the 50% efficacy but I have no clue how well it prevents fatalities and severe cases.",,,,,,
"#Deportes
Los primeros en ser vacunados serán los futbolistas de los planteles principales de los clubes que compiten en la máxima división de los diferentes países. El beneficio también llegará a las jugadoras.

Ver aquí: https://t.co/QRQ7XUPaOh",,,,,,
"@wokyleeks @robbysoave @NateSilver538 @ggreenwald But that's Sinovac. Around 50% effective. Maybe.

J&amp;J and AZ are both a lot better than that,
and been subjected to trustworthy clinical trials.",,,,,,
https://t.co/Flznrp5rYt,,,,,,
"Experto del IMII e inmunidad de rebaño al 30 de junio: ""Eso es imposible"" → https://t.co/U9X1h67DNy https://t.co/B2WDLl1lxn",,,,,,
Que gran alegría haber podido llevar a mi madre a que le pusieran la SINOVAC ahí en la escuela donde construyeron la cabina de vacunación. 😊,,,,,,
"Hoy me puse la segunda dosis de la vacuna #Sinovac, todo bien, ningún problema hasta el momento. Hasta di una charla para familias en @BRAVEUP_oficial",,,,,,
"@RicardoAronski1 @lilygabet PEOR LA DE TAIWAN, ES COPIA DE LA CHINA SINOVAC",,,,,,
@XHNews I would rather take that than the sinovac junk.,,,,,,
#polemicaenelbar Son Sinovac las 50.000 dosis,,,,,,
@diegosantilli La ciudad que ya tiene peor promedio que Brasil? La que perforó la cuarentena? La de los que hubieran comprado Sinovac? La de los hijos con certificados truchos volviendo del exterior? Esa?,,,,,,
"@3lpresident3 @ilda_talk Shame for this anti-government individual,nauna pa pala magpabakuna,at sinovac pa..lumubog ka sana sa kinauupuan mo ngayon @ogiediaz ...",,,,,,
"@jvejercito Maybe, when they bring vaccines other than Sinovac.",,,,,,
"Lamentable es el ataque permanente a la campaña de vacunación. Medios y sectores políticos ""confundieron"" la #Sinovac, que tiene Chile y Uruguay con estudios de eficacia del 3%, con la #Sinopharm que aplica Argentina, con eficacia arriba del 50% con la 1ra dosis. https://t.co/jzmIfDeo8K",,,,,,
"Chile is a puzzle given their vax rates. They're using mainly Sinovac, which is known to offer lower protection.... but even so, you'd expect better results.",,,,,,
@ahs0ka_tan0_ @amacasqui Y esa qué nos hará? Aumentará la cobertura de internet o podremos conectar más dispositivos? Es compatible con la sinovac o solo es para pfizer?,,,,,,
"IMAGINE KUNG WALA YUN SINOVAC VACCINES..EH DI UP NOW KOKONTI PA.LANG ANG NABAKUNAHAN .KUNG PINAIRAL ANG ""AYAW SA CHINA"" MENTALITY NG DILAWANS.. NGANGA PA TAYO UNTIL NOW! ASAN NA ANG MGA INGRATA NA NAUNA PA SA PILA NG BAKUNA??!!! https://t.co/TpP0Px5yiE",,,,,,
"Hoy finalizaron las jornadas de vacunación contra el Covid 19 con la segunda dosis de Sinovac.
Se inocularon funcionarios y adolescentes mayores de 18 años que habían recibido la primera dosis en marzo.
¡Gracias por sumarse al compromiso por la salud de todos!
#InisaSeVacuna https://t.co/0669eujuMw",,,,,,
"+ e seguida da vacina da Pfizer/BioNTech, abrangendo 85 países. Logo após, as vacinas Moderna, abrangendo 36 países, Sinopharm e Sputnik V, abrangendo 27 e 24 países respectivamente, Sinovac, até agora abrangendo 19 países, e as vacinas Johnson&amp;Johnson e Covaxin, +
(5/8)",,,,,,
Sinovac tampoco tiene fase 3 publicada y no los vimos quejarse cuando ovacionaban a chile poner 4 millones en una semana...,,,,,,
"👏 EL GRAN GESTO DE MESSI

Luego de que @CONMEBOL anunciara el convenio con la empresa Sinovac para la donación de 50000 dosis de vacunas para los jugadores, el 10 realizó una enorme acción. Todos los detalles en esta nota 👇

✍️ @aldauc_cristian 
https://t.co/TCiov4PfrA",,,,,,
@ClaretBlueLover Bir şey diyecem sinovac aşısı sence ne kadar güvenli aşının koruyucu semptomu nasıl,,,,,,
"Quizá la mayor diferencia entre Occidente y Oriente es aquello que no se ve.
Occidente le gusta el show mediático que todo sea con bombos, platillos, en full HD y alfombra roja.
Oriente es distinto, que cuando ya sale a la luz es que ya se hizo.

Rusia
Sinovac
Putin https://t.co/3NHXulrABH",,,,,,
@catarsis_22 @FabBallarini Si es una pena por que yo tengo acceso a leerlos en redes y entender la diferencia entre Sinovac y Sinopharm en cambio un abuelo de 70 años que solo mira Telenoche/Canal13 o cualquier programa de periodismo escucha solo a ignorantes manipuladores.,,,,,,
A dos meses de la “desaparición” de 40 vacunas SINOVAC aún no hay novedades https://t.co/aB1PDvfcl8 a través de @musicanoticiacl,,,,,,
"El argentino Leo Messi regaló tres camisetas firmadas del Barcelona con su nombre y dorsal a la empresa farmacéutica china Sinovac Biotech, como agradecimiento por el envío de 50.000 dosis de su vacuna a la Conmebol para que sean utilizadas en las competiciones sudamericanas. https://t.co/MElHmhQQ6K",,,,,,
@SecretariaSumi Sería bueno saber si en los ingresos hay vacunados con Pfizer o sinovac! Graciassss,,,,,,
Nabakunahan na si Ogie Diaz ng SINOVAC kaya bestfriend na ng @ABSCBN ang China 🙃 https://t.co/eKABCxcCjo,,,,,,
@Dr_Julio_Medina Sería bueno saber si los ingresados están vacunados con alguna dosis Pfizer o sinovac!,,,,,,
"Vacunas según su país de origen.

🇷🇺 Sputnik
🇨🇳Sinopharm / Sinovac
🇬🇧 Astra Zéneca
🇺🇸 Pfizer
🇦🇷 Cierren todo",,,,,,
"@Marquitosf10 @CuarentenaVip Yo me di las 2 dosis de Sinovac, en mi caso, cero síntoma, absolutamente nada",,,,,,
"@Fruizgomez @alexcrist1988 @AlvarezMorenoC Ministro, la vacuna Sinovac de origen chino, producida en Chile solo tiene el 3% de efectividad, mientras que la Sinopharm también de origen chino tiene el 79 % de efectividad y seguridad. Según científicos. Debieron traer esta última para vacunar a la población  mayor.",,,,,,
"#Mundo Dona vacunas para jugadores de la Conmebol y la Copa América: Sinovac 
➡ https://t.co/JO6f1LKjbG https://t.co/cjI0HHJzYu",,,,,,
"Takot silang masayang ang Sinovac nila Hindi pinagisipan Basta malaki ang commission at mapagbigyan na naman si Bff china . What a waste of taxpayers 's money... Baka nga utang uli yan sa china. Lahat na decisions nila are erroneous, endangering the people and the country https://t.co/HjzJ9OGnWC",,,,,,
"@kerosut Los estudios dicen que varia entre 14 a 28 dias en los chilenos, asi que mejor asegurarse con 28 dias si te administraste sinovac",,,,,,
@SridianaEva Sama nih dok..sdh 2 kali di vaksin sinovac..cuma klrga yg blom.,,,,,,
"@juancampanella Te acordás Campanella cuando me respondiste a mi mensaje de ""no hay que ver películas de Campanella por al menos 2 años"". Es por cosas así. Además sos bruto porque la sinovac no se aplica en el país.",,,,,,
me coloqué la segunda dosis de Sinovac hoy y que onda que a los 45 minutos me empecé a sentir pésimaa,,,,,,
@Jkerouac2018 @Rconstantino https://t.co/F1iBbMdF4G,,,,,,
"@david_acho @canalN_ Falso 👎
Las vacunas de Sinovac a Conmebol fueron donadas.",,,,,,
@PlenoNews OMS comprada por lobbystas chineses do placebo da Sinovac que não produz anticorpos suficientes para combater o vírus chinês. 🤮🤮🤮,,,,,,
"@mauriciomacri @vivicanosaok @todonoticias hablaron a favor de #Uruguay y ahora es el país con mayor contagio por habitante.

Si faltaba algo @LuisLacallePou consiguió vacunas @Sinovac para la @CONMEBOL !!
Vergonzoso !!!

#UruguayCaceroleaPorLaVida 
#UruguayCacerolea",,,,,,
"@jdoriajr Não teme, então porque não abriu o contrato com a Sinovac?! O MP quem precisa pedir?! E por falar em vacina, e a corona heim?! Baixa eficácia?! Que papelão!!!!🤦🏼‍♀️",,,,,,
"Are China’s Covid Vaccines Less Effective? Experts Size Up Sinovac - ⁦@business⁩

▪️China CDC chief fueled concern by noting their lower efficacy

▪️Experts decode Sinovac’s varying rates, how to improve them https://t.co/cYtWUtKtbH",,,,,,
@AlessandroLoio2 @Rconstantino https://t.co/F1iBbMdF4G,,,,,,
"Che ¿no sobran unas sinovac del 3% primer dosis por ahí pa traer al país? 100% contra muerte, me la puse ayer.",,,,,,
@Rconstantino https://t.co/F1iBbMdF4G,,,,,,
"@claupreyes @MicaelaDeJ Mientras mica defiende a Uruguay, lacalle pou se cagá en la gente pero le da vacunas SINOVAC a los futbolistas. Más sorete no se consigue.",,,,,,
@sjavalo @jgadano Sinovac tiene 100% efectividad contra casos graves y. Muertes y 63% de efect. Pará no contraer el virus en ninguna circunstancia.  Si el mundo no la quiso es cosa del mundo. Aquí en Chile estamos muy contentos de tenerla.  Toda la población mayor de 49 está vacunada y mañana 48..,,,,,,
@tisgustavo Yo escuché(no lo ví en ningún lado) que Sinovac tampoco😳,,,,,,
"@Yuhasz2010 @todonoticias Tu opinión no es humilde, es imbécil. Igual, vos tranqui, date la Sinovac que compró Piñera, esa sí que es buena y, seguro, baratita...ojo, es mi humilde opinión.",,,,,,
@CuarentenaVip Sinovac: Primera dosis el 13./04/21..hasta ahora nada....los nervios de ir y nada más.....,,,,,,
@alnigge Resultados espectaculares que ademas de las medidas restrictivas se deben a que usaron 100% de Pfizer con alta eficacia. No creo que esos resultados se den aca con 80% de vacunados con sinovac.,,,,,,
"@ViseraChelo @INDEPENDIENTEgc La donación es de Sinovac, está en la nota y el anuncio de Conmebol. Esa vacuna no se aplica en Argentina sino que es la que aplica Chile por ejemplo",,,,,,
"@jvejercito A lot of people i know do not want to get vaccinated because it’s sinovac. And that’s the only reason. If we had better vaccines, it would be easier to encourage people to have one.",,,,,,
"@CuarentenaVip @foxsimil Me dí las dos dosis de Sinovac. Con la primera, el mismo día, sueño. Con la segunda , días posteriores un poco de cansancio, y alguna náusea, leve.",,,,,,
"@endemianado Ayer me pasó en diálisis con una compañera (tenemos insuficiencia renal). Me dijo: ""¿Viste que la vacuna que nos dieron solo tiene una efectividad del 3%?"". Le tuve que explicar las diferencias entre Sinovac y Sinopharm.",,,,,,
@Literario26 Leí un articulo indicando q las pruebas de eficacia a las q se someten las vacunas actualmente son muy diferentes a las pruebas a las q se las sometian antes. Por ende los resultados difieren ya q la pfeizer fue testeada con las cepas antiguas y la SINOVAC con las actuales,,,,,,
@yunastedd @SridianaEva Jadi bisa disimpulkan orang2 yg meskipun udah divaksin Sinovac dilarang melakukan perjalanan ke negara2 tertentu...? 🤔,,,,,,
@danielm77694813 Bueno Daniel! Vos querés la Astrozeneca en abril o la Sinovac en mayo? 🧐 Decidite q hablo con Luis y te gestiono🤣🤣,,,,,,
"Yo me vacuno con #Sinovac, o #Pfizer, esa NO LA QUIERO.",,,,,,
"Se quejan porque les ponen Sinovac en lugar de analizar que China, es el único país del mundo que no presentó nunca más contagios ni muertes gracias a esta vacuna precisamente 🙄",,,,,,
@Idu_dani ko bre kuka sinovac jel vidis da se borimo svi za pravdu,,,,,,
@amdedektoru öyle bişey varsa sinovac aşısı vurulalım 12-13 cm olur iş görür,,,,,,
"@JH_Campbell @mattpoole2011 @jonworth The AZ vaccine is around 80%-85% effective whereas Sinovac is around 51%. The latter is clearly less effective yuan the former, also the majority of vaccines given to the top 4 tiers of the UK’s priority group are Pfizer vaccines because we approved those first.",,,,,,
"Ayaw ko sa sinovac.  No one in the government can change my perception.

Pero...if it is good enough for Don Jaime Zobel de Ayala.

Napaisip me, baka hindi sya ganon kasama.

Doctor na kilala ko sabi baka he is avoiding embolic probs daw ng  AZ.

Hmmmm.",,,,,,
"@SenadoFederal @jdoriajr governador de SP afirma que em junho de 2019 assina acordo com a farmacêutica sinovac na produção da VACINA contra covid19. 
2020 sabendo do da pandemia realiza o maior carnaval de rua do Brasil em SP. 
🤧🔎💸 https://t.co/aQjKL8nF2Q",,,,,,
"@Francis99210229 @VMOSN Fue la China, Sinovac.",,,,,,
sinovac aşısı yan etki olarak peniste 7-8 cm büyüme yapıyor olabilir mi,,,,,,
@MedicalReads Ben dün Sinovac aşısı oldum . Olduktan 1 saat sonra yan etkileri kendini göstermeye başladı. Bugün resmen ölüyorum dedim o kadar ki kotuydum . Çok şükür şimdi iyiyim .her bunye aynı reaksiyonu göstermiyormuş.,,,,,,
"Aşı konusunda karar verememek..
Sinovac mı,Biontech mi?",,,,,,
"@Manolao Con Sinovac, en Chile, dijeron que les daba tres por ciento.",,,,,,
"@calderadiablo @INDEPENDIENTEgc Y no con sinovac, con otra q es mucho peor",,,,,,
@agdws @CONMEBOL Sinovac??? Caraduras!!!,,,,,,
"🔵INFORMACIÓN IMPORTANTE SOBRE DOSIS SINOVAC Y PFIZER🔵

🔹Es importante recordar que los stocks diarios disponibles dependen de la cantidad entregada por el Ministerio de Salud. https://t.co/76IzN3N45I",,,,,,
"@cingolani_oscar Buenas tardes de acá Uy Dr.
Una pregunta la segunda dosis, se tiene que cambiar de brazo o puede ser en el mismo? Me toca mañana y la vacuna es la Sinovac. Saludos y gracias.",,,,,,
"Porque el Municipio de Guayaquil está vacunando sólo con la sinovac que es la vacuna china? Dónde están las pfizer??? 
El sábado les toca vacunar a mis suegros y no les pienso poner esa vacuna que sólo tiene el 54% de efectividad! @alcaldiagye @CynthiaViteri6",,,,,,
"@brm59 Esta vez no es ironía Bea🙈. Mirá 
https://t.co/ZSwruloiwJ",,,,,,
"@DrRomainBrunel Romain, se han registrado casos de muertes por covid de personas a las que se les ha suministrado solo la primera dosis de la vacuna Sinovac?",,,,,,
"@Alexx61143124 @wirojlak Sinovac เป็นเชื้อตายครับ ส่วนอีกสองตัวเป็น vector
เชื้อตายไม่ได้ผลกับการกลายพัน ส่วน vector ทำให้เกิดลิ่มเลือดคับ",,,,,,
"@marcustung Our government didn't accept your Sinovac's vaccine a long time ago.
But they did accept Sinopharm's vaccine because it has higher effectiveness. Kindly read your own news at first.",,,,,,
"Lionel Messi a conclu un accord pour obtenir 50.000 vaccins de la société pharmaceutique chinoise Sinovac.

Ces-derniers sont destinés aux joueurs d'Amérique du Sud pour pouvoir disputer la COPA cet été.

Ce vaccin doit néanmoins être approuvé par les gourvernements.

(@guardian) https://t.co/z8DCwxbcIF",,,,,,
¡La 4T sigue en plan grande! el jueves llegarán a México casi un millón de vacunas de Pfizer y Sinovac https://t.co/zx8BDKFQJt vía @revolucion3_0,,,,,,
"@Limishito @aetchebarne Lmentablemente las estadisticas chilenas indican lo contrario
La vacuna china SINOVAC es altamente ineficaz siendo la de peor eficacia de todas las disponibles
Por suerte para Uruguay estan llegando casi 1 mill de Oxford. cuya primera dosis es más eficaz que las dos de la china.",,,,,,
"¡La vacuna china Sinovac es efectiva hasta 100% en casos graves! Esa es la verdad, pero no ha recibido la misma divulgación que la sesgada noticia de que solo lo hacía en un 60%. Quienes actuamos en las redes sociales debemos aprender a reconocer estos intentos de desinformación. https://t.co/EpQxSHjmpz",,,,,,
"@cronica Si le pasan el negocio a las farmacias hasta la sinovac en vez de 3% de efectividad , te van a vender el humo q ahora tiene el 90 % de efectividad.",,,,,,
"@JH_Campbell @mattpoole2011 @jonworth The effectiveness of the Sinovac vaccine is disputed. Look at Israel, not Chile. 
https://t.co/EoGdtDNSFl",,,,,,
"@mattpoole2011 @Viral_____ @jonworth Sinovac is ~ 50%.

Our main vaccine has 10% (!!!)  for an emerging vaccine-resistant strain... 

Now lift lockdown and watch what happens. That strain has been found in London already.",,,,,,
"#Santiago: Para mañana jueves 15 de abril, la vacunación es para personas de 48 años y 2das dosis. En todos los puntos habrá de ambas vacunas; Pfizer y Sinovac. Recordar que el día viernes es para rezagados. https://t.co/UX7h7f0pw5",,,,,,
"@Don_Epel @infobae Pero SOS joda la sinovac lo demostró chile que no sirve para nada , tiene vacunado medio país y lo tiene en cuarentena estricta del colapso que tiene 

Insisto que difícil vivir con de resentimiento",,,,,,
"According to the Institute of Butantan research on Sinovac, the Cov-19 Vaccines in China are effective and vaccination strategies can be optimized. https://t.co/bO0Cyj4SpS",,,,,,
"@infobae @Susanaotta La mejor vacuna es la #Sinovac: es completamente segura, no produce ningún efecto negativo, tiene una efectividad del 56% para evitar contagios pero tiene una efectividad de más del 90% para evitar muertes y hospitalizaciones, y además es efectiva contra la variante brasilera.",,,,,,
"@Jacinto15569089 @infobae No. La mejor vacuna es la #Sinovac: es completamente segura, no produce ningún efecto negativo, tiene una efectividad del 56% para evitar contagios pero tiene una efectividad de más del 90% para evitar muertes y hospitalizaciones, y además es efectiva contra la variante brasilera",,,,,,
Prof. Dr. Mehmet Ceyhan açıkladı: Sinovac o listede neden yok? https://t.co/r5xdgAmooF,,,,,,
"@Avedel96 @fvallejoss No digas burradas, en Uruguay se aplican la Sinovac casi un placebo, acá la Sinopharm con 80% de efectividad. 😘🖐🦍",,,,,,
"Viene la AstraZeneca?
Viene la Sinovac? https://t.co/nDT7OjJk9r",,,,,,
"@Don_Epel @labetudelapipol @infobae Jajajaja de la sinovac que no sirve para un carajo ,que boludos son los macristas",,,,,,
"@Ricardo96813885 @Pepi1985 @JMLongombardo @C5N Eso tb es falso.  En latinoamérica esta en el 10mo lugar después de Brasil, Colombia, Paraguay, México y varios otros.   Y la sinovac tiene 100% efectividad para casos graves y 63% de efect. De no contraer la enfermedad.  En Chile se está bastante contento con esa vacuna.",,,,,,
"@OuroDiTolo 170 milhões. 100 da Sinovac e 70 da Pfizer. Era 1/3 da população imunizada no primeiro semestre. 

Bolsonaro. Genocida.",,,,,,
"@Diegol6662 @jmanalich El beneficio principal de Sinovac es evitar una enfermedad grave y se está apreciando. En Chile, ya está inmunizada una cuarta parte de la población.
Con el tiempo se reconocerá que fue una buena decisión comprar esta vacuna en un mercado restrictivo;
se ganó en oportunidad.",,,,,,
"@Gatosylvestre Pero es la de SINOVAC, 3% de inmunidad y recién entre el 50 y 60% después de la 2da. dosis..., además si van a encerrarnos al menos el deporte masivo y popular...",,,,,,
"@deanfortun168 @ABSCBNNews Hahahaha... hypocrisy at its best 😂 Ayaw daw sa China! ayaw sa chinese vaccines pero nagpa vaccine ng SINOVAC, ayaw ng Chinese pero yong mga gamit Galing China, ayaw sa China pero nakipag deal para maisaad and balita nila sa tsino 😂 😂 😂",,,,,,
@j_tc27 Pero tax payer pa rin ang mga anti-sinovac 🤗,,,,,,
"@SridianaEva Kanan sinovac ikut program pemerintah
Kiri vaksin who ikut haji n umrah",,,,,,
"@CuarentenaVip La Sinovac me tuvo mal una semana. Dolor de cabeza, mareos , náuseas y cansancio.",,,,,,
@marcustung Did you read the news? They talked about Sinovac's vaccine. And you're talking about Sinopharm's vaccine which has 83% effectiveness. Your leading scientist said Sinovac's vaccine has only 50%.,,,,,,
They're even the first in line for SINOVAC after vilifying it to no end. https://t.co/PG9x3XDRk2,,,,,,
"Hasta este 13 de Abril, se han aplicado en Cartagena: 

40.395 vacunas de Sinovac. 
21.721 vacunas de Pfizer 
4.199 vacunas de Astrazeneca

💉 Para un total de 66.315 vacunas aplicadas https://t.co/o35m4MSb5W",,,,,,
"@df_nacho Sólo resequedad de boca, pero fue porque no tomé suficiente agua. El martes me toca la segunda dosis (Sinovac), y a mi papá el martes le tocó la primera dosis de Pfizer y se ha sentido agripado.",,,,,,
"@SEBASTIANBARRE2 @Fruizgomez @Vicmunro Amigo yo me conformaría con la sinovac .mi abuelita solo tuvo una dosis,   llama y dicen que para segunda dosis no hay  😔 en otro lugar le dijieron ASTRAZENECA COMO SEGUNDA DOSIS.",,,,,,
"Minsal entrega “tranquilidad” y pone foco en “100% de protección para casos graves”: “Seguimos confiando en Sinovac”
https://t.co/GoCyU4V2Jm https://t.co/S4lhD8tSNW",,,,,,
"@WilsonMillos @Cisegurag Son diferentes, a las personas mayores de 70 le aplican sinovac y a los profesionales de la salud la de pfizer",,,,,,
"@MariaLuisaCMBR Atahualpa Yupanqui en versión VIP- Ecuador:

""Las penas son de nosotros, 
LAS VACUNAS son ajenas""

#EcuadorSeVacuna #VacunadosVip #Ecuador #Pocho #Sinovac #Pfizer https://t.co/3cOp0a1Sdl",,,,,,
@danielm77694813 No sr https://t.co/ZSwruloiwJ,,,,,,
CON MI SRA TENEMOS LAS DOS DE SINOVAC. TODO OK https://t.co/YjfpUEjpIl,,,,,,
"@risw_okob LOL cukup setuju sama statement thread yg dibikin, emang aneh kenapa fase praklinik dilakukan di LN terus banyak yg ngerasa efek samping jadinya BPOM nolak buat lanjut ke fase klinik 2, tapi tetep aja minta dilolosin. Sinovac yg +-60% efektif aja banyak yg gamau, apalagi ini 🙂🔫",,,,,,
@josetrevia_ San Sinovac ❤️,,,,,,
"¡La 4T sigue en plan grande! el jueves llegarán a México casi un millón de vacunas de Pfizer y Sinovac   
https://t.co/hQkL5Bf8Vt",,,,,,
"@fpadillacatalan @abrahamendieta Además de q Israel pagó casi el triple d su precio comercial para garantizar ser los primeros en adquirirla. Chile comenzó la vacunacion con SINOVAC antes de que se obtuvieran los permisos de la FDA y la EMA, si AMLO hubiera hecho esto, ya estarías aquí diciendo AZINOANLO!.",,,,,,
"@iamkarendavila @gingreyes I believe in Ging Reyes’ anti-discrimination stance. But Karen, sa inaraw-araw niyong ginawang issue sa gobyerno any of its dealings with China (proj, sinovac, etc), nagmukha kayong Xenophobic pa nga, ni hindi niyo sinaway si Jover (nilike mo pa nga). Ang nagiging dating,",,,,,,
"@subaugusto @LizbonaCohen ¿O sea que la culpa de que se trajera Sinovac también es de otros?
Fantástico.",,,,,,
@MuniNunoa esta abierto #estadionacional para vacunacion 2º dosis Sinovac??,,,,,,
@SoleAmandert Henry Cohen científico destacado y asesor del Gobierno.Dijo ayer en un noticiero que hay que vacunarse .Que en mayo empezará a verse en Uruguay el efecto de la vacunación.Q hay vacunas para todos y sobran.Que la Sinovac es muy buena y que 100 % efectiva para no agravarse y morir. https://t.co/sbUSE8qP7B,,,,,,
"BPOM sudah mempertanyakan uji klinisnya yg belum sesuai dengan kaidah penelitian. 
Ee.... Orang awam penelitian kesehatan kaya anggota DPR dengan lugunya mendukung vaksin Nusantara. Padahal mereka telah divaksin Sinovac. Apa bisa diukur tingkat efektivitasnya??",Tidak Percaya,,,,,
Mi madre este día ha recibido la primera dosis de la vacuna sinovac contra la #covid19.,,,,,,
@CuarentenaVip Fiebre de 39. Dolor muscular. Náuseas. Dolor estomacal. Horrible. 1⁰ dosis Sinovac.,,,,,,
"Because i'm happy ... es para poner la música de #pharrellwilliams 
Al fin me llegó la primera dosis #sinovac 
Gracias al personal del vacunatorio del @aerodecarrasco 💪💪💪
#covid_19 https://t.co/wTLi7atanX",,,,,,
@geloraco Mereka yg ga mau divaksin Nusantara kasih Sinovac aja.. biar rakyat yang pakai Vaksin Nusantara .. kita rakyat lebih percaya product Indonesia.. Bisa Produksi sendiri buat apa Import lagi... ??? Lucu yaaa 😄😄😄,,,,,,
"@ipassada @ladiaria Vamos a hacer un pequeño recuento de memoria. Vacunas compradas o comprometidas por Uruguay. 
2:000.000 Pfizer 
1:750.000 Sinovac 
1:500.000 por sistema COVAX
1.550.000 Sinovac vienen en Mayo.
1:000.000 Pfizer compradas el lunes
Total 7:800.000 vacunas conseguidas por Uruguay.",,,,,,
@chiquillacabra Tranquila! Yo me puse ayer mi segunda dosis de sinovac y ni un problema. Sólo algo de dolor en la zona del pinchazo (muy normal) y un poco de sueño. Hoy día tiqui taca!,,,,,,
"Pezzi marcó las diferencias entre Sinopharm y Sinovac y apuntó contra quienes ""se dedicaron a desinformar""
https://t.co/lhdLIDKFTI",,,,,,
"@RonnySuarez_ Ronny, algún caso registrado de muertes de personas con una sola dosis de vacuna de Sinovac?",,,,,,
Ya se recibieron las 7.300 de SINOVAC anunciadas por la gobernación? https://t.co/idkwn5BuW9,,,,,,
"16.471 nuevas vacunas de Pfizer y Sinovac llegaron a La Guajira
https://t.co/NayGxPtuAZ https://t.co/GsvmE1oeGO",,,,,,
"Segunda dosis de Sinovac, misión cumplida 💉💪🏼.
Excelente la atención en el Antel Arena. El personal de salud, amable y profesional al máximo
Y una duda: los mosquitos que están afuera ¿te aplican la ""prevacuna""?🤔 https://t.co/B3uO1Jh4zY",,,,,,
"Como en gran parte del país, se agotaron las segundas dosis de Sinovac en Riohacha

https://t.co/bmX3EAO3lp

@AlcaldiaRcha @joseramirobc @MinSaludCol",,,,,,
@amgarsco @wadodecorrido @alferdez @carlavizzotti Chile vacuno la mitad con dos dosis (y son 7000000 de habitantes )no como aquí que somos 40..y el resto lo s tenés ocupando camas ya que una dosis de Sinovac (Que es la vacuna china aplicada)tiene efectividad del 3%,,,,,,
"La farmacéutica china dará 50 mil dosis para vacunación masiva de futbolistas sudamericanos. #ActualidadCaribe
https://t.co/cp0hCJGOYP",,,,,,
"@pau_pu12 @lase_niora si un club las rechaza seguramente se quede sin competir en las copas y las vacunas simplemente se las quede la empresa qu las cede a cambio de publicidad. Además, son las sinovac, que parecen ser las de peor resultado",,,,,,
"@memorex @NatpuntoG @alferdez Encerrado durante meses? Si desde Agosto se aumentó la circulación e incluso en octubre ya iba al gym... dejen de maximizar las cosas. Vacunas , hay escasez mundial! Sino fíjate cómo Uruguay y Chile tuvieron q caer en SINOVAC la China q tiene menor eficacia",,,,,,
"San Andrés de Tumaco, abril 14 de 2021

A LA ESPERA DE NUEVAS DOSIS DE SINOVAC

La Dra Carolina Farinango Hernández gerente de la institución informa que en este momento  tenemos cero (0) biológicos de la vacuna contra COVID-19, estamos a la espera de la llegada muy seguramente.. https://t.co/bxLJ5lYSRD",,,,,,
"@MareMar45175144 @MsallemSalle @nastasija_m Ma, to je za Sinovac, kod nas je Sinofarm. Ne bih licno ni jednu ni drugu, samo Fajzer, bajo moj!",,,,,,
@vid_narvaez Yo. Porque la Sinovac tiene una efectividad baja y por el tiempo de duración de la inmunidad. Además de este cochino gobierno no se puede esperar nada bueno!,,,,,,
"@mundtgmo @jmanalich R Unido con vacunas pfizer y Chile con... bueeee

Sinovac una dosis 3% efectividad 

Pfizer una dosis 80% efectividad 

El chiste se cuenta solo!!",,,,,,
"💉 Gobierno gestiona más vacunas: posible aplicación en niños y eventual tercera dosis de Sinovac

https://t.co/r99IYh5NQX",,,,,,
"Mehmet Ceyhan Sinovac’ın içeriğinin bilinmediğini söylemiş. Aylardır “içeriğini bilmediğimiz şeyi neden kendimize enjekte edelim?” Diyenlere cahil muamelesi yaptılar, gelinen sonuç bu. 
Sinovac’ın sitesi bile engellenmişti, evet bunları ancak insanlık düşmanları yapar.",,,,,,
@LANACION La Sinovac acá no se aplica es la que compararon en Chile porque le mienten a la gente que después repite las tonterías que ustedes dicen y se creen todo . Se los tendría que multar por dar información falsa,,,,,,
