Tweet,Nilai,Percaya,Tidak Percaya
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 
#VaksinGotongRoyongPekerja https://t.co/gGyGCrEU8x",,,
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 
#VaksinGotongRoyongPekerja https://t.co/ISqtXpU7GR",,,
"Sobat BUMN! 
Pada hari ini, Vaksin Gotong Rotong resmi digunakan. Presiden Jokowi menyatakan 19 perusahaan manufaktur sudah dapat menggunakan Vaksin Gotong Royong.
Vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. 
#VaksinGotongRoyongPekerja https://t.co/sXEW9kcZFy",,,
"Pemerintah telah memutuskan menggunakan vaksin sinopharm dan cansino untuk program vaksinasi gotong royong.

#VaksinGotongRoyongPekerja https://t.co/cqpQQypQqt",,,
"Pemerintah akan menggunakan 1 juta dosis vaksin sinopharm 
#vaksinasigotongroyongpekerja https://t.co/BsFyrJDJbo",,,
Nah untuk tahap pertama  #VaksinGotongRoyongPekerja ini akan menggunakan 1 juta dosis vaksin sinopharm. https://t.co/H0KlJILRip,,,
"Pemerintah menggunakan 1 juta dosis vaksin sinopharm untuk tahap awal ini
#VaksinGotongRoyongPekerja https://t.co/4LKJOlGDNB",,,
"Pemerintah telah memutuskan menggunakan vaksin sinopharm dan cansino untuk program vaksinasi gotong royong
#vaksinasigotongroyongpekerja https://t.co/Y6HUQ7rgA7",,,
"-
Tahap awal Vaksinasi Gotong-royong, Pemerintah menggunakan 1 juta dosis vaksin Sinopharm

#VaksinGotongRoyongPekerja https://t.co/fgn1vRskBa",,,
"Sinar mas group, akan ada sekitar 600 karyawan yang akan menerima vaksinasi menggunakan produk Sinopharm hari ini

#VaksinGotongRoyongPekerja https://t.co/YBslyGpxSR",,,
"#VaksinGotongRoyongPekerja
Untuk diketahui, program Vaksinasi Covid-19 Gotong Royong untk Pekerja yg digelar perdana hari ini menggunakan vaksin Sinopharm yg berbeda dgn vaksin yg digunakan dalam program vaksinasi massal pemerintah.

Bersama melawan KOVID-19 🔥 https://t.co/YEiwQTOdS9",,,
@Mun4fikunn Kalau vaksin Sinovac kayaknya ga bisa digunakan utk publik. Cuma yg proses khusus lansia sama program pemerintah lainnya. UMKM dsb. Ga bisa buat yg gotong royong. Yg lg ribut sekarang Astra zeneca itu bisa. Yg lg dlm proses Sinopharm,,,
"4.
Pemerintah telah memutuskan utk menggunakan vaksin Sinopharm dan Cansino utk program vaksinasi Gotong Royong ini.

#VaksinGotongRoyongPekerja https://t.co/mVfVnrXuDN",,,
Harga tertinggi vaksin Sinopharm yang digunakan dalam program Vaksinasi Covid-19 Gotong Royong untuk Pekerja ini ditetapkan sebesar Rp321.660 dengan tarif maksimal pelayanan vaksinasi sebesar Rp117.910 masing-masing untuk setiap dosisnya. https://t.co/8WHAfrRYTI,,,
Organisasi Kesehatan Dunia (WHO) telah memasukkan Sinopharm ke dalam WHO Emergency Use Listing (EUL) sehingga dapat digunakan oleh berbagai negara. Badan Pengawas Obat dan Makanan (BPOM) juga telah mengeluarkan izin penggunaan darurat (EUA) bagi Sinopharm untuk dapat digunakan. https://t.co/08v8f014Ps,,,
"Untuk diketahui, program Vaksinasi Covid-19 Gotong Royong untuk Pekerja yang digelar perdana hari ini menggunakan vaksin Sinopharm yang berbeda dengan vaksin yang digunakan dalam program vaksinasi massal pemerintah. https://t.co/mPTW4B6bxP",,,
"Dalam keterangan resmi Kemenkes, produk vaksin yang digunakan dalam vaksinasi Gotong Royong berbeda dari jenis vaksin yang digunakan dalam program Pemerintah.
Vaksin mandiri ini akan menggunakan vaksin produksi CanSino dan Sinopharm.
#VaksinGotongRoyongPekerja https://t.co/APdkr0kHti",,,
"Sinar mas group, akan ada sekitar 600 karyawan yang akan menerima vaksinasi menggunakan produk sinopharm pada hari ini.
#VaksinGotongRoyongPekerja https://t.co/BebZI5QrL4",,,
Valsin Sinopharm dan Cansino sebagai vaksin yg akan dipergunakan dalam program vaksinasi #VaksinGotongRoyongPekerja https://t.co/rv9TK3LssE,,,
"Sebanyak 600 orang karyawan Sinar Mas group yang akan menerima vaksin Gotong Royong pada hari ini dengan memakai vaksin produk Sinopharm. 
#VaksinGotongRoyongPekerja https://t.co/6Xab76WmKw",,,
"Dalam Vaksin Gotong Royong Pemerintah memakai vaksin Sinopharm sebanyak 1 juta dosis .
#VaksinGotongRoyongPekerja https://t.co/phwwa14MA5",,,
"Efikasi Sinopharm lebih tinggi daripada efikasi Sinovac? Ada yang bisa konfirmasi?

Fakta-fakta Vaksin Sinopharm yang Digunakan untuk Vaksin Gotong Royong
https://t.co/cZ9MEfvQw2",,,
"#VaksinGotongRoyongPekerja

Kementerian Kesehatan @KemenkesRI telah menetapkan harga resmi vaksin Covid-19 gotong royong.

Vaksin Gotong Royong yang telah ditetapkan adalah jenis vaksin Sinopharm. https://t.co/wCzv8KkliM",,,
"baca di mana ya sinopharm jauh lebih mahal dari sinovac pdhl teknologinya sama. sinopharm buatan BUMN, sinovac bukan. BUMN kelakuannya sama walau beda negara.",,,
"Keputusan pemerintah memakai vaksin Sinopharm dan Caansino untuk program vaksin Gotong Royong. 
#VaksinGotongRoyongPekerja https://t.co/zaFaazqLZK",,,
"Ribuan pekerja dari 18 perusahaan padat karya di kawasan Industri Jababeka, Jawa Barat menjadi kelompok pertama yang divaksin setelah Indonesia menerima sekitar 400 ribu dosis vaksin Sinopharm untuk program vaksinasi gotong royong.

#VaksinGotongRoyongPekerja https://t.co/3hHtcpuock",,,
Untuk  #VaksinGotongRoyongPekerja pemerintah telah memutuskan akan memakai vaksin sinopharm dan casino https://t.co/a757faFU3n,,,
"Untuk tahap awal proses Vaksinasi gotong royong pemerintah akan menggunakan 1 juta dosis vaksin sinopharm yang telah tiba di Indonesia beberapa waktu lalu.

#VaksinGotongRoyongPekerja https://t.co/KD7tRtI3RS",,,
"Untuk vaksinasi gotong royong ini, pemerintah akan menggunakan vaksin Sinopharm yang tiba di Indonesia pada akhir April lalu.

#VaksinGotongRoyongPekerja https://t.co/Yy5CMo4RoO",,,
"Untuk diketahui, program Vaksinasi Covid-19 Gotong Royong untuk Pekerja yang digelar perdana hari ini menggunakan vaksin Sinopharm yang berbeda dengan vaksin yang digunakan dalam program vaksinasi massal pemerintah.
@jokowi 
@kangdede78 
#VaksinGotongRoyongPekerja https://t.co/a4EEQlRecR",,,
"Dalam pelaksanaan tahap awal vaksinasi Gotong Royong ini, Pemerintah akan menggunakan 1jt dosis vaksin Sinopharm 
@jokowi 
#VaksinGotongRoyongPekerja https://t.co/9veGXxsTkB",,,
"#VaksinGotongRoyongPekerja

Untuk tahap awal ini, pemerintah akan menggunakan 1juta dosis vaksin Sinopharm yang telah tiba di Indonesia beberapa waktu lalu. https://t.co/8TavUUMilo",,,
"Program Vaksinasi Covid-19 Gotong Royong untuk Pekerja yang digelar perdana hari ini menggunakan vaksin Sinopharm yang berbeda dengan vaksin yang digunakan dalam program vaksinasi massal pemerintah.
.
.
.
#VaksinGotongRoyongPekerja https://t.co/BFVP1kPCHR",,,
"Hampir 600 karyawan Marunda Refinery Sinar Mas Agribusiness and Food mendapatkan vaksinasi menggunakan vaksin Sinopharm. Kemudian secara bertahap menjangkau hingga 3.000 karyawan. 
#VaksinGotongRoyongPekerja https://t.co/gIkMIXX8ps",,,
"Presiden @jokowi mengunjungi pabrik PT Unilever, salah satu korporasi yg mengikuti program vaksinasi Gotong Royong.  Utk tahap I pemerintah tlh mengamankan 420.000 dosis vaksin Covid-19 buatan Sinopharm utk program vaksinasi Gotong Royong
#VaksinGotongRoyongPekerja https://t.co/Fi1TvSup4K",,,
Semua state dah nak dpt vaksin. Pahang je laaa kena tunggu sinopharm ke ape,,,
"@nabilauliai jujur gw blm cari2 tau lagi ttg sinopharm, beklah",,,
"Rais wa Bolivia Luis Arce, amewataka maafisa wa Afya kuongeza juhudi za kutoa chanjo kwa umma kwa kuagiza chanjo zaidi kutoka kwa kampuni ya Kichina ya Sinopharm.
https://t.co/sInMZ62PjI https://t.co/1Cspu0hXCW",,,
@mebeyg Sinopharm hi LG rhy idhar,,,
"Selain Sinopharm, Vaksin Gotong Royong juga akan menggunakan vaksin CanSino dari China. Program ini akan menyuntikkan vaksin Covid-19 pada karyawan swasta. https://t.co/PSYMIeQmN4 #teknologi #gadget #tech",,,
"Jumlah vaksin yang dialokasikan untuk Vaksinasi Gotong Royong yang rencananya di mulai pasca lebaran ini, mencapai 20,2 juta dosis.
Vaksin yang akan digunakan dan sudah disetujui yakni Sinopharm dan CanSino. #StayFitForLife https://t.co/aJ6jlJtJTU",,,
"@perupadata Punten min, untuk vaksin Sinopharm yang digunakan untuk vaksin gotong royong  yang tersedia cuma 500 ribu saat ini.

Karena yang 500 ribu lagi hibah dari  UAE untuk program vaksin pemerintah 🙏🏽 #cmiiw",,,
Harga tertinggi vaksin Sinopharm yang digunakan dalam program Vaksinasi Covid-19 Gotong Royong untuk Pekerja ini ditetapkan sebesar Rp321.660 dengan tarif maksimal pelayanan vaksinasi sebesar Rp117.910 masing-masing untuk setiap dosisnya. https://t.co/FnxhOwWQST,,,
Organisasi Kesehatan Dunia (WHO) telah memasukkan Sinopharm ke dalam WHO Emergency Use Listing (EUL) sehingga dapat digunakan oleh berbagai negara. Badan Pengawas Obat dan Makanan (BPOM) juga telah mengeluarkan izin penggunaan darurat (EUA) bagi Sinopharm untuk dapat digunakan. https://t.co/Aur8iKNc7u,,,
"Untuk diketahui, program Vaksinasi Covid-19 Gotong Royong untuk Pekerja yang digelar perdana hari ini menggunakan vaksin Sinopharm yang berbeda dengan vaksin yang digunakan dalam program vaksinasi massal pemerintah. https://t.co/1vEqsshw5x",,,
Harga tertinggi vaksin Sinopharm yang digunakan dalam program Vaksinasi Covid-19 Gotong Royong untuk Pekerja ini ditetapkan sebesar Rp321.660 dengan tarif maksimal pelayanan vaksinasi sebesar Rp117.910 masing-masing untuk setiap dosisnya. https://t.co/wXDOvMoDzT,,,
Badan Pengawas Obat dan Makanan (BPOM) juga telah mengeluarkan izin penggunaan darurat (EUA) bagi Sinopharm untuk dapat digunakan dalam program vaksinasi di Indonesia. https://t.co/3KFhVaVEPa,,,
"Sebelumnya, pada 7 Mei 2021, Organisasi Kesehatan Dunia (WHO) telah memasukkan Sinopharm ke dalam WHO Emergency Use Listing (EUL) sehingga dapat digunakan oleh berbagai negara. https://t.co/UhFOW77csn",,,
"Untuk diketahui, program Vaksinasi Covid-19 Gotong Royong untuk Pekerja yang digelar perdana hari ini menggunakan vaksin Sinopharm yang berbeda dengan vaksin yang digunakan dalam program vaksinasi massal pemerintah. https://t.co/H0gWbDKQlT",,,
@sallyfauzi Kualitas vaksin sinopharm juga bagus kok. Jadi tidak ada yang perlu di khawatirkan,Percaya,,
"Vaksin Sinopharm menjadi salah satu jenis vaksin COVID-19 dalam program gotong royong dimulai hari ini, Selasa (18/5/2021). Berikut fakta seputar Sinopharm. https://t.co/ZoCujZsdxO",,,
"Beberapa waktu lalu dalam akun Instagram resminya, Presiden Jokowi mengatakan Pemerintah sudah mengamankan 75 juta dosis vaksin daru Sinovac, AstraZeneca dan Sinopharm.",,,
"Presiden Jokowi pun menyampaikan apresiasi bantuan 500 ribu vaksin Sinopharm dari UEA, melalui Putra Makhota Sheikh Mohamed Bin Zayed Al Nahyan.",,,
"Oiya pengadaan 1 juta vaksin Sinopharm, 500 ribunya merupakan donasi dari Uni Emirat Arab. Alhamdulillah ya...",,,
@agathayantri Vaksinnya sinopharm atau astra mba?,,,
@nabilauliai nab program gotong royong tuh pake sinopharm bkn sih? gw blm dpt jadwal sihh huhu,,,
"Ada beberapa FAQ nih, daripada jawabin 1-1 nih ya:

1. Vaksin yg dipake brand apa?

Saya pake Sinopharm, salah satu brand buat vaksin gotongroyong, selain Cansino. Beda ama yg dipake program pemerintah ya...",,,
"Yang paling penting vaksin Sinopharm ini aman. Dan WHO juga sudah mengizinkan penggunaannya.

Semoga dengan datangnya vaksin ini, masyarakt Indonesia bisa aman dan terhindar dari virus juga. Serta semuanya selalu diberikan kesehatan. Amin https://t.co/mQpMaNT7R8",Percaya,,
"Untuk efek sampingnya bagaimana?

Dari artikel yang saya baca di https://t.co/OlRZxenSe7

Vaksin Sinopharm ada efek samping lokal ringan seperti rasa sakit dan kemerahan. Jadi masih bisa ditoleransi dengan baik.",,,
"Berbeda dengan yang digunakan untuk program vaksinasi pemerintah, vaksin yang digunakan dalam vaksinasi gotong royong adalah vaksin Sinopharm dan CanSino. @jokowi

Agenda Arsjad Rasjid, Caketum Kadin Indonesia https://t.co/EnyBrMzov5",,,
"Untuk penyimpanan vaksin Sinopharm tentunya dilakukan oleh petugas sesuai standar prosedur operasional, yakni disimpan dalam vaccine refrigerator dengan suhu 2–8° C. https://t.co/rkHdRTC448",,,
Pada 1 Mei setengah juta vaksin Sinopharm yang datang ke Indonesia merupakan pemberian pemerintah Persatuan Emirat Arab. https://t.co/RIb3hKjlIG,,,
"Masih dari artikel yang saya baca di https://t.co/kRmZ9iAwDl

Vaksin Sinopharm ini juga sama seperti vaksin sebelumnya, yang akan disuntikkan sebanyak 2 kali dengan jarak 21 hari. Dimana dosisnya ini diberikan dalam sekali suntik adalah 0,5 ml.",,,
Sinopharm? Teringat kuning. Sampai sekarang diam. Ha ha ha. https://t.co/00VfaDd9MI,,,
Dan sudah ada 500.000 vaksin Sinopharm yang datang ke Indonesia untuk program vaksin gotong royong. https://t.co/tQDSL1IA4E,,,
WHO juga sudah memgesahkan vaksin Sinopharm untuk penggunaan darurat. https://t.co/Z1O5iMq5AF,Percaya,,
"Vaksinasi gotong royong yg menggunakan Sinopharm merupakan pelaksanaan vaksinasi kepada karyawan/karyawati, keluarga, dan individu lain dalam keluarga yang pendanaannya dibebankan pada badan hukum atau badan usaha. Info yg beredar sdh bnyk jga perusahaan yg mendaftar.",,,
"Selain itu, harus diketahui juga bahwa dari hasil uji klinis tahap ketiga yang dijalankan oleh Sinopharm di China, vaksin BBIBP-Corv dikatakan memiliki nilai efikasi, yaitu efek perlindungan terhadap COVID-19, sebesar 79,34%.
Dan bisa digunakan mulai 18 tahun ke atas. https://t.co/eCiuWLNhSc",,,
"Vaksin Sinopharm ini merupakan vaksin berjenis inactivated vaccine yang disebut SARS-CoV-2 Vaccine (Vero Cell). Vaksin ini menggunakan partikel virus yang dimatikan untuk mengekspos sistem kekebalan terhadap virus, tanpa mengambil risiko respons penyakit serius.",,,
Habis baca juga di artikel https://t.co/kRmZ9iAwDl bahwa vaksin ini bekerja dengan cara memicu sistem kekebalan tubuh untuk menghasilkan antibodi yang dapat melawan virus Corona.,,,
"Jangan kabur ya atau cari alasan saat mau di vaksin. 

Yuk kita sama-sama membentengi diri kita dengan vaksin sinopharm dan membrantas virus ini https://t.co/BYYTx8vK8V",Percaya,,
"Sudah vaksin? Kalau sudah Alhamdulillah ya.

Aku baru tahu, selain Vaksin Sinovac, juga ada juga Vaksin Sinopharm, yang akan digunakan di Indonesia. Dan WHO sudah menyatakan bahwa Vaksin Sinopharm ini aman. https://t.co/8vJC7GLG6e",Percaya,,
Vaksin sinopharm berasal dari perusahaan farmasi di China. https://t.co/OYpamftZMZ,,,
Tidak usah di ragukan lagi nih kandungan vaksin sinopharm https://t.co/75npFzSqAf,,,
Vaksin sinopharm diberikan untuk usia 18 tahun keatas. https://t.co/yc7BZrBixJ,,,
WHO sudah mengakui dan aman di pakai nih vaksin sinopharm https://t.co/AcmeOf9IfP,Percaya,,
"Baca jg artikel ini untuk mengetahui manfaat, dosis dan efek samping dari penggunaan vaksin sinopharm.
 
Dan ketahui jg walopun sudah menerima vaksinasi, kita ttp harus mematuhi protokol kesehatan ya. https://t.co/iD7Ril8mhm",,,
"Kemenkes telah menetapkan harga Vaksin Gotong Royong. Vaksin Gotong Royong yang telah ditetapkan adalah jenis vaksin Sinopharm. https://t.co/jbKYJeyqdd

#VaksinGotongRoyong #VaksinCOVID19 #VaksinasiGotongRoyong https://t.co/l8IT3xYVHW",,,
"Allhamdulillah ya, semoga proses vaksinasinya nanti berjalan dengan lancar dan tepat sasaran. Bambang Heriyanto, juru bicara Vaksinasi Covid-19 juga sudah menegaskan pihaknya sudah menerima 1juta dosis vaksin Sinopharm. https://t.co/71GR76GNTY",,,
"Nah, vaksin Covid-10 buatan Sinopharm, pendistribusiannya sudah dimulai dari kemarin Twips, 17 Mei 2021. Vaksin Sinopharm akan digunakan sebagai vaksinasi gotong royong. https://t.co/wqEdckh0nv",,,
Jenis vaksin Sinopharm adalah inactivated vaccine yang disebut SARS-CoV-2 Vaccine (Vero Cell). Aman digunakan dan telah memiliki izin penggunaan darurat dr BPOM. https://t.co/VLOQfdICa9,,,
"Soalnya kan lansia paling rentang terkena penyakit, karena keadaan fisik dan kesehatan yang mulai menurun kan? Makanya WHO menyarankan vaksin sinopharm cocok untuk lansia.",,,
"Saran dari WHO-nya vaksin Sinopharm diberikan untuk lansia, karena data awal dan data imunogenisitas menunjukan jika vaksin ini punya efek besar dalam perlindungan lansia. https://t.co/aRJaHYAAcp",,,
"Teknologi canggih dimiliki oleh vaksin Sinopharm lho Twips. Dia ada pemantau suhunya di botol vaksin&amp;ada stiker kecil yang bisa berubah warna saat vaksin kena panas. Jadi petugas kesehatan bisa langsung tahu, aman/tdk jika digunakan https://t.co/bqS6KBBFtt",,,
"Klo umat muslim ada yg merasa ragu dg vaksin krn dianggap belum halal, dr pernyataan MUI ini yg ada di artikel ini vaksinasi ini boleh digunakan karena darurat. 
https://t.co/hFvFNDoouj",,,
Badan POM jg menerbitkan UEA (Izin Penggunaan Darurat) tanggal 29 April 2021 utk pemberian dan penggunaan vaksin sinopharm pd masyarakat Indonesia. https://t.co/I4QZc8KUxV,,,
WHO menyebutkan vaksin Sinopharm ini aman dan efektif digunakan. Dan utk vaksinasi gotong royong sudah digelar dr tgl 17 Mei kemarin. https://t.co/BlhX17WEqr,Percaya,,
"Dilanasir dari WHO, bahwa vaksin Sinopharm ini diberikan untuk usia dewasa 18 tahun ke atas. Pemakaiannya dua dosis, dan selang penyuntikan dengan waktu 3-4 minggu. https://t.co/cUwbQq6dow",,,
"Pada vaksinasi gotong royong nantinya, vaksin sinopharm akan disuntikkan 2x dengan jeda waktu 3-4 minggu bagi orang dewasa yang sudah berusia 18 tahun ke atas. https://t.co/HdrPtNFix9",,,
"Artinya Vaksin Sinopharm sudah memenuhi persyaratan standar WHO, yang mana dari segi kualitasnya bagus, keamanannya terjamin, kemanjurannya baik, dan aksesibilitas sudah sesuai izin dari WHO. https://t.co/xaw25pG5gS",Percaya,,
"WHO, sebagai organisasi kesehatan dunia juga sudah menyetujui akan penggunaan vaksin Sinopharm, buatan farmasi milih pemerintah China ini. ""Sinopharm aman dan efektif digunakan,"" begitu ungkap WHO. https://t.co/ACST0CaYKO",Percaya,,
"Allhamdulillah, datangnya bantuan vaksin Sinopharm ini, sebagai dukungan dari pemerintah Uni Emirat Arab kepada Indonesia untuk menanggulangi penyebaran virus Corona. Karena kedekatan bilateral Indonesia-PEA sudah terjalin  tahun terakhir. https://t.co/p9ZxuxNi6P",,,
"Vaksin Sinopharm ini adalah yg kedua kalinya datang ke Indonesia, pertama di bulan April dan yg kedua di awal Mei yg merupakan bantuan dr Pemerintah Persatuan Uni Emirat Arab. https://t.co/uPwnOflnK9",,,
"Kabar baiknya ada 500ribu vaksin Sinopharm, datang dari Pemerintah Persatuan Emirat Arab (PEA) sudah tiba di Jakarta. Rilis dari KBRI Abu Dhabi, Sabtu (1/5/2021) https://t.co/u5Jmarenqn",,,
WHO sudah menyetujui utk penggunaan vaksin Sinopharm. Di Indonesia didistribukan oleh PT Kimia Farma. BPOM jg sudah melakukan evaluasi keamanan dan mutu vaksin yg akan digunakan oleh masyarakat. https://t.co/r2beMhf7Uh,,,
"Klo dari artikel yg saya baca, vaksin Sinopharm ini ditunjukkan khusus utk orang dewasa yg berusia lebih dr 18 tahun. 
Dan menurut kepala BPOM, efikasi vaksin buatan Sinopharm ini sebesar 78%
https://t.co/8gUhkLkLdQ",,,
"Vaksinasi gotong royong dilaksanakan mulai dari kemarin. 

Ada dua vaksin Covid-19 yang akan digunakan, yakni dari Sinopharm dan CanSino.

Kita kenalan yuk sama vaksin sinopharm dan vaksinasi gotong royong seperti apa? Thread https://t.co/hMZH4EUCKT",,,
"Vaksin Sinopharm ini akan digunakan utk program vaksinasi gotong royong. Selain Sinopharm, satu lagi vaksin yg digunakan yaitu vaksin CanSino. https://t.co/ETdehM7wUz",,,
"Vaksinasi dilakukan kepada 320 karyawan PT Unilever dan menggunakan vaksin Sinopharm. ""Kita harapkan vaksinasi ini dapat segera menimbulkan herd immunity, kekebalan komunitas. Sehingga Covid-19 segera bisa kita hilangkan,"" ujar Jokowi.

#ArsjadRasjid 
#Kadin https://t.co/GUrPnsaddG",,,
"@mbahndi @dokterMade Sinovac dan sinopharm beda apa sama ya dok? Rencana vaksin gotong royong sinopharm, kalau astrazeneca ngeri ah",,,
Doain aku minggu ini vaksin sinopharm lancar ya gesss.,Percaya,,
"Sebanayak 500.000 Dosis Vaksin Sinopharm Siap Digunakan Untuk Program Vaksinasi Gotong Royong 

#LangkahBaikPulihkanRI https://t.co/M34VOHk67f",,,
"Ngomongin vaksin, sat ini WHO merekomendasikan vaksin sinopharm nih utk membantu mencegah penyebaran dan penularan covid-19. https://t.co/eCspUdAC6c",Percaya,,
Vaksin Sinopharm sudah mendapat sertifikasi baik dari BPoM maupun MUI untuk penggunaan darurat di Indonesia. Jadi sudah dipastikan aman ya untuk diberikan pada masyarakat https://t.co/bj2MO5P3Hu,Percaya,,
"Vaksinasi Gotong Royong Dimulai Hari Ini, 18 Mei 2021

Vaksin yang akan digunakan untuk vaksinasi Gotong Royong adalah vaksin Sinopharm. Sedangkan untuk CanSino sebagai kandidat lainnya masih dalam proses. https://t.co/mTgwiPRqJD

𝗝𝗼𝗸𝗼𝘄𝗶 𝗟𝗮𝘄𝗮𝗻 𝗣𝗮𝗻𝗱𝗲𝗺𝗶 https://t.co/crAa30wJ33",,,
Mentri Koordinator Bidang Perekonomian mengatakan bahwa vaksin sinopharm untuk program vaksin gotong royong. Harga vaksin nya 375rb per dosis dan biaya penyuntikan 150rb  total biaya 500rb untuk vaksin gotong royong https://t.co/nVe8Zdh9md,,,
"Sebanyak 500.000 dosis vaksin sinopharm siap digunakan
#LangkahBaikPulihkanRI https://t.co/ngrCGQM0gr",,,
"@InvestorID Padahal efikasi Sinopharm rendah jadinya banyak yg kena new variants yg bisa lebih parah, akhirnya tidak efektif dan produktif, balik lagi dipaksa keadaan untuk isolasi mandiri karyawan dan adaptasi new normal... Rombak ulang susunan organisasi jg mungkin",,,
Bahkan dalam proses pengiriman Vaksin Sinopharm ada tambahan menerima vaksin 1.389.600 juta dosis vaksin dari covax facility. Dengan adanya kedatangan produk ini menambah jumlah vaksin yang siap di distribusi di Indonesia https://t.co/y94pszkLpp,,,
"Vaksin Sinopharm diproduksi oleh Beijing Bio-Institude of Biological Product CO Ltd, anak perusahaan dari China National Biotec Group. Dan semoga dengan penambahan vaksin ini bisa mempercepat akses vaksin Covid biar semua terlindungi ya https://t.co/WLo29HX34R",,,
"Vaksin Sinopharm ini menjadi vaksin berikutnya yang telah WHO kasih persetujuan darurat untuk vaksin Covid-19, selain vaksin2 sebelumnya yang dikembangkan oleh Pfizer-BioNTech, AstraZeneca, Johnson &amp; Johnson dan Moderna.",Percaya,,
"PT Bio Farma sudah menerima sebanyak 1 juta dosis vaksin Sinopharm. Artinya, ketersediaan vaksin di Indonesia, juga di dunia sih ya, tak perlu dikhawatirkan lagi. https://t.co/NqW0Q3nTT1",,,
"Mulai 17 Mei 2021, setelah Lebaran, vaksin Sinopharm akan digunakan dalam program vaksinasi gotong royong, dan prioritasnya adalah lansia karena bisa memberi perlindungan lebih baik. https://t.co/b8L7Lpc3up",,,
"Oh ya, vaksin Sinopharm ini istimewa karena menjadi vaksin pertama yang dilengkapi dengan pemantau suhu pada botolnya. Kalau vaksin sudah tak bisa digunakan, maka stikernya bisa berubah warna. https://t.co/IN4uoFFjnZ",,,
"Vaksin Covid-19 buatan Sinopharm adalah vaksin berjenis inactivated vaccine yang disebut SARS-CoV-2 Vaccine (Vero Cell). Jadi, vaksin ini menggunakan partikel virus yg dimatikan untuk mengekspos sistem kekebalan tubuh. https://t.co/g8Kw9yylTe",,,
"Vaksin Sinopharm ini disetujui karena memang aman dan kemanjuran atau efikasi vaksin Sinopharm untuk penyakit simptomatik dan rawat inap diperkirakan 75 persen, pada semua kelompok usia. https://t.co/pp4OXRtuv3",Percaya,,
"Waktu bahas tentang vaksin, sampailah pada bahasan tentang vaksin Sinopharm yang baru saja disetujui WHO untuk penggunaan darurat demi mengatasi Covid019. https://t.co/nqk7RzWkVT",,,
"Selain Sinovac dan Astrazeneca, untuk vaksin gotong royong nanti menggunakan vaksin Sinophram yg berasal dari China. Saat ini Indonesia sudah memiliki 1 juta dosis vaksin Sinopharm dengan pembagian utk vaksin gotong royong dan donasi dari UEA. https://t.co/eulcWAQpDa",,,
"Sampai saat ini Indonesia punya vaksin Sinovac 67.500.000 dosis, AZ 6.410.500 dosis, dan 1.000.000 dosis Sinopharm. https://t.co/oCuCgW7gj2",,,
Juru Bicara Vaksin Covid dari PT Bio Farma mengatakan bahwa benar sudah menerima Vaksin Sinopharm yaitu 1.000.000 dosis. Jadi gak kaleng-kaleng kalau vaksin Sinopharm sudah sampai ke Indonesia https://t.co/wUosBte2o1,,,
"WHO mengizinkan penggunaan vaksin sinopharm karena dari segi kualitas, keamanan, kemanjuran, dan aksesibilitas sudah memenuhi standar WHO.",Percaya,,
Vaksin Sinopharm ini juga di klaim cocok untuk lansia karena data awal dan data imunogenisitas menunjukkan vaksin memiliki efek perlindungan pada lansia. Vaksin Covid-19 buatan sinopharm untuk vaksin gotong royong mulai 17 mei 2021 setelah Idul Fitri https://t.co/CYcSQfK6V5,,,
Vaksin Sinopharm yaitu jenis vaksin inactivated vaccine. Dan Vaksin Sinopharm adl vaksin pertama yang dilengkapi stiker pemantau suhu pada botol vaksin. Stiker di botol vaksin sinopharm berubah warna saat vaksin terkena panas dan memberi tahu petugas vaksin aman digunakan https://t.co/DiZt1n3fVq,,,
"Vaksin Sinopharm ini harus disimpan pada suhu 2-8 derajat. Aman? Ia aman dan diberikan untuk usia 18th keatas dan diberikan dalam dua dosis, jeda antara vaksin pertama yaiyu 3 sampai 4 minggu https://t.co/AVDUzypU2r",,,
"BPOM dan MUI sudah memberikan izin untuk vaksin Sinopharm, WHO juga sudah merekomendasikan",Percaya,,
"Nah, vaksin yang digunakan adalah dari Sinopharm yang nantinya akan dikirim kan ke perusahaan yang sudah terdaftar atau ke rumah sakit rujukan perusahaan https://t.co/e7qDo8sRXB",,,
"Sinopharm gak cuma di uji coba di dalam negri. Vaksin Sinopharm ini sangat aman dan efektif digunakan. Tetapi Vaksin Sinopharm juga disetujui oleh WHO yaitu Organisasi Kesehatan Dunia. Dunia saja menyetujui, jadi ketakutan bisa sangat minim. https://t.co/2y44cP2BBf",Percaya,,
