Tweet,Nilai,,
"@immazzzz Betul jugak kan. Patutnya org kerja site dikira frontliner jgk sbb berdepan dgn kongsikong hari2, patut dpt vaksin dulu",,,
"Lockdown balik ✅
Percepatkan vaksin ✅
No sop bodo2 ✅",,,
"@temporaryppl_ Max. 3 hari, abis vaksin dikasih obat paracetamol sama petugasnya juga. Tp ya gitu kaya pas imunisasi anak kecil kan emang suka gitu ya beda² efek dan jangka waktunya..",,,
So boleh rentas negeri ke tak ni kalau dah cukup dua dos?  https://t.co/XqOfyMoVkl,,,
"Untuk gi amek vaksin masih terpakai ke pelepasan sebelum ni ya?

Jenuh juga setiap hari ada aturan baru.

Aku yang jenis patuh arahan ni pun dah jadi penat bila dalam seminggu ada banyak sangat aturan berbeza. https://t.co/wmDx77X4uW",,,
"Esok mak aku akan ambik dos vaksin  yang ke 2. Jadilah anak yang bijak, daftarkan mak korang untuk di vaksinkan, sayangi &amp; lindungilah mereka.",,,
Hopefully next raya boleh balik kampung. Ramai-ramai ambil vaksin supaya boleh jumpa dengan yang tersayang dan tak bawak balik penyakit.,,,
@ashisicha Berapa lama biasanya Mba? Kadang masih mikir-mikir mau vaksin,,,
@bikinnyaman__ itu vaksin yah?,,,
Hantar vaksin kat bosnia ckp cukup aihhh kat rakyat. Last last korek dana korek tabung ckp vaksin tak cukup. Aih,,,
"Alhamdulillah, my mom dalam group Whatsapp yang betul. Lagi dia sebarkan bahayanya covid19 ni 🤗😍💛 semoga lagi ramai warga emas lebih berhati hati &amp; ambik vaksin. https://t.co/CxAfqeIwKy",,,
"Vaksin Slank untuk Indonesia - 5 Tahun Tak Mudik, Fajar Rindu Momen Ramadan Bersama Keluarga

Saksikan #VaksinSlankUntukIndonesia setiap hari Jumat, pukul 20.05 WIB di @Metro_TV 

#MediaGroupxSlank #slank https://t.co/AU1r7VhtwJ",,,
@fitriady_w Kenapa kenapa. Aku baru besok vaksin pertama,,,
"😔
Covid makin teruk,
Vaksin macam tipu tipu,
Palestin tak aman,
Raya macam tak ada,
Kerajaan macam beruk,
Haish, macam2 berlaku,
teruknya akhir zaman,
Tak taulah kalau masih tak buka mata.
😔",,,
"Adanya Vaksin/Segala Obat Obatan Yang Bila Dari Cipta’annya ParaSetan Yang Mengandung BahanNajis/Haram, WajibTolak. Ketaui Adanya Hidup/Kematian, Ada Kematian/Hidup Untuk BergantiAlamKebenaran. Dan Ada Hidup/Kematian BergantiAlam JalurNeraka. TidakPerlu Vaksin Tidak.",Tidak Percaya,,
@sirkulangka17 @f4kr0ls00d @DGHisham Covid x nak percaya.. vaksin percaya plak .. HAHAHAHAHA,,,
"Ikuti pengalaman vaksinasi @elfira_loy di UKM Bangi baru-baru ini. 

Terima kasih atas perkongsian yang bakal memberi manfaat kepada ramai orang yang akan menerima vaksin nanti. 

#LindungDiriLindungSemua https://t.co/ZKmGfBpwvb",,,
salah kami sebab taknak vaksin..semua salah kami la https://t.co/cEshq5eY1Y,,,
"Aku still tak dapat jawapan, utk warga emas tu, apa lagi kriteria utk dapat vaksin awal? Serious ni.",,,
"Clinic bergerak yang pakai bot tu pun patut ada slot bawa vaksin utk saaaaaaana pisuk2 punya kampung. 

Tapi ya lah, kotor kasut semua menteri2 tu masa pilihan raya ja. Masa2 sekarang ni takut covid la katakan. Masa pilihanraya tahun lalu kebal Covid https://t.co/klWpdHvlqL",,,
Banyak efek samping vaksin Covid-19 yang umum terjadi saat menerima vaksin lain. Adanya efek samping menadakan sistem kekebalan sedang bekerja. https://t.co/JHSnceYG0j,,,
Lagi 20 hari nak cucuk vaksin. Excited but nervous 😬,,,
"kerajaan kita ni dah memang satu hak semua benda last minute, yang rakyat pun takkan bebal lagi tak percaya covid tak percaya vaksin? salah siapa?",,,
"Kmarin vaksin dosis pertama, udah songong karena ga berasa gmn² di badan. Taunya makin malem makin jadi.. ya tangan bengkak, ya demam, ya menggigil, udah kaya gejala pilek, mata panas. Padahal ga pake ac, tp diharudung simbut jam sgini 🙄🙄🙄",,,
"Pernah je dgr sebelum vaksin ada yg mcm ni, kalau tak silap bini alif satar, kan alif positif tp bini dan anak2 tak kena..pastu ada sorang pernah share mcm tu jgk, its not vaksin its something yg we dont know, ikut suka dia nak jangkit mcmana https://t.co/pdd1ZpcKxl",,,
@azmanrocks https://t.co/mK83upcdj9 Masuk gambar ni dalam WhatApp group semua yang liat pergi vaksin. Terjemah semua caption dalam semua bahasa di Malaysia.,,,
Danramil 15/Klirong Dan Babinsa Kawal Pelaksanaan Vaksin UPT Puskes Klirong https://t.co/ALi8PQmKle https://t.co/UWgWnxL7Fd,,,
"Edward Jenner, penemu vaksin cacar air, dulu mengamati orang yang sudah punya antibodi smallpox juga punya ketahanan pada penyakit herpes...",,,
"@farhanramly Dgrnya ramai yg cancel last minit xnk ambik vaksin dan ade yg dtg walk in sbb cancel ni, betul ke?",,,
"Alhamdulillah selesai ambil vaksin. Semua berjalan dengan lancar. 

Sekarang tengah 15 minit pemantauan. https://t.co/AuNqjb8pax",Percaya,,
"@yanakhairuddin Syukur ayah saya kurang bergadget. Dia tak diexpose dengan dakyah dakyah karit tentang vaksin.
Hari hari ayah be like...
“Dah sampai turn vaksin ke? Bila boleh cucuk”
Excited beno",,,
Kenapa susah berhenti merokok? Kenapa walaupun uda digratisin tetep ga mau vaksin? Perilaku manusia memang selalu menarik untuk dibahas. Yuk cari tau kira2 apa faktor yg melatarbelakangi berbagai macam perilaku kita bersama founder Advislab @alandakariza https://t.co/cvJfRrzJgl,,,
"My 7 yo cousin, after got her antigen test: “aku tadi sebelum ke sini di vaksin dulu” with a very serious expression https://t.co/QtbfcMobbu",,,
"Menlu: Indonesia Dukung Penghapusan Hak Paten Vaksin COVID-19
#indonesismaju
#jokowi  https://t.co/Iu8zFqeMTV",,,
"Apoo frontliner mcm nak mati kerja ko senang je canang vaksin ni tu ni laa ehhh aku la kalau nak mati, mati jugak 😪",,,
@EppyFizul Dah dpt vaksin pun tp anak yg umur bawah 18 masih belum dpt. Sebab vaksin utk bawah 18 belum ready,,,
"@NordianaAbdull1 @ctsarahaishah Selalu depa cerita kalau first dose teruk, kedua tak teruk sangat. Tak taulah betul ke tak. We need to find out then. Yang penting pi ambil vaksin.",,,
"Indonesia doro g kesetarsan akses vaksin
.
.
#UUCiptaKerjaPerkuatNKRI https://t.co/5Bh0pWRxov",,,
"@Sri_nuryantiK @zeis8 @DianEka0609 @susipudjiastuti Soal vaksin kau googling, apakah haram atau tidak. Soal ginian mau dibisikkan ketelinga mu? Manja amat.",,,
"Kalau la betul vaksin kills those yang ada penyakit kronik , perdana menteri kita sudah di vaksin dan beliau penghidap kanker ya. He is still alive hello cant u see",,,
"Dah dapat dua dos vaksin boleh rentas daerah or negeri katanya. Kebanyakan golongan kayangan dan kerabat la yg untung. frontliners kena kerja, diorg enjoy beraya. Ko rakyat miskin duk kt umah jek n jgn lupa jg SOP.",,,
Dem... pening kepala lps amek vaksin,,,
@jokowi Belanja terus buat vaksin ga dukung herd imunity. Kenapa ga sklian subsidi bipang se indonesia .,,,
Mereka yang sudah di Vaksin. Demi Indonesia Sehat https://t.co/dW2UQWVF3a,Percaya,,
Haduuh mager beneee minggu2 masuk jadi petugas vaksin wakwkwk,,,
"Betul dah tu, tapi apa lembab sangat #KerajaanGagal @PNRasmiMY nak dapat vaksin!! bahagian Procurement atau menteri yg lembab!! https://t.co/Qq7cBIhK5e",,,
Daging sekila 40 henggetttt kat pasar tani..lembu ni dah cucuk vaksin ke yg mahal nau nihh..😅,,,
"Vaksin AstraZeneca dalam bentuk jadi tiba di Tanah Air, Sabtu (08/05/2021) Sebanyak 1.389.600 dosis. melalui Bandar Udara Soekarno Hatta, Tangerang, Banten. Menteri Luar Negeri Retno Marsudi dalam keterangan persnya menyambut kedatangan vaksin tersebut
#indonesiamaju
#jokowi https://t.co/rPDdH1hTzA",,,
Baru kali ini mau steril&amp;vaksin koceng tp dikasi alamatnya salah sampe nyasar 2x. Ternyata alamat yg dikasih di awal itu ancer2 doang. Kenapa ga ngasi alamat lengkap gt lho. Mentjoerigakan 🧐 https://t.co/O2NYPqmQ6e,,,
@gabanhero Pebende la menteri vaksin ni eh,,,
Sejam 15minit after vaksin (pfizer) lapar dooh dooh sapa naik luga nok mutohh. Kruk kruk perut bunyiiii,,,
"antara kecapekan atau efek vaksin yak, atau dua duanya",,,
"@davikaldk @bertanyarl Waktu itu sempet denget juga vaksin buat hidupin orang mati, terus nyiptain matahari dan skrng roket jatuh 😭😭😭😭😭",,,
@sank_ojol Alhamdulillah iya hari ini dpt panggilan Vaksin dari Grab,Percaya,,
@_HaziqHamid Lepas ni aku nk pki brand bijan laaa... Haha bru org taw aku kayo..mampu beli vaksin.. walhal daftar my sejahtra jr kne Q.. hahahhaha appooooo laaa,,,
"Stres itu Virus, Piknik adalah Vaksin nya. https://t.co/7Ealw9E8gC",,,
At the end ada la  2 orang dari puncak alam datang amik vaccine. Mostly yang dah kena panggil orang tua. And orang tua tu cancelkan tiba tiba or tak datang langsung. Alasannya sebab terpengaruh dengan facebook yang kata amik vaksin boleh mati. 🤦🏻,,,
"@yanakhairuddin Asyik tunding jari kat orang salah itu salah ini salah. Suruh ambil vaksin susah, itu jelah kerja orang kita sekarang. Benda elok taknak ambil, benda tak elok sibuk sebarkan.",,,
Kesian doktor yang kendalikan vaccine. Semalam doktor kabut call ayah aku cari orang memandangkan 150+ vaksin dah dicairkan. Yang datang tak lebih 30 orang untuk amik vaksin. And then ayah aku kelam kabutla cari orang and call call mostly tolak.,,,
"Tips Membangun Keluarga Hadapi Covid-19.
-
-
#PakaiMasker #indonesia #JanganMudik #lawancovid19 #vaksincovid19 #vaksinasicovid19 #coronavaccine #vaccine #vaksin #vaksintahap2 #staysafe #stayhealthy #stayhappy https://t.co/HoQ6iXf2U9",,,
Info dong yg sudah vaksin covid terutama yg pake astra zeneca ada efek sampingnya gak ya?,,,
"Tips Membangun Keluarga Hadapi Covid-19.
-
-
#PakaiMasker #indonesia #JanganMudik #lawancovid19 #vaksincovid19 #vaksinasicovid19 #coronavaccine #vaccine #vaksin #vaksintahap2 #staysafe #stayhealthy #stayhappy https://t.co/46W73u5jom",,,
"Hari ni orang2 tua naik kerusi roda semua pun sibuk nak pi tesco, anak bawak. I thought they’re the most vulnerable group? Dah vaksin kot?",,,
"@cuteurose @bersamamei udah vaksin rabies jadi gpp, nun.",,,
"Indonesia menyuarakan akses vaksin yang setara bagi semua

https://t.co/Lx1v1enVml",,,
@faizfadzil dh knp minah tu kehek? Tak suka nk vaksin diam2 sudah.,,,
@adherencenoble Kau ambik tak panadol/paracetamol? Aku baca kalau makan panadol nanti dia akan affect keberkesanan vaksin 🤔,,,
"Orang tk rentas negeri lagi nak balik raya tiba tiba kes tinggi. Ini lah. Nak bg vaksin kes tinggi. Nak raya kes tinggi. Stop lah agenda politik. Makin hari makin nampak tak relevant je. Patuh sop, ade ke yang keluar tak pakai mask sekarang? Then why still kes tinggi?",,,
selamat la makteh pakteh aku pon kena vaksin harini. kalau tak mesti mak aku takut 🤣,,,
"Cara nak yakinkan kawan2 yang mudah terpengaruh, tu bapa si tu dengan mak si tu elok je vaksin. Sekarang sihat walafiat je. https://t.co/VCu5BrPcYP",,,
"hoaks dan miskonsepsi seputar vaksin Covid-19 yang beredar membuat masyarakat khawatir untuk divaksin. Oleh karena itu, diskusi publik ini bertujuan untuk membahas proses vaksinasi Covid-19, baik dari segi efektivitas dan keamanan vaksin, maupun kebijakan pemerintah terkait (...)",,,
@HausofHilton @khairulaming Saya stress bila geng anti vax kata vaksin ni produk Yahudi. 😭,,,
Justru karena sudah di vaksin kita perlu perketat prokes https://t.co/6kEbnl2sqq,,,
"Warga emas di Muar. Alhamdulillah ramai yg dtg ambil vaksin. Aku bawak ayah aku, nasib baik nak ambil vaksin. Alhamdulillah lepas 1st dos. https://t.co/Zj6hzdJoK6",,,
"Tampil di Even Global Bertabur Bintang VAXLive, Pangeran Harry Serukan Akses Setara untuk Vaksin Covid-19 https://t.co/i85sSBS48w https://t.co/sgNf4COEwo",,,
WHO Izinkan Vaksin COVID-19 Sinopharm untuk Penggunaan Darurat https://t.co/Znb1OKtGEP,Percaya,,
appointment vaksin mak aku pkl 12 tapi disebabkan takde orang kena pergi awal 😂 https://t.co/9wFXCPGlHc,,,
"Kalau betul vaksin ni depopulation agenda, kenapa tak diutamakan orang awam?",,,
"@ChocoCara2 Dahla tamo amik vaksin, pastu langgar sop 😤",,,
Pakar Genetika IPB University: Perlu Dikembangkan Vaksin Covid-19 Khusus Hewan - https://t.co/Pu93Tux2Z0,,,
Dah tu kenapa ambik vaksin kalau percaya sangat dengan rawatan tradisional tu? https://t.co/TRvETCbcgr,,,
@fareezropi Cikgu kerajaan pun tak habis vaksin. Cikgu swasta macam aku kenalah rebut AZ. Ada pulak inDuSTriaL FroNTLinErS ni,,,
Israel ni yg patut kena covid cm india tapi tulah dorang setan awal lagi vaksin dah ☠️,,,
"Pagi sahur ayah dah call tanya camna okay ke tak covid kt area rumah, lepas tu siap discuss pasal vaksin lagi. Mujur ayah dia open minded ada orang sebarkan dakyah vaksin kat whatsapp dia dengan suka citanya cakap, ayah tak percaya pon semua tu. Ini baru ayah ceq 🥰",,,
@corazoxn_ kalau gomen buat sape vaksin dapat duit yang keje gomen ni laju je nanti,,,
Ternyata yg baru vaksin pertama nda bole 🥲 yasuda nda apa-apa.,,,
@IryanaIlsa politik dah sah la dah lain. tapi pasal vaksin ni mmg tak bole nak brainwash dah. mau aku panggil dr hisham syarah vaksi kt rumah ni 🤣,,,
"aku register vaksin dari first page dkt my sejahtera tu keluar. lepastu, kayangan dapat dulu. and then KJ open AZ Vaksin, dah macam zombie kena berebut2 siapa cepat dia dapat. At the first place dia suruh register untuk apa?mcm mana punya planning pun taktahu.",,,
"@cnbcindonesia Dosas Dosis terus Pak Presiden RI @jokowi, bayar tenaga Nakes donk, entar Nakes mogok Vaksin itu siapa yg urus, gimana @RoebIda @suluhperempuan @KemenkesRI !",,,
"@hhyeinisue nahhhh ,punca geng2 anti vaksin laa ni",,,
@aiminrshrh Sapa suruh pergi daftar vaksin lain 🙂,,,
"@_flowerkty_ @yourpetsfess Oh kalau aku kucingnya kutuan ka, jadi sebelum vaksin mau dikasih obat kutu dulu gitu",,,
Simtom gigil lepas vaksin ni 10 skala richter,,,
@ashsrsly okay tak ni? lepas kena vaksin smalam? ini ka side effect nya??,,,
Laki bini rupanya... bgus lah tu. X nk amik vaksin x pe tp jgn nk hasut org lain.,,,
"Vaksin dan Protokol kesehatan saling melengkapi sebagai proteksi dari Covid-19.
-
-
#PakaiMasker #indonesia #JanganMudik #lawancovid19 #vaksincovid19 #vaksinasicovid19 #coronavaccine #vaccine #vaksin #vaksintahap2 #staysafe #stayhealthy #stayhappy https://t.co/f71PNYAG8Q",,,
"@theopieter @Dennysiregar7 Silahkan untuk terus menjadi katak dlm tempurung, shg tdk mau bersyukur adanya Babi ... Vaksin meningitis sbg syarat naik haji dan umrah, enzim katalisatornya dari Babi ..... 👌 https://t.co/UISiEGZpCG",,,
"Vaksin dan Protokol kesehatan saling melengkapi sebagai proteksi dari Covid-19.
-
-
#PakaiMasker #indonesia #JanganMudik #lawancovid19 #vaksincovid19 #vaksinasicovid19 #coronavaccine #vaccine #vaksin #vaksintahap2 #staysafe #stayhealthy #stayhappy https://t.co/Dzf99U5zZ9",,,
"@yagitudang Gapapa, lah member2 kemarin vaksin pas lagi puasa",,,
Padan muka dekat org yang kutuk selangor manjang takde air. Kami dapat vaksin dululah. https://t.co/vOq2PIjf1y,,,
"@AimanMutalib1 @acapwho @marcospopeyj Tp kita kekurangan staf kesihatan. Xboleh htr staf byk tmpat. So adun kwsn la bertanggungjawab, pastikan ada akses ke pusat vaksin. Bkn doktor/staff. Jgn masa nk undi je nmpk muka, time mcmni hilang pulak. Tp satu kenyataan boleh tafsir mcm2. Lain orang lain pendapat. 🙏",,,
"Jangan ragu &amp; takut main ke Taman Bunga Nusantara &amp; Alam Imajinasi

1. Tempat cuci tangan tersebar di areal Alam Imajinasi
2. Satgas selalu mengingatkan &amp; menjaga prokes
3. karyawan Alam Imajinasi telah di vaksin Covid-19 

Jaga prokes dgn menerapkan 3M

https://t.co/tAqZpUqBi5 https://t.co/ttNpqFIAoB",,,
"@sirkulangka17 @f4kr0ls00d @DGHisham Aik? Salahkan vaksin pastu sebut pasal ikan jantan betina, pastu kata kena kencing. Udah-udahla bro salahkan benda tak related.",,,
"hawii ijin ga jbjb dlu yaa, tiba tiba drop bgt. kata bunda sih efek vaksin kemarin😞 pappaii~",,,
"INFOGRAFIS PENOLAKAN VAKSIN CORONA DIANGGAP SEBAGAI BENTUK RASISME
Beredar infografis dng logo Pusat Pengendalian dan Pencegahan Penyakit Amerika Serikat, memperingatkan penolakan vaksin corona merupakan bentuk rasisme. Info tsb tdk benar. Lengkapnya di: https://t.co/oMfUPiqG6d https://t.co/AudwdTDrJx",,,
"Tempoh penangguhan menderma darah selepas pengambilan Vaksin Covid 19 Fasa Kedua.

Jom daftar di MySejahtera untuk pendaftaran vaksin Covid 19.

@PDNKKM https://t.co/A20j38gdCq",,,
Jokowi: RI Sudah Amankan 75 Juta Dosis Vaksin Corona https://t.co/MdEoUqBXqn,,,
@erizair @e100ss Sampai kapan ya mau evaluasinya..bukannya ada jangka waktu antara vaksin 1 dan vaksin 2... 😩,,,
@wicikiwiw tp makin pusing kalo tdur wkwkwk ga mau keluar panas nya bukan kaya demam biasa mana ngilu semua tulang anjirrr jgn dh vaksin pakek astraa cuk,Tidak Percaya,,
@BungaAmaliaaa Belum ada efek kak.. katanya sih yg ini bs meriang2... kk vaksin yg apa?,,,
Boleh ke nak minta @KKMPutrajaya @MKNJPM untuk sekat sementara sebarang aktiviti sidang media secara fizikal memandangkan politicians terlalu bijak untuk berbuat demikian especially waktu kes covid-19 sedang mencanak ni. Kami reporter belum diutamakan dalam penerimaan vaksin.,,,
Maka makin lambatla aku nak dpat vaksin https://t.co/oZfmvVwqkH,,,
@_flowerkty_ @yourpetsfess Oh kaka kemarin vaksin dulu baru dikasih obat kutu ya? -s,,,
"ya Allah.....my aunt just got her result and she's positive covid 😔 i hate it so much because she was just trying to do her work dah la kerja kerajaan, buat kerja untuk kerajaan tapi menteri yang dah dapat vaksin semua tak guna tak buat kerja gila im mad",,,
@moyazdaughter PKP🙄. Stay at home.. dh vaksin bukan lesen berjalan,,,
Vaksin menyelamatkan keluarga anda #VaksinasiNasional https://t.co/2H1W8pgwN5,Percaya,,
@bingulatte Jadi pengen cepet vaksin juga kan mana tau turun 😂,,,
"@yourpetsfess Kemarin aku disaranin seminggu sama drh nder, kebetulan jadwal vaksin anabulku duluan, terus seminggu kemudian baru deh dikasih obat kutu💫",,,
Dadakan malem2 dapet slot vaksin untuk penyuntikan besok paginya. Life is good. 👌,Percaya,,
@kobemicinfamily Berarti gendut poni😭 kemarin nimbang pas vaksin 4.7 https://t.co/pzJwKiaWtl,,,
"Pemerintah tengah menyelesaikan pembuatan Vaksin Covid 19 Merah Puth
#Vaksincovid19 #dukungvaksinasi #lawancovid19 https://t.co/PUMAsfJ1ng",,,
Ayo Vaksin #VaksinasiNasional https://t.co/3ncDL4RIQg,Percaya,,
"Pemerintah tengah menyelesaikan pembuatan Vaksin Covid 19 Merah Puth
#Vaksincovid19 #dukungvaksinasi #lawancovid19 https://t.co/VBdBvsmiHW",,,
Hard truth. To my surprise rupanya dalam group family mak sendiri rupanya ada juga yg takut nak ambil vaksin 🙄 Kesian tgk mak sendiri trying to convince her niece untuk jgn takut ambil vaksin. My mom is a retired nurse btw. https://t.co/7xAo4RhA8B,,,
"Ayo Kita Vaksin 
#VaksinasiNasional https://t.co/pNKWjhYd94",Percaya,,
Antara side effect yang aku dapat sekarang ni. Tak boleh berhenti bagitau dekat orang yang aku dah vaksin.,,,
"Pemerintah tengah menyelesaikan pembuatan Vaksin Covid 19 Merah Puth
#Vaksincovid19 #dukungvaksinasi #lawancovid19 https://t.co/Yxe7relaqp",,,
"Pemerintah tengah menyelesaikan pembuatan Vaksin Covid 19 Merah Puth
#Vaksincovid19 #dukungvaksinasi #lawancovid19 https://t.co/UKRhWaifef",,,
@Marchfoward Semoga nenek saudara di rahmati Allah. Jgn lupa galakkan beliau ambil vaksin. ✌🏻,,,
Kalau macam ni sampai bila tak dapat herd immunity. Better wajibkan je terus sebab ramai jenis puak2 suka balik kampung la lari hospital la sebarkan sana-sini. Vaksin hukum harus kot memandai kata haram. https://t.co/7ZAFvUypcI,,,
@Khairykjyang yang  dah ade appointments vaksin 10/5/2021 nak kena amik surat rentas daerah ke?,,,
"Tunggu, jd semua penonton udh di vaksin makanya boleh nonton lgsg dgn memakai masker? https://t.co/sLt7b3WfoV",,,
"Pemerintah tengah menyelesaikan pembuatan Vaksin Covid 19 Merah Puth
#Vaksincovid19 #dukungvaksinasi #lawancovid19 https://t.co/hhTFtshmf8",,,
"Pemerintah tengah menyelesaikan pembuatan Vaksin Covid 19 Merah Puth
#Vaksincovid19 #dukungvaksinasi #lawancovid19 https://t.co/mEM39kxfuz",,,
"@neexxzz Weh dalam family in law I ramai duk spread info pasal bahaya vaksin. I macam penat nak hadap. Dari org yg dah ready nak vaksin, tiba2 berubah fikiran. Benci betul.",,,
"@cirengkrispiy Mari pelukan, aku udah vaksin 2x juga",Percaya,,
@indaimayau Astaga. Keep going babe. Continue to educate ya. Psiko sikit. Haha. Pedis ati meda bala ke ngai vaksin. Bangka mai. Nti ya ja kena nda ngawa la.,,,
"Pets! Aku mau vaksin kucingku, tapi sebelumnya mau dikasih obat kutu advocate dulu. Biasanya jarak berapa hari ya dari dikasih obat kutu ke vaksin?",,,
"Presiden Perancis, Emmanuel Macron menyerukan AS untuk mencabut pembatasan ekspor vaksin Covid-19 agar kebutuhan global terpenuhi cepat. https://t.co/hwLX4ubo1R",,,
"@CNNIndonesia Itu tolong yang otg diwawancara pola hidup sehatnya bagaimana, merokok atau tidak.
biar semua orang bisa otg walau kena corona.
Yang mati sudah divaksin belum supaya tahu efikasinya. Kalau sudah, vaksin merk apa.
Berita yang lengkap dan detail sangat diperlukan.",,,
@TGVCinemas Mintak Ananda lobby or belanja vaksin utk Malaysian,,,
Done cucuk vaksin dan masukkan cip dalam badan. Tgh tunggu side effect ehem jadi besar je. https://t.co/PLRr8GDY2k,,,
"Lima Institusi Kembangkan Vaksin Merah Putih
#Vaksincovid19 #dukungvaksinasi #lawancovid19 https://t.co/NN5HYUbWwZ",,,
"Lima Institusi Kembangkan Vaksin Merah Putih
#Vaksincovid19 #dukungvaksinasi #lawancovid19 https://t.co/wVbyveB8WY",,,
"Better we go with PKP macam awal² 2020, sakit juga ekonomi, tapi better sebab masa tu kes betul² turun sampai ada hari yang 0. Lebih baik.

Sekarang, vaksin ada tapi masih ramai belum dapat, kes turun naik, risau ekonomi tapi sama juga. Makin teruk kalau terus begini. 😣",,,
"Nuwun sewu, Dok @tirta_hudhi. Misal dosis kedua Vaksin Sinovac lebih dari 28 hari apa berpengaruh terhadap terbentuknya antibodi? Pengaruhnya positif atau negatif, Dok? Maturnuwun..",,,
Ini yang ramai BENAK sgt tak fhm2 ape fungsi vaksin. Ko takut dgn vaksin bagai pastu ko dgn teori konspirasi taik tu pastu ko halang org nak amek vaksin. Benak betul otak ko! Hey geram betul aku. 🙄 https://t.co/VcJP7ITuwU,,,
@amer7211 @bachok_ahmad Vaksin da tak laku ke?,,,
"@nadieynadia Aamiin Aamiin...kita lambat sikit utk dpt vaksin tak apa, yg penting kita punya parents dapat 2 shots tu awal",,,
"@Rafik25623457 @SinarOnline @KKMPutrajaya @DrAdhamBaba Kalau dah sampai pun belum tentu yg daftar awal dlm kategori phase 2 dapat. Kena tunggu staf hotel, staf petronas, staf media, entah staf apa lagi yg mereka categorised sebagai frontliners divaksinasi dahulu. Sabar. Tunggu. Pasti dapat vaksin kalau belum mati.",,,
"mesin atm pun kena vaksin ke dik😂😂 

#jomvaksin 
#COVIDー19 
#kitajagakita https://t.co/bKD9twKy3M",,,
"@ZOO_FESS Kasih pakan sesuai nutrisinya, kasih wf, kasih vitamin. Jangan lupa vaksin",,,
Ini pertama kalinya WHO memberi lampu hijau pada vaksin buatan Asia. Sinopharm adalah vaksin keenam yang mendapat persetujuan dari WHO. https://t.co/RZfakf9kSy,Percaya,,
Populer Sains: Rasanya pulang ke Bumi dari luar angkasa; Badai sitokin yang dialami Raditya Oloan; 3 vaksin yang efektif lawan varian baru corona. https://t.co/q71TCjaHF5,,,
Nampak la kerajaan tak perihatin. Patut dorg yg bawa vaksin tu. https://t.co/MWLT5G7OyX,,,
"Freegifts tupperware, whatsapp messages lekatkan hadith &amp; pic PU² yang ganteng. Whatsapp menakutkan 'tak vaksin nanti Ku Nan, Bung &amp; Azmin mai visit' Free full tank minyak moto, free makan², angpau with cabutan bertuah, gores n menang etc etc https://t.co/pZ4yNSkjRd",,,
"Setelah vaksin, pengen banget mampir fx buat liat-liat lagi setelah sekian lama. Apa daya ternyata abis vaksin rasanya sangat lelah dan mengantuk, pulang adalah pilihan yang sangat tepat. 🙂",Percaya,,
"@staregazed Aku vaksin sore, ya sampe maleman aja sih tidur di kosan temen. Terus maksa pulang ke rumah, nyampe rumah langsung aja di bablasin tidur sampe pagi",,,
"For your information!
Walau sudah di vaksin harus tetap jaga protokol kesehatan ya... 
#COVID19 #indonesia #tundamudik2021 #tundamudiklebaran #protokolkesehatan https://t.co/IoJmr5qgWp",,,
Ramai pulak member yg anti vaksin ni haih pening la gini,,,
"Vaksin tak percaya, #KerajaanGagal buat darurat untuk turunkan kes covid percaya pula.",,,
"Gw turun 2 kilo abis vaksin, ga selera makan",,,
"""Covid19 sebenarnya senjata biokimia cina kafir utk kecilkan populasi melayu. 

Kalau kita ambik vaksin tu, nnti mikrochip dlm tu blh kesan level imuniti badan. Ni akan bagi kafir info2 utk buat senjata yg lagi bahaya!"" https://t.co/8lEsXXiom2",,,
Vaksinasi merupakan salah satu upaya menanggulangi pandemi COVID-19 sebagai upaya penting dalam rangka pemulihan ekonomi. https://t.co/t0YiqVq8Ua,,,
"Saya rasa kena hired telemarketing. Call persuade sampai subscribe.

Komisen diberikan kepada mereka yang vaksin sampai 2nd dose. Update terus update. 

Kalau 1st dose, dapat 50% komisen. Balance selepas 2nd dose.

@Khairykj @DGHisham https://t.co/PtKSeSBB37",,,
"okay jujur aku nak tahu , ada tak sesiapa kawan ke sesiapa yg dah vaksin tp dia masih kene covid",,,
Dua Orang Ulu berusia 80an redah sungai deras untuk dapatkan vaksin https://t.co/B30UuoA2xy,,,
"@jokowi 

“Ini adalah salah satu bentuk upaya kolaborasi dunia untuk meratakan jalan bagi akses vaksin yang setara bagi semua negara,” kata Menteri Luar Negeri Retno Marsudi di Twitter, Sabtu.

https://t.co/LqKXE7bziR",,,
"Alhamdulillah nenda tgh tggu giliran utk 1st jab vaksin Pfizer. Memula x nak g amek sbb bace komen² liar kat socmed. Pujuk nenda baik² kalo x amik, cucu² dia x bleh balik kg. 😁 https://t.co/eu072bhNIM",,,
"Human: kita ada vaksin!! Wohooo!!!

Covid19: https://t.co/ZlnYwNwgoZ",,,
55. Ganti hari pokoknya,,,
"@JKJAVMY @Khairykj Nak tunjuk korang care 4 the vulnerable. Bullshit. Hotel staf, staf petronas labuan, reporters dah dapat vaksin manakala the vulnerable yg dah daftar awal belum lagi. Entah berapa banyak lagi yg dah jump queue.Masa pandemic pun korang berkelakuan sebegini.Go to hell you MFs. Pui.",,,
@mbahndi Emang pake kartu vaksin bisa?,,,
"hadehh esraeL!! 🤔
efek vaksin apa yak?!",,,
@bukananana Ntaran naaa masih nunggu olin kwkwkwkw masih habis vaksin pun jadi letoy🤣🤣,,,
