Tweet,Nilai,,,
"BPOM mainannya GMP dilawan.. 

 https://t.co/VKI2amoViB",,,,
DPR Galang Dukungan Masyarakat untuk Vaksin Nusantara https://t.co/mhmYMdA2OS,,,,
@Kulhugeni8 @akunsatir00 @agama_nusantara Suruh motmotin pidongku aja 🤩,,,,
"Jelas ada pembohongan publik, juga pada Presiden @jokowi, anggota @DPR_RI  dengan klaim sebagai karya anak bangsa Indonesia. Ternyata vaksin nusantara adalah penelitian asing, tidak ada ijin dari @KemenristekBRIN dan menggunakan anggaran @KemenkesRI. Masih mau terus dibohongi? https://t.co/OMMEieyX9Y",Tidak Percaya,,,
"Wakil Ketua Komisi IX DPR RI Melki Laka Lena mengklaim bahwa semua fraksi yang ada di DPR mendukung vaksin Nusantara yang digagas mantan Menkes, Terawan Agus Putranto. #DPR #vaksinnusantara 

https://t.co/K0P8ZKAdqz",Percaya,,,
Gatot Nurmantyo Ikut Vaksinasi Vaksin Nusantara di RSPAD https://t.co/Kxv8J2PpR7,Percaya,,,
"@KompasTV HAHAHA, IDI MEMANG DARI DULU BENCI DENGAN TERAWAN. MALAH MAU PECAT TERAWAN. TAPI TETAPI MEREKA YANG PERNAH SEMBUH DENGAN TERAWAN TERMASUK ABURIZAL BAKRI, SBY, DAN BANYAK LAGI PEJABAT YANG SEMBUH, BELA TERAWAN. SEKARANG TERAWAN MAU BIKIN VAKSIN NUSANTARA DIJEGAL IDI. HAHAHA.",,,,
"Tegaskan Bukan Wakil PDIP, Adian Pilih Disuntik Vaksin Nusantara https://t.co/olhy9XvUah",Percaya,,,
"@septian Coba lu bahas kajian soal berbagai vaksin yang beredar sekarang. 

AZ udah ada uji klinisnya di Indonesia?
Gak usah kejauhan ngomong vaksin nusantara deh.",,,,
"nggak tau ya, bingung bgt. ini aku yg sudah terbutakan rasa nggak suka sama kinerja beliau kmrn pas menjabat jadi nggak bisa liat sisi baiknya, atau ini emang fishy? hhhh https://t.co/hEjJKLttOS",Tidak Percaya,,,
"Dewan Pembina Partai Golkar Aburizal Bakrie menyatakan telah disuntik vaksin Nusantara. @golkar_id 
https://t.co/pqZKEHku4q",Percaya,,,
"@DKIJakarta kalau ramai-ramai issue vaksin nusantara, gimana min?",Tidak Percaya,,,
"BPOM: Vaksin Covid-19 Nusantara Dibuat dalam Kondisi Tidak Steril: Selain itu, produk antigen SARS CoV-2 yang digunakan sebagai bahan utama pembuatan vaksin Nusantara bukan Pharmaceutical grade dan dinyatakan oleh produsen (Lake Pharma-USA) tidak dijamin… https://t.co/QuzOHlgKpg",Tidak Percaya,,,
"Sampel Darah Diambil, 7 Hari Lagi Wakil Ketua DPR Disuntik Vaksin Nusantara https://t.co/tXljKWjnzu",,,,
Ketua F-PAN DPR RI ungkap alasan ikut Vaksin Nusantara https://t.co/8i2WLXk7ws,Percaya,,,
"#IDNTimesInfografis - BPOM tak mempermasalahkan bila pemberian vaksin Nusantara hanya untuk penelitian. Namun apa itu vaksin Nusantara?

Yuk kenalan dulu.

Baca selengkapnya disini https://t.co/FmWVCSa3hu https://t.co/WTQMQ1lrWM",,,,
@BPOM_RI mengapa BPOM tdk peduli dgn inovasi anak bangsa?. Seperti Vaksin Nusantara. BPOM bisa berbuat apa utk Bangsa ini?. Menghabiskan anggaran?,,,,
Alasan Ketua Fraksi PAN Ikut Disuntik Vaksin Nusantara https://t.co/7ZFEII0iM4,Percaya,,,
Dewan Pembina Partai Golkar Aburizal Bakrie telah disuntik vaksin Nusantara yang digagas mantan Menkes Terawan Agus Putranto. Walaupun hingga kini BPOM belum memberi izin uji klinis fase II pada vaksin Nusantara - #VaksinNusantara #VideoKompas https://t.co/inGVhHXIui,,,,
"Haloo @ErickConstant14 😃👋 Selamat membaca!
""Kenapa ini g nongol di timeline gue ya, sblmny? Anyway, they want to make it political, let's make it political. Tdk ada yg Nusantara dr Vaksin Nusantara. Itu semua pembodohan masy ..."" https://t.co/5Zu4sMgMST",Tidak Percaya,,,
"""Apapun saya lakukan untuk bangsa dan negara ini,"" ujar Gatot. https://t.co/RKziEfGBDP",,,,
BPOM Tak Masalah Uji Vaksin Nusantara untuk Penelitian https://t.co/HS19VZYKIb,,,,
"@Penyuka_ombak Terlalu jauh sepertinya pak.

Bukankah itu kalimat martir? dimaksud agar mereka oposisi tidak punya bahan untuk nyerang jokowi dalam masakalah vaksin, maka dari itu yang pro jokowi ingin melindungi jokowi dengan menyetujui vaksin Nusantara, kan?",,,,
"Penjelasan BPOM Mengapa Vaksin Nusantara Belum Layak Ditindaklanjuti
Klik untuk baca: https://t.co/71cLFt4njw

Keputusan BPOM harus dihormati sebagai lembaga berwenang sesuai UU. Tdk ada 1 pun obat/vaksin boleh diujicoba-edarkan tanpa izin BPOM.

Jauhkan politik dari BPOM.",,,,
IDI: Siapa Bisa Menjamin Keamanan Vaksin Nusantara? https://t.co/iVkwmnJhTa https://t.co/3dHiEgBvxG,Tidak Percaya,,,
Gatot Nurmantyo Ikut Uji Klinis Vaksin Nusantara Gagasan Terawan https://t.co/CSfWPg3yNi https://t.co/l3fKhUuJMi,Percaya,,,
"@syahirularif @ProfesorZubairi Vaksin Astra zenecca sudah melalui uji klinis fase 1-3 di negara lain, data yang sama digunakan untuk pendaftaran di BPOM (sudah ada data).

Coba vaksin Nusantara kalau yang mengusulkan dari universitas (peneliti) bukan dr mantan Menkes. Apakah ada yg mau jadi subyek percobaan?",,,,
Vaksin nusantara bikin Adian Napitupulu pilih jantung dibanding PDIP https://t.co/xbI1jiD7Ah,,,,
"bolehlah gak suka pak Terawan sbg (mantan) Menteri, tapi jangan sampe kita menyangkal pencapaian2 beliau

balik lg ke soal vaksin nusantara, gue masih agak 50:50. dibilang penasaran iya, tapi takut juga iya",,,,
"Vaksin Nusantara kembali menuai kontroversi usai pengakuan Aburizal Bakrie sudah disuntik vaksin tersebut dan sejumlah anggota DPR Komisi IX yang melakukan pengambilan sampel darah di RSPAD hari ini, Rabu (14/4). Sebelum nantinya disuntik vaksin ... https://t.co/P2I7vDhNG4",Percaya,,,
"15.18 #BeritaSONORA - Mantan Panglima TNI Gatot Nurmantyo dan Keluarga Ikut Disuntik Vaksin Nusantara https://t.co/hRllFPEL1v https://t.co/PaslNNO6uJ
via @KompasTV",Percaya,,,
"Vaksin Nusantara;
Ditolak @PBIDI Diterima @DPR_RI
Kritik IDI tak ilmiah kecuali hanya karena tak suka dgn Terawan👎
https://t.co/ewkqgcqtbj",,,,
Wakil ketua DPR RI Bidang Ekonomi dan Keuangan Sufmi Dasco Ahmad menjadi relawan uji klinis tahap II vaksin Nusantara di Rumah Sakit Pusat Angkatan Darat (RSPAD) Gatot Soebroto https://t.co/lBOzqN2KnR,Percaya,,,
"@JLukup @detikcom Kenapa ndak anda paparkan saja kenapa nyuruh kita ngecek, buktiin agen itu. Emangnya para pesohor itu org bodoh semua, yg pasti mereka percaya vaksin nusantara, emangnya vaksin vaksin yg lain itu ndak beruntung gede dibuat Indonesia ?",,,,
"SALUT untuk @BPOM_RI tegas dan terbuka menguak misteri vaksin nusantara. Independensi sudah tetap tegak demi keselamatan rakyat Indonesia dari tipuan pseudo-sains dalam isu obat dan vaksin di era pandemi. Publik harus lebih cerdas.
https://t.co/Nv7kCkLGd0",,,,
"@CNNIndonesia Vaksin anak bangsa, harus didukung tanpa mengurangi kehati hatian. Saya dukung vaksin Nusantara!",Percaya,,,
Kepala BPOM Penny Kusumastuti Lukito buka suara terkait bagaimana pihaknya mengawal proses uji klinis yang dilalui vaksin Nusantara. #kumparanNews https://t.co/3xzD6hc9gv,,,,
"Ikut Diambil Sampel Darah Untuk Vaksin Nusantara, Gatot Nurmantyo: Apapun Saya Lakukan Demi Bangsa Dan Negara https://t.co/M9cMyNBBPz",Percaya,,,
DPR Minta Masyarakat Dukung Vaksin Nusantara  https://t.co/J4C93aAKkr,Percaya,,,
"Ditawari Terawan, Gatot Nurmantyo Bersedia Disuntik Vaksin Nusantara https://t.co/mGBunuOxD4 #Terbaru #berita #editorial #live",Percaya,,,
DPR Minta Masyarakat Dukung Vaksin Nusantara https://t.co/J4C93aAKkr,Percaya,,,
Gatot Nurmantyo Ikut Jadi Relawan Vaksin Nusantara https://t.co/Po4V8Di7NU,Percaya,,,
"@kuronekoday Ih itu DPR mau disuntik vaksin nusantara (ntar bener apa cuma karangan belaka). Uji klinis 1 aja gagal, ini pede banget udah ok 😑",,,,
"Kenapa pada ngeyel sama vaksin Nusantara ya, kenapa bukan vaksin merah putih??? https://t.co/MVSsOFgWyM",,,,
"Komisi IX Bantah Ada Keputusan Jadi Relawan Vaksin Nusantara di RSPAD

Kita doakan semoga Bu Penny dan BPOM tetap berpegang kepada standar sains dan kesehatan yang tinggi, demi keselamatan warga. Fighting! 👍👏

https://t.co/JeX1eNy5CM",,,,
@syahirularif @ProfesorZubairi Lagipula BPOM tidak menghalangi uji klinis dari vaksin Nusantara asalkan mengikuti standar protokol uji klinis.,,,,
"PDI Perjuangan VS @KPK_RI
di Program Sistem Integritas Partai Politik (SIPP).

Vaksin Nusantara
Kuningan @voidotid @OposisiCerdas @panca66 

#PDIPerjuangan 
#gesuriid

https://t.co/Ox3zAfEfJz",,,,
Vaksin Nusantara kembali mencuat dg munculnya berita bbrp tokoh sdh diambil darahnya @detikcom @KemenkesRI . Bgmn kabar vaksin merah putih @KemenristekBRIN . Maju trs vaksin Indoneaia,,,,
"@prophetofzorck Ada kata ""justru "" 
Artinya saya dan orang² yg sangat menantikan gebrakan dari DR Terawan tdk  kalah dari mrk yg justru mengapresiasi vaksin ini.
Contoh, pak Gatot  sudah di vaksin dgn Vaksin Nusantara.",Percaya,,,
"@detikcom secara PEMIKIRAN MANUSIA VAKSIN NUSANTARA mustahil bisa terbentuk/ sia2 sj,
ttp jk TUHAN yg MENGHENDAKI melalui VAKSIN NUSANTARA, EVERYTHING CAN BE HAPPEN
Hal semacam ini sdh bs kt lihat dr BILL GATES, org yg dhlnya DIREMEHKAN dunia, IN THE FACT hmpr sluruh dunia memakai WINDOWS",,,,
Produk antigen SARS CoV-2 yang digunakan sebagai bahan utama pembuatan vaksin dendritik ini bukan merupakan Pharmaceutical grade. #kumparanNews https://t.co/EoLV0sbIhm,,,,
"Di Tengah Kontroversi, Anggota DPR Jadi Relawan Vaksin Nusantara https://t.co/14OvUAiE5h https://t.co/99UVoGlhc0",,,,
"Suara bin bahasa Epidemiolog plus IDIH yang terganggu kenyamanan dan kuasanya dalam dunia pervaksinan, dunia kesehatan.
#DukungVasNus #DukungVaksinNusantara #SupportVasNus
https://t.co/6SZHTCZ7ic",,,,
"@pelitakininews Terapi Plasma Darah mirio dengan transfusi darah, donor dan reseptor berbeda.
Vaksin Nusantara mirip hemodialisa, menggunakan darah orang yang sama, mengapa harus melalui hewan.
IDI terlalu kaku dfn prosedur, tidak melihat substansi.",,,,
"Sejumlah anggota komisi IX DPR RI pada Rabu (14/4) melakukan pengambilan darah di RSPAD Gatot Soebroto untuk diproses menjadi vaksin Nusantara. Selain anggota DPR, Aburizal Bakrie bahkan mengaku sudah disuntik vaksin besutan Terawan tersebut. Pakar IDI ... https://t.co/U5e9v3YFdq",Percaya,,,
"Wakil Ketua DPR Sufmi Dasco Yakin Fase Kedua Vaksin Nusantara akan Berhasil, Ini Alasannya https://t.co/tyMj4lpiIf https://t.co/tVqi9GiZkc",Percaya,,,
"Kita tunggu hasil dari upaya Dr Terawan memerangi Covid19 di Indonesia. Bila nyata2 bisa meningkatkan kekebalan kelompok/herd imunity &amp; mempercepat Indonesia bebas Covid19 itu bagus.

Kalau ada cara yg tidak pas, pikir bareng2 &amp; carikan ide pemecahannya.

https://t.co/VsnzhixQbl",,,,
DPR RI dukung produksi Vaksin Nusantara buatan dalam negeri https://t.co/wd89lb5t0M,Percaya,,,
"@drpriono1 @AIVITABio sdh trjadi pembohongan publik luar biasa nihh..
menggunakan para politisi &amp; tokoh2 trkenal utk mengendorse vaksin nusantara yg sbnrnya undervalue krn melabrak tahapan2 uji yg sdh standar n valid",,,,
"@pelitakininews Tolong tanya pada IDI apakah terapi plasma darah juga melalui uju pada hewan.  Terapi plasma darah menggunakan plasma pasien covid A yang sudah sembuh untuk disuntikkan pada si B.
Vaksin Nusantara mengembalijan sel darah putih si C yang telah dikenalkan pada covid balik ke C.",,,,
Salah seorang anggota DPR RI yang ikut 'suntik' vaksin nusantara di RSPAD Gatot Soebroto adalah Adian Napitupulu. Ada alasan khusus ia memilih vaksin tersebut. https://t.co/mabks8Kf4A,Percaya,,,
"Mantan Panglima TNI Jenderal (Purn) Gatot Nurmantyo berdalih bahwa dia lahir di sini (Indonesia) makan di sini minum di sini, di beri ilmu dan dididik seorang prajurit di juga di bumi Pertiwi #LengkapCepatBeritanya

https://t.co/NKHpcnvEJf",,,,
"@drpriono1 
ini sudah keterlaluan mas..
ada pembohongan publik luar biasa ttg vaksin nusantara yg menggunskan wakil rakyat utk mengendorse..",Tidak Percaya,,,
"Misalnya ya...ini misalnya: jika vaksin nusantara terwujud, apakah WN yg sudah divaksin dg vaksin merk lain (baca: vaksin impor) akan divaksin kembali dg vaksin nusantara ? https://t.co/F8fAchcoqe",,,,
"Apa2 yg dikasi label ""Nusantara"" kok jadi ngaco gini. Sebagai penghuni Nusantara kan kita jadi malu juga. 

https://t.co/ZX8XbKXiEu",Tidak Percaya,,,
"@kompascom Karna tau, tidak akan diloloskan 🤭🤣 Pandemi Politisasi kok... Semoga sukses &amp; lancar vaksin Nusantara 💪 Meski bukan pure dalam Negeri. Tp Salut",,,,
Vaksin nusantara ini efektif Gak sih dok @berlianidris ? Bagusan mana dari sinovac? https://t.co/qZdEVdSVzR,Tidak Percaya,,,
"Dahlan Iskan: Hidup Vaksin Nusantara!

https://t.co/bRkMWLHlBw",Percaya,,,
"Ikut Uji Klinik Vaksin Nusantara, Gatot Nurmantyo: Dua Tahun Lagi Dunia Pakai Cara Ini

https://t.co/94DmfEdKBn",Percaya,,,
"Ada apa dengan Vaksin Nusantara..?

Pakar IDI Kritik DPR Ramai-ramai 'Suntik' Vaksin Nusantara dr Terawan

https://t.co/ZwdRjVpt8S",,,,
"Vaksin Nusantara yang digagas Terawan Agus Putranto menjadi perhatian. Pasalnya, vaksin ini tetap lanjutkan uji klinis meski tak kantongi izin BPOM. https://t.co/ndZIYWCrWd",,,,
@tempodotco Sy berharap vaksin nusantara berhasil 💪,Percaya,,,
"Anggota DPR Suntik Vaksin Nusantara di RSPAD, Kemenkes Persilakan https://t.co/DRMNE22s78",Percaya,,,
Fraksi PDIP Tidak Ikut Vaksin Nusantara di RSPAD https://t.co/O77iwCXN2c,Tidak Percaya,,,
DPR Mendadak Galang Dukungan Masyarakat untuk Vaksin Nusantara https://t.co/4VkgCQrKRq,Percaya,,,
"Anggota DPR Adian Napitupulu mengikuti uji klinik vaksin Nusantara di RSPAD Gatot Soebroto, Jakarta Pusat, Rabu (14/4). #VaksinNusantara https://t.co/pqhOBqDych",Percaya,,,
"BPOM Belum Beri Lampu Hijau, Komisi IX Tak Pernah 'Iyakan' Pakai Vaksin Nusantara https://t.co/lkEbFwkXT2",,,,
"@caturatna Yap, plus mantan panglima, Aburizal Bakrie. Ngampain dulu politisi ngomong uji klinis sinovak, halal/haram, kalau vaksin yg katanya Nusantara ini, bisa mereka rasakan tanpa lewati proses dan aturan.",,,,
".... mapioso tentu tidak suka ... 
Pakar IDI Kritik DPR Ramai-ramai 'Suntik' Vaksin Nusantara dr Terawan https://t.co/I86fcQRV5l",,,,
"#Banyak Negara Embargo Vaksin Covid-19, Vaksin Nusantara Diklaim Jadi Solusi Terbaik - Okezone #Covid #Covid19 https://t.co/pY4cgIY8BP",,,,
"Ikut Uji Klinik Vaksin Nusantara, Gatot Nurmantyo: Dua Tahun Lagi Dunia Pakai Cara Ini
https://t.co/JnMmJ15in5",Percaya,,,
"@drpriono1 @AIVITABio Maaf dok, anda ini rasanya terlihat klo tidak suka vaksin nusantara, ocehan unt itu banyak sekali, suka tidak suka itu penemunya org indonesia, DPR RI saja respect, janganlah seperti org iri dng kaeya org lain, dokter2 lain tidak separah dokter, maaf dok.",,,,
"Perang informasi seakan2 vaksin dendritik bisa berlanjut, kembalikan saja ke @AIVITABio untuk melanjutkan risetnya di Irvine, California dan cari dana sendiri, jangan pakai dana rakyat Indonesia.
https://t.co/wtchitCdQo",,,,
GeNose dan Vaksin Nusantara adalah karya anak bangsa!,Percaya,,,
Wakil Ketua Komisi IX DPR mengatakan seluruh fraksi mendukung vaksin nusantara. https://t.co/n40BQZzX6s,Percaya,,,
"Anggota DPR Hingga Gatot Nurmantyo Ambil Sampel Darah untuk Vaksin Nusantara: Wakil Ketua DPR Sufmi Dasco Ahmad mengatakan, agenda vaksinasi hari ini adalah pengambilan sampel darah. Sampel itu bakal diolah dan dijadikan vaksin yang akan dimasukkan tujuh… https://t.co/kh8H6Kr1C5",Percaya,,,
"@Partono_ADjem Di salah satu tweet sih ada yg kritik kalo vaksin nusantara itu politik, tidak berbasis keilmuan, cari profit juga.",Tidak Percaya,,,
"Apakah vaksin yg lain tidak cocok..?

Adian Napitupulu Pilih Vaksin Nusantara: Saya Sakit Jantung, Ring Sudah 5

https://t.co/CIuBIFIGBv",,,,
"Anggota DPR Dan keluarga sudah divaksin duluan, sekarang beberapa anggota vaksin lagi, pakai vaksin Nusantara yg belum ada izin edar darurat dan uji klinis. Mubazir ga tuh dulu divaksin?",,,,
"@FKadrun Ikut Uji Klinik Vaksin Nusantara, Gatot Nurmantyo: Dua Tahun Lagi Dunia Pakai Cara Ini - https://t.co/ZkImVKMfca",Percaya,,,
"Ini serius? Methode vaksin nusantara ini bgn? 
Diambil darahnya trus di luar tubuh, darah tsb diksh antigen. Pembiakan virus dg media darah utk mendapatkan antibodi?  Dan virusnya murni utk jenis yg diinginkan. 
Apa bs terbentuk antibodi spesifik? 

Berbuka msh lama. Sabar... https://t.co/QweezUI5Wp",,,,
"MANTAN menteri kesehatan ini menelepon mantan menteri kesehatan. Selasa kemarin. ""Kok ini saya baca Pak Sudi Silalahi sudah vaksinasi Vaksin Nusantara. Saya https://t.co/Z0doypB3St",,,,
@tempodotco ...semoga vaksin nusantara berhasil di gunakan sepenuhnya olh masy indonesia.. Sehat sllu bang adrian.. 🙏👍👍,Percaya,,,
"""vaksin nusantara karya terawan"" may god be with us all",Percaya,,,
"Akhirnya bisa dilanjutkan tanpa persetujuan BPOM . . 

. 
                 ~ 2 ~
https://t.co/kPW7D6S7Je",,,,
Epidemiolog: Anggota DPR Lampaui Batas soal Vaksin Nusantara https://t.co/4dg9dTCl79,,,,
"@drpriono1 @DPR_RI @BPOM_RI @KemenkesRI Selamat buat dr terawan yg telah menemukan vaksin nusantara, krn itu perlu unt kemaslahatan warga.",Percaya,,,
"Bongkar Keganjilan Vaksin Nusantara, Prof. Zubairi Djoerban Akui Sulit Percaya: Relawannya pun DPR https://t.co/745MpnjnPQ",,,,
"""Itu keputusan individu, bukan kolektif Komisi IX"" https://t.co/d8KOmy2zc4",,,,
"Kalau dilihat riwayatnya mungkinkah dilanjutkan . . 

. 
                         ~ 2 ~
https://t.co/65JCFpx8SK",,,,
 ,,,,
"Dukung Produk Dalam Negeri, Alasan DPR RI Mau Jadi Relawan Untuk Vaksin Nusantara https://t.co/RKvj8VxD7I",Percaya,,,
@ampunannya Dan yg saya pertnykan adl knp Astra Zenecca tdk diuji klinis disini jg apt halnya Sinovac? Jgn alih lan topik ke vaksin nusantara,,,,
"Darah Nusantara u/ Vaksin Nusantara...

https://t.co/XYxuaTfnSG",,,,
Pimpinan Komisi IX: DPR Dukung Penggunaan Vaksin Nusantara https://t.co/nXpzcr6wUv,Percaya,,,
"""Kita kan harus mendukung produksi dalam negeri terutama produksi anak bangsa,"" ucap Dasco. https://t.co/QLmuehI6G1",Percaya,,,
"@syahirularif Astra Zeneca udah dilakukan uji klinis nya di sejumlah negara lain ketika barangnya belum masuk Indonesia.

Artinya, keamanan dan khasiatnya udah teruji kepada manusia. Vaksin Nusantara udah belum?",,,,
"@pengarang_sajak Kekuatiran terhadap vaksin Nusantara yg berkembang selama ini dijawab tuntas oleh kepercayaan yg diberikan oleh orang yg perduli dan percaya terhadap vaksin Nusantara karya anak bangsa, semoga sehat selalu Pak Letjen. Dr. Terawan Agus Putranto",,,,
"Dipimpin Dasco, Sejumlah Anggota DPR Jalani Proses Vaksinasi Vaksin Nusantara di RSPAD
 
https://t.co/koRDuCSap4 via @tribunnews",Percaya,,,
"@null Meski Belum Lolos Uji Klinis Tahap II, Legislator Ini Siap Disuntik Vaksin Nusan  https://t.co/n8QjMbx9uP",,,,
"Jangan sampai Vaksin Nusantara justru lebih di apresiasi oleh lawan politik Jokowi.
Ayoo..kita dukung Vaksin Nusantara utk lebih di utamakan sebagai vaksin di Indonesia.",Percaya,,,
